"Site","Date","BloomStatus","FlowerNum","PlantGenus","PlantSpecies","PlantVar","PlantSubSpecies"
"L21","7/13/13","full bloom",5,"Eriogonum","nudum","var.","nudum"
"L21","7/17/13","full bloom",5,"Eriogonum","nudum","var.","nudum"
"L21","7/30/13","finishing bloom",5,"Eriogonum","nudum","var.","nudum"
"L21","6/12/14","not blooming",0,"Eriogonum","nudum","var.","nudum"
"L21","6/22/14","beginning to bloom to bloom",2,"Eriogonum","nudum","var.","nudum"
"L21","7/3/14","full bloom",4,"Eriogonum","nudum","var.","nudum"
"L21","7/13/14","full bloom",4,"Eriogonum","nudum","var.","nudum"
"N131","6/30/13","full bloom",3,"Eriogonum","nudum","var.","nudum"
"N131","7/14/13","full bloom",4,"Eriogonum","nudum","var.","nudum"
"N131","7/20/13","full bloom",3,"Eriogonum","nudum","var.","nudum"
"N131","8/1/13","finishing bloom",3,"Eriogonum","nudum","var.","nudum"
"N131","6/14/14","not blooming",0,"Eriogonum","nudum","var.","nudum"
"N131","6/25/14","full bloom",3,"Eriogonum","nudum","var.","nudum"
"N131","7/4/14","full bloom",4,"Eriogonum","nudum","var.","nudum"
"N131","7/14/14","full bloom",4,"Eriogonum","nudum","var.","nudum"
"N132","6/30/13","not blooming",0,"Eriogonum","nudum","var.","nudum"
"N132","7/14/13","not blooming",0,"Eriogonum","nudum","var.","nudum"
"N132","7/20/13","not blooming",0,"Eriogonum","nudum","var.","nudum"
"N132","8/1/13","full bloom",1,"Eriogonum","nudum","var.","nudum"
"N132","6/14/14","not blooming",0,"Eriogonum","nudum","var.","nudum"
"N132","6/25/14","not blooming",0,"Eriogonum","nudum","var.","nudum"
"N132","7/4/14","not blooming",0,"Eriogonum","nudum","var.","nudum"
"N132","7/14/14","not blooming",0,"Eriogonum","nudum","var.","nudum"
"P24","6/27/13","beginning to bloom",2,"Eriogonum","nudum","var.","nudum"
"P24","7/13/13","full bloom",2,"Eriogonum","nudum","var.","nudum"
"P24","7/19/13","finishing bloom",2,"Eriogonum","nudum","var.","nudum"
"P24","7/29/13","not blooming",0,"Eriogonum","nudum","var.","nudum"
"P24","6/12/14","not blooming",0,"Eriogonum","nudum","var.","nudum"
"P24","6/23/14","beginning to bloom to bloom",1,"Eriogonum","nudum","var.","nudum"
"P24","7/2/14","not blooming",0,"Eriogonum","nudum","var.","nudum"
"P24","7/13/14","full bloom",3,"Eriogonum","nudum","var.","nudum"
"P33","6/27/13","full bloom",1,"Eriogonum","nudum","var.","nudum"
"P33","7/13/13","full bloom",1,"Eriogonum","nudum","var.","nudum"
"P33","7/18/13","full bloom",1,"Eriogonum","nudum","var.","nudum"
"P33","7/29/13","full bloom",3,"Eriogonum","nudum","var.","nudum"
"P33","6/12/14","not blooming",0,"Eriogonum","nudum","var.","nudum"
"P33","6/22/14","beginning to bloom to bloom",2,"Eriogonum","nudum","var.","nudum"
"P33","7/2/14","full bloom",1,"Eriogonum","nudum","var.","nudum"
"P33","7/13/14","finishing bloom",1,"Eriogonum","nudum","var.","nudum"
"P43","7/3/14","full bloom",1,"Eriogonum","nudum","var.","nudum"
"P43","7/13/14","full bloom",1,"Eriogonum","nudum","var.","nudum"
"N132","6/30/13","beginning to bloom",1,"Eriogonum","spergulinum","var.","reddingianum"
"N132","7/14/13","beginning to bloom",1,"Eriogonum","spergulinum","var.","reddingianum"
"N132","7/20/13","full bloom",3,"Eriogonum","spergulinum","var.","reddingianum"
"N132","8/1/13","not blooming",0,"Eriogonum","spergulinum","var.","reddingianum"
"N132","6/14/14","not blooming",0,"Eriogonum","spergulinum","var.","reddingianum"
"N132","6/25/14","full bloom",1,"Eriogonum","spergulinum","var.","reddingianum"
"N132","7/4/14","full bloom",2,"Eriogonum","spergulinum","var.","reddingianum"
"N132","7/14/14","full bloom",2,"Eriogonum","spergulinum","var.","reddingianum"
"L33","6/29/13","not blooming",0,"Eriogonum","umbellatum","",""
"L33","7/13/13","beginning to bloom",3,"Eriogonum","umbellatum","",""
"L33","7/19/13","full bloom",3,"Eriogonum","umbellatum","",""
"L33","7/31/13","finishing bloom",2,"Eriogonum","umbellatum","",""
"L33","6/13/14","not blooming",0,"Eriogonum","umbellatum","",""
"L33","6/23/14","not blooming",0,"Eriogonum","umbellatum","",""
"L33","7/3/14","beginning to bloom to bloom",4,"Eriogonum","umbellatum","",""
"L33","7/13/14","full bloom",4,"Eriogonum","umbellatum","",""
"N132","6/30/13","not blooming",0,"Eriogonum","umbellatum","",""
"N132","7/14/13","beginning to bloom",2,"Eriogonum","umbellatum","",""
"N132","7/20/13","beginning to bloom",2,"Eriogonum","umbellatum","",""
"N132","8/1/13","finishing bloom",1,"Eriogonum","umbellatum","",""
"N132","6/14/14","not blooming",0,"Eriogonum","umbellatum","",""
"N132","6/25/14","not blooming",0,"Eriogonum","umbellatum","",""
"N132","7/4/14","beginning to bloom to bloom",2,"Eriogonum","umbellatum","",""
"N132","7/14/14","beginning to bloom to bloom",1,"Eriogonum","umbellatum","",""
"N133","7/8/13","not blooming",0,"Eriogonum","umbellatum","",""
"N133","7/11/13","not blooming",0,"Eriogonum","umbellatum","",""
"N133","7/23/13","beginning to bloom",1,"Eriogonum","umbellatum","",""
"N133","7/25/13","beginning to bloom",2,"Eriogonum","umbellatum","",""
"N133","6/18/14","not blooming",0,"Eriogonum","umbellatum","",""
"N133","7/7/14","beginning to bloom to bloom",1,"Eriogonum","umbellatum","",""
"N133","7/10/14","beginning to bloom to bloom",1,"Eriogonum","umbellatum","",""
"N133","7/18/14","not blooming",0,"Eriogonum","umbellatum","",""
"N135","7/8/13","beginning to bloom",1,"Eriogonum","umbellatum","",""
"N135","7/11/13","full bloom",2,"Eriogonum","umbellatum","",""
"N135","7/22/13","full bloom",3,"Eriogonum","umbellatum","",""
"N135","7/25/13","finishing bloom",2,"Eriogonum","umbellatum","",""
"N135","6/18/14","beginning to bloom to bloom",1,"Eriogonum","umbellatum","",""
"N135","7/6/14","full bloom",5,"Eriogonum","umbellatum","",""
"N135","7/9/14","full bloom",3,"Eriogonum","umbellatum","",""
"N135","7/19/14","full bloom",2,"Eriogonum","umbellatum","",""
"N139","7/9/13","beginning to bloom",1,"Eriogonum","umbellatum","",""
"N139","7/12/13","beginning to bloom",3,"Eriogonum","umbellatum","",""
"N139","7/24/13","full bloom",3,"Eriogonum","umbellatum","",""
"N139","7/26/13","full bloom",3,"Eriogonum","umbellatum","",""
"N139","6/18/14","not blooming",0,"Eriogonum","umbellatum","",""
"N139","7/6/14","beginning to bloom to bloom",2,"Eriogonum","umbellatum","",""
"N139","7/9/14","full bloom",3,"Eriogonum","umbellatum","",""
"N139","7/18/14","full bloom",2,"Eriogonum","umbellatum","",""
"P310","6/29/13","not blooming",0,"Eriogonum","umbellatum","",""
"P310","7/13/13","full bloom",3,"Eriogonum","umbellatum","",""
"P310","7/17/13","full bloom",2,"Eriogonum","umbellatum","",""
"P310","7/31/13","full bloom",2,"Eriogonum","umbellatum","",""
"P310","6/12/14","not blooming",0,"Eriogonum","umbellatum","",""
"P310","6/24/14","not blooming",0,"Eriogonum","umbellatum","",""
"P310","7/1/14","not blooming",0,"Eriogonum","umbellatum","",""
"P310","7/13/14","not blooming",0,"Eriogonum","umbellatum","",""
"P33","6/27/13","not blooming",0,"Eriogonum","umbellatum","",""
"P33","7/13/13","not blooming",0,"Eriogonum","umbellatum","",""
"P33","7/18/13","beginning to bloom",2,"Eriogonum","umbellatum","",""
"P33","7/29/13","full bloom",3,"Eriogonum","umbellatum","",""
"P33","6/12/14","not blooming",0,"Eriogonum","umbellatum","",""
"P33","6/22/14","not blooming",0,"Eriogonum","umbellatum","",""
"P33","7/2/14","not blooming",0,"Eriogonum","umbellatum","",""
"P33","7/13/14","full bloom",1,"Eriogonum","umbellatum","",""
"P43","6/28/13","not blooming",0,"Eriogonum","umbellatum","",""
"P43","7/13/13","beginning to bloom",2,"Eriogonum","umbellatum","",""
"P43","7/17/13","beginning to bloom",2,"Eriogonum","umbellatum","",""
"P43","7/30/13","finishing bloom",2,"Eriogonum","umbellatum","",""
"P43","6/13/14","not blooming",0,"Eriogonum","umbellatum","",""
"P43","6/24/14","not blooming",0,"Eriogonum","umbellatum","",""
"P43","7/3/14","not blooming",0,"Eriogonum","umbellatum","",""
"P43","7/13/14","not blooming",0,"Eriogonum","umbellatum","",""
"N135","7/8/13","not blooming",0,"Eriogonum","wrightti","var.","subscaposum"
"N135","7/11/13","not blooming",0,"Eriogonum","wrightti","var.","subscaposum"
"N135","7/22/13","not blooming",0,"Eriogonum","wrightti","var.","subscaposum"
"N135","7/25/13","beginning to bloom",3,"Eriogonum","wrightti","var.","subscaposum"
"N135","6/18/14","not blooming",0,"Eriogonum","wrightti","var.","subscaposum"
"N135","7/6/14","not blooming",0,"Eriogonum","wrightti","var.","subscaposum"
"N135","7/9/14","beginning to bloom to bloom",2,"Eriogonum","wrightti","var.","subscaposum"
"N135","7/19/14","full bloom",3,"Eriogonum","wrightti","var.","subscaposum"
"L33","6/13/14","full bloom",1,"Eriophyllum","lanatum","var.","integrifolium"
"L33","6/23/14","not blooming",0,"Eriophyllum","lanatum","var.","integrifolium"
"L33","7/3/14","not blooming",0,"Eriophyllum","lanatum","var.","integrifolium"
"L33","7/13/14","not blooming",0,"Eriophyllum","lanatum","var.","integrifolium"
"L21","6/12/14","not blooming",0,"Erysimum","capitatum","ssp.perenne",""
"L21","6/22/14","not blooming",0,"Erysimum","capitatum","ssp.perenne",""
"L21","7/3/14","finishing bloom",1,"Erysimum","capitatum","ssp.perenne",""
"L21","7/13/14","not blooming",0,"Erysimum","capitatum","ssp.perenne",""
"N131","6/14/14","not blooming",0,"Erysimum","capitatum","ssp.perenne",""
"N131","6/25/14","full bloom",2,"Erysimum","capitatum","ssp.perenne",""
"N131","7/4/14","full bloom",1,"Erysimum","capitatum","ssp.perenne",""
"N131","7/14/14","not blooming",0,"Erysimum","capitatum","ssp.perenne",""
"P37","6/13/14","full bloom",2,"Erysimum","capitatum","ssp.perenne",""
"P37","6/24/14","not blooming",0,"Erysimum","capitatum","ssp.perenne",""
"P37","7/1/14","not blooming",0,"Erysimum","capitatum","ssp.perenne",""
"P37","7/13/14","not blooming",0,"Erysimum","capitatum","ssp.perenne",""
"L21","6/26/13","full bloom",3,"Gayophytum","diffusum","",""
"L21","7/13/13","full bloom",3,"Gayophytum","diffusum","",""
"L21","7/17/13","full bloom",3,"Gayophytum","diffusum","",""
"L21","7/30/13","finishing bloom",3,"Gayophytum","diffusum","",""
"L21","6/12/14","not blooming",0,"Gayophytum","diffusum","",""
"L21","6/22/14","not blooming",0,"Gayophytum","diffusum","",""
"L21","7/3/14","not blooming",0,"Gayophytum","diffusum","",""
"L21","7/13/14","not blooming",0,"Gayophytum","diffusum","",""
"L24","6/27/13","full bloom",4,"Gayophytum","diffusum","",""
"L24","7/13/13","full bloom",4,"Gayophytum","diffusum","",""
"L24","7/18/13","full bloom",4,"Gayophytum","diffusum","",""
"L24","7/31/13","finishing bloom",3,"Gayophytum","diffusum","",""
"L24","6/13/14","not blooming",0,"Gayophytum","diffusum","",""
"L24","6/23/14","beginning to bloom to bloom",1,"Gayophytum","diffusum","",""
"L24","7/2/14","not blooming",0,"Gayophytum","diffusum","",""
"L24","7/13/14","full bloom",3,"Gayophytum","diffusum","",""
"L33","6/29/13","full bloom",3,"Gayophytum","diffusum","",""
"L33","7/13/13","full bloom",3,"Gayophytum","diffusum","",""
"L33","7/19/13","full bloom",3,"Gayophytum","diffusum","",""
"L33","7/31/13","full bloom",2,"Gayophytum","diffusum","",""
"L33","6/13/14","not blooming",0,"Gayophytum","diffusum","",""
"L33","6/23/14","not blooming",0,"Gayophytum","diffusum","",""
"L33","7/3/14","full bloom",2,"Gayophytum","diffusum","",""
"L33","7/13/14","finishing bloom",2,"Gayophytum","diffusum","",""
"L35","6/27/13","full bloom",2,"Gayophytum","diffusum","",""
"L35","7/13/13","full bloom",2,"Gayophytum","diffusum","",""
"L35","7/18/13","full bloom",2,"Gayophytum","diffusum","",""
"L35","7/29/13","full bloom",2,"Gayophytum","diffusum","",""
"L35","6/12/14","not blooming",0,"Gayophytum","diffusum","",""
"L35","6/22/14","not blooming",0,"Gayophytum","diffusum","",""
"L35","7/3/14","full bloom",2,"Gayophytum","diffusum","",""
"L35","7/13/14","full bloom",3,"Gayophytum","diffusum","",""
"N131","6/30/13","full bloom",3,"Gayophytum","diffusum","",""
"N131","7/14/13","full bloom",3,"Gayophytum","diffusum","",""
"N131","7/20/13","full bloom",3,"Gayophytum","diffusum","",""
"N131","8/1/13","full bloom",3,"Gayophytum","diffusum","",""
"N131","6/14/14","not blooming",0,"Gayophytum","diffusum","",""
"N131","6/25/14","beginning to bloom to bloom",1,"Gayophytum","diffusum","",""
"N131","7/4/14","full bloom",2,"Gayophytum","diffusum","",""
"N131","7/14/14","full bloom",2,"Gayophytum","diffusum","",""
"N132","6/30/13","full bloom",1,"Gayophytum","diffusum","",""
"N132","7/14/13","full bloom",1,"Gayophytum","diffusum","",""
"N132","7/20/13","full bloom",1,"Gayophytum","diffusum","",""
"N132","8/1/13","finishing bloom",1,"Gayophytum","diffusum","",""
"N132","6/14/14","not blooming",0,"Gayophytum","diffusum","",""
"N132","6/25/14","not blooming",0,"Gayophytum","diffusum","",""
"N132","7/4/14","full bloom",3,"Gayophytum","diffusum","",""
"N132","7/14/14","full bloom",2,"Gayophytum","diffusum","",""
"N133","7/8/13","full bloom",4,"Gayophytum","diffusum","",""
"N133","7/11/13","full bloom",4,"Gayophytum","diffusum","",""
"N133","7/23/13","full bloom",4,"Gayophytum","diffusum","",""
"N133","7/25/13","full bloom",4,"Gayophytum","diffusum","",""
"N133","6/18/14","not blooming",0,"Gayophytum","diffusum","",""
"N133","7/7/14","full bloom",3,"Gayophytum","diffusum","",""
"N133","7/10/14","full bloom",3,"Gayophytum","diffusum","",""
"N133","7/18/14","full bloom",3,"Gayophytum","diffusum","",""
"N134","7/8/13","full bloom",2,"Gayophytum","diffusum","",""
"N134","7/11/13","full bloom",2,"Gayophytum","diffusum","",""
"N134","7/22/13","full bloom",2,"Gayophytum","diffusum","",""
"N134","7/25/13","full bloom",2,"Gayophytum","diffusum","",""
"N134","6/17/14","full bloom",3,"Gayophytum","diffusum","",""
"N134","7/6/14","full bloom",1,"Gayophytum","diffusum","",""
"N134","7/9/14","full bloom",3,"Gayophytum","diffusum","",""
"N134","7/17/14","full bloom",2,"Gayophytum","diffusum","",""
"N135","7/8/13","full bloom",3,"Gayophytum","diffusum","",""
"N135","7/11/13","full bloom",3,"Gayophytum","diffusum","",""
"N135","7/22/13","full bloom",3,"Gayophytum","diffusum","",""
"N135","7/25/13","finishing bloom",2,"Gayophytum","diffusum","",""
"N135","6/18/14","full bloom",2,"Gayophytum","diffusum","",""
"N135","7/6/14","full bloom",4,"Gayophytum","diffusum","",""
"N135","7/9/14","full bloom",2,"Gayophytum","diffusum","",""
"N135","7/19/14","full bloom",2,"Gayophytum","diffusum","",""
"N137","7/9/13","full bloom",4,"Gayophytum","diffusum","",""
"N137","7/12/13","full bloom",4,"Gayophytum","diffusum","",""
"N137","7/24/13","full bloom",4,"Gayophytum","diffusum","",""
"N137","7/26/13","full bloom",4,"Gayophytum","diffusum","",""
"N137","6/19/14","beginning to bloom to bloom",1,"Gayophytum","diffusum","",""
"N137","7/7/14","not blooming",0,"Gayophytum","diffusum","",""
"N137","7/10/14","full bloom",2,"Gayophytum","diffusum","",""
"N137","7/19/14","full bloom",2,"Gayophytum","diffusum","",""
"P24","6/27/13","full bloom",3,"Gayophytum","diffusum","",""
"P24","7/13/13","full bloom",3,"Gayophytum","diffusum","",""
"P24","7/19/13","full bloom",3,"Gayophytum","diffusum","",""
"P24","7/29/13","full bloom",3,"Gayophytum","diffusum","",""
"P24","6/12/14","not blooming",0,"Gayophytum","diffusum","",""
"P24","6/23/14","not blooming",0,"Gayophytum","diffusum","",""
"P24","7/2/14","full bloom",2,"Gayophytum","diffusum","",""
"P24","7/13/14","beginning to bloom to bloom",2,"Gayophytum","diffusum","",""
"P33","6/27/13","full bloom",3,"Gayophytum","diffusum","",""
"P33","7/13/13","full bloom",3,"Gayophytum","diffusum","",""
"P33","7/18/13","full bloom",3,"Gayophytum","diffusum","",""
"P33","7/29/13","full bloom",4,"Gayophytum","diffusum","",""
"P33","6/12/14","not blooming",0,"Gayophytum","diffusum","",""
"P33","6/22/14","not blooming",0,"Gayophytum","diffusum","",""
"P33","7/2/14","not blooming",0,"Gayophytum","diffusum","",""
"P33","7/13/14","not blooming",0,"Gayophytum","diffusum","",""
"P37","6/28/13","full bloom",2,"Gayophytum","diffusum","",""
"P37","7/13/13","full bloom",2,"Gayophytum","diffusum","",""
"P37","7/19/13","full bloom",2,"Gayophytum","diffusum","",""
"P37","7/30/13","full bloom",2,"Gayophytum","diffusum","",""
"P37","6/13/14","full bloom",2,"Gayophytum","diffusum","",""
"P37","6/24/14","full bloom",2,"Gayophytum","diffusum","",""
"P37","7/1/14","beginning to bloom to bloom",1,"Gayophytum","diffusum","",""
"P37","7/13/14","beginning to bloom to bloom",1,"Gayophytum","diffusum","",""
"P43","6/28/13","full bloom",4,"Gayophytum","diffusum","",""
"P43","7/13/13","full bloom",4,"Gayophytum","diffusum","",""
"P43","7/17/13","full bloom",4,"Gayophytum","diffusum","",""
"P43","7/30/13","finishing bloom",2,"Gayophytum","diffusum","",""
"P43","6/13/14","not blooming",0,"Gayophytum","diffusum","",""
"P43","6/24/14","not blooming",0,"Gayophytum","diffusum","",""
"P43","7/3/14","full bloom",2,"Gayophytum","diffusum","",""
"P43","7/13/14","full bloom",2,"Gayophytum","diffusum","",""
"W04","6/30/13","full bloom",2,"Gayophytum","diffusum","",""
"W04","7/14/13","full bloom",2,"Gayophytum","diffusum","",""
"W04","7/20/13","full bloom",2,"Gayophytum","diffusum","",""
"W04","8/1/13","full bloom",4,"Gayophytum","diffusum","",""
"W04","6/14/14","not blooming",0,"Gayophytum","diffusum","",""
"W04","6/25/14","not blooming",0,"Gayophytum","diffusum","",""
"W04","7/4/14","full bloom",1,"Gayophytum","diffusum","",""
"W04","7/14/14","full bloom",3,"Gayophytum","diffusum","",""
"L24","6/27/13","full bloom",2,"Gayophytum","eriospermum","",""
"L24","7/13/13","full bloom",2,"Gayophytum","eriospermum","",""
"L24","7/18/13","full bloom",2,"Gayophytum","eriospermum","",""
"L24","7/31/13","finishing bloom",2,"Gayophytum","eriospermum","",""
"L24","6/13/14","not blooming",0,"Gayophytum","eriospermum","",""
"L24","6/23/14","not blooming",0,"Gayophytum","eriospermum","",""
"L24","7/2/14","not blooming",0,"Gayophytum","eriospermum","",""
"L24","7/13/14","full bloom",3,"Gayophytum","eriospermum","",""
"L33","6/29/13","full bloom",1,"Gayophytum","eriospermum","",""
"L33","7/13/13","full bloom",1,"Gayophytum","eriospermum","",""
"L33","7/19/13","full bloom",1,"Gayophytum","eriospermum","",""
"L33","7/31/13","full bloom",1,"Gayophytum","eriospermum","",""
"L33","6/13/14","full bloom",1,"Gayophytum","eriospermum","",""
"L33","6/23/14","full bloom",2,"Gayophytum","eriospermum","",""
"L33","7/3/14","full bloom",2,"Gayophytum","eriospermum","",""
"L33","7/13/14","full bloom",2,"Gayophytum","eriospermum","",""
"N131","6/30/13","full bloom",3,"Gayophytum","eriospermum","",""
"N131","7/14/13","full bloom",4,"Gayophytum","eriospermum","",""
"N131","7/20/13","full bloom",3,"Gayophytum","eriospermum","",""
"N131","8/1/13","full bloom",3,"Gayophytum","eriospermum","",""
"N131","6/14/14","not blooming",0,"Gayophytum","eriospermum","",""
"N131","6/25/14","beginning to bloom to bloom",2,"Gayophytum","eriospermum","",""
"N131","7/4/14","full bloom",2,"Gayophytum","eriospermum","",""
"N131","7/14/14","full bloom",3,"Gayophytum","eriospermum","",""
"N132","6/30/13","full bloom",4,"Gayophytum","eriospermum","",""
"N132","7/14/13","full bloom",4,"Gayophytum","eriospermum","",""
"N132","7/20/13","full bloom",4,"Gayophytum","eriospermum","",""
"N132","8/1/13","finishing bloom",3,"Gayophytum","eriospermum","",""
"N132","6/14/14","not blooming",0,"Gayophytum","eriospermum","",""
"N132","6/25/14","full bloom",2,"Gayophytum","eriospermum","",""
"N132","7/4/14","full bloom",2,"Gayophytum","eriospermum","",""
"N132","7/14/14","full bloom",4,"Gayophytum","eriospermum","",""
"N133","7/8/13","full bloom",4,"Gayophytum","eriospermum","",""
"N133","7/11/13","full bloom",4,"Gayophytum","eriospermum","",""
"N133","7/23/13","full bloom",4,"Gayophytum","eriospermum","",""
"N133","7/25/13","full bloom",4,"Gayophytum","eriospermum","",""
"N133","6/18/14","not blooming",0,"Gayophytum","eriospermum","",""
"N133","7/7/14","full bloom",2,"Gayophytum","eriospermum","",""
"N133","7/10/14","full bloom",2,"Gayophytum","eriospermum","",""
"N133","7/18/14","full bloom",3,"Gayophytum","eriospermum","",""
"N134","7/8/13","full bloom",3,"Gayophytum","eriospermum","",""
"N134","7/11/13","full bloom",3,"Gayophytum","eriospermum","",""
"N134","7/22/13","full bloom",3,"Gayophytum","eriospermum","",""
"N134","7/25/13","full bloom",3,"Gayophytum","eriospermum","",""
"N134","6/17/14","full bloom",3,"Gayophytum","eriospermum","",""
"N134","7/6/14","full bloom",2,"Gayophytum","eriospermum","",""
"N134","7/9/14","full bloom",3,"Gayophytum","eriospermum","",""
"N134","7/17/14","full bloom",2,"Gayophytum","eriospermum","",""
"N135","7/8/13","full bloom",1,"Gayophytum","eriospermum","",""
"N135","7/11/13","full bloom",1,"Gayophytum","eriospermum","",""
"N135","7/22/13","full bloom",2,"Gayophytum","eriospermum","",""
"N135","7/25/13","full bloom",2,"Gayophytum","eriospermum","",""
"N135","6/18/14","not blooming",0,"Gayophytum","eriospermum","",""
"N135","7/6/14","full bloom",4,"Gayophytum","eriospermum","",""
"N135","7/9/14","not blooming",0,"Gayophytum","eriospermum","",""
"N135","7/19/14","not blooming",0,"Gayophytum","eriospermum","",""
"N137","7/9/13","full bloom",5,"Gayophytum","eriospermum","",""
"N137","7/12/13","full bloom",5,"Gayophytum","eriospermum","",""
"N137","7/24/13","full bloom",5,"Gayophytum","eriospermum","",""
"N137","7/26/13","full bloom",5,"Gayophytum","eriospermum","",""
"N137","6/19/14","not blooming",0,"Gayophytum","eriospermum","",""
"N137","7/7/14","full bloom",2,"Gayophytum","eriospermum","",""
"N137","7/10/14","full bloom",2,"Gayophytum","eriospermum","",""
"N137","7/19/14","full bloom",2,"Gayophytum","eriospermum","",""
"N139","7/9/13","full bloom",3,"Gayophytum","eriospermum","",""
"N139","7/12/13","full bloom",3,"Gayophytum","eriospermum","",""
"N139","7/24/13","full bloom",3,"Gayophytum","eriospermum","",""
"N139","7/26/13","full bloom",3,"Gayophytum","eriospermum","",""
"N139","6/18/14","full bloom",3,"Gayophytum","eriospermum","",""
"N139","7/6/14","full bloom",4,"Gayophytum","eriospermum","",""
"N139","7/9/14","full bloom",3,"Gayophytum","eriospermum","",""
"N139","7/18/14","full bloom",2,"Gayophytum","eriospermum","",""
"P310","6/29/13","full bloom",3,"Gayophytum","eriospermum","",""
"P310","7/13/13","full bloom",3,"Gayophytum","eriospermum","",""
"P310","7/17/13","full bloom",3,"Gayophytum","eriospermum","",""
"P310","7/31/13","full bloom",3,"Gayophytum","eriospermum","",""
"P310","6/12/14","not blooming",0,"Gayophytum","eriospermum","",""
"P310","6/24/14","not blooming",0,"Gayophytum","eriospermum","",""
"P310","7/1/14","beginning to bloom to bloom",2,"Gayophytum","eriospermum","",""
"P310","7/13/14","finishing bloom",2,"Gayophytum","eriospermum","",""
"P33","6/27/13","full bloom",2,"Gayophytum","eriospermum","",""
"P33","7/13/13","full bloom",2,"Gayophytum","eriospermum","",""
"P33","7/18/13","full bloom",2,"Gayophytum","eriospermum","",""
"P33","7/29/13","full bloom",3,"Gayophytum","eriospermum","",""
"P33","6/12/14","not blooming",0,"Gayophytum","eriospermum","",""
"P33","6/22/14","not blooming",0,"Gayophytum","eriospermum","",""
"P33","7/2/14","full bloom",1,"Gayophytum","eriospermum","",""
"P33","7/13/14","full bloom",2,"Gayophytum","eriospermum","",""
"P37","6/13/14","not blooming",0,"Gayophytum","eriospermum","",""
"P37","6/24/14","not blooming",0,"Gayophytum","eriospermum","",""
"P37","7/1/14","beginning to bloom to bloom",1,"Gayophytum","eriospermum","",""
"P37","7/13/14","not blooming",0,"Gayophytum","eriospermum","",""
"W04","6/30/13","full bloom",1,"Gayophytum","eriospermum","",""
"W04","7/14/13","full bloom",1,"Gayophytum","eriospermum","",""
"W04","7/20/13","full bloom",1,"Gayophytum","eriospermum","",""
"W04","8/1/13","full bloom",3,"Gayophytum","eriospermum","",""
"W04","6/14/14","not blooming",0,"Gayophytum","eriospermum","",""
"W04","6/25/14","not blooming",0,"Gayophytum","eriospermum","",""
"W04","7/4/14","full bloom",1,"Gayophytum","eriospermum","",""
"W04","7/14/14","full bloom",3,"Gayophytum","eriospermum","",""
"L35","6/12/14","full bloom",1,"Geranium","richardsonii","",""
"L35","6/22/14","full bloom",1,"Geranium","richardsonii","",""
"L35","7/3/14","full bloom",1,"Geranium","richardsonii","",""
"L35","7/13/14","not blooming",0,"Geranium","richardsonii","",""
"N136","7/9/13","full bloom",3,"Geranium","richardsonii","",""
"N136","7/12/13","full bloom",3,"Geranium","richardsonii","",""
"N136","7/24/13","full bloom",3,"Geranium","richardsonii","",""
"N136","7/26/13","finishing bloom",2,"Geranium","richardsonii","",""
"N136","6/17/14","full bloom",3,"Geranium","richardsonii","",""
"N136","7/7/14","full bloom",3,"Geranium","richardsonii","",""
"N136","7/10/14","full bloom",4,"Geranium","richardsonii","",""
"N136","7/17/14","full bloom",4,"Geranium","richardsonii","",""
"N137","7/9/13","full bloom",2,"Hackelia","micrantha","",""
"N137","7/12/13","full bloom",2,"Hackelia","micrantha","",""
"N137","7/24/13","finishing bloom",1,"Hackelia","micrantha","",""
"N137","7/26/13","finishing bloom",1,"Hackelia","micrantha","",""
"N137","6/19/14","full bloom",2,"Hackelia","micrantha","",""
"N137","7/7/14","not blooming",0,"Hackelia","micrantha","",""
"N137","7/10/14","not blooming",0,"Hackelia","micrantha","",""
"N137","7/19/14","not blooming",0,"Hackelia","micrantha","",""
"P310","6/12/14","not blooming",0,"Hackelia","micrantha","",""
"P310","6/24/14","not blooming",0,"Hackelia","micrantha","",""
"P310","7/1/14","not blooming",0,"Hackelia","micrantha","",""
"P310","7/13/14","not blooming",0,"Hackelia","micrantha","",""
"P33","6/27/13","full bloom",2,"Hackelia","micrantha","",""
"P33","7/13/13","finishing bloom",1,"Hackelia","micrantha","",""
"P33","7/18/13","finishing bloom",1,"Hackelia","micrantha","",""
"P33","7/29/13","finishing bloom",1,"Hackelia","micrantha","",""
"P33","6/12/14","",1,"Hackelia","micrantha","",""
"P33","6/22/14","full bloom",2,"Hackelia","micrantha","",""
"P33","7/2/14","finishing bloom",2,"Hackelia","micrantha","",""
"P33","7/13/14","not blooming",0,"Hackelia","micrantha","",""
"P310","6/12/14","full bloom",2,"Hackelia","mundula","",""
"P310","6/24/14","not blooming",0,"Hackelia","mundula","",""
"P310","7/1/14","not blooming",0,"Hackelia","mundula","",""
"P310","7/13/14","not blooming",0,"Hackelia","mundula","",""
"N136","7/9/13","full bloom",2,"Heracleum","lanatum","",""
"N136","7/12/13","full bloom",2,"Heracleum","lanatum","",""
"N136","7/24/13","finishing bloom",2,"Heracleum","lanatum","",""
"N136","7/26/13","finishing bloom",1,"Heracleum","lanatum","",""
"N136","6/17/14","not blooming",0,"Heracleum","lanatum","",""
"N136","7/7/14","beginning to bloom to bloom",1,"Heracleum","lanatum","",""
"N136","7/10/14","not blooming",0,"Heracleum","lanatum","",""
