"Site","Date","BloomStatus","FlowerNum","PlantGenus","PlantSpecies","PlantVar","PlantSubSpecies"
"P310","7/31/13","finishing bloom",3,"Monardella","odoratissima","ssp.","pallida"
"P310","6/12/14","not blooming",0,"Monardella","odoratissima","ssp.","pallida"
"P310","6/24/14","beginning to bloom to bloom",1,"Monardella","odoratissima","ssp.","pallida"
"P310","7/1/14","finishing bloom",2,"Monardella","odoratissima","ssp.","pallida"
"P310","7/13/14","finishing bloom",2,"Monardella","odoratissima","ssp.","pallida"
"P33","6/27/13","not blooming",0,"Monardella","odoratissima","ssp.","pallida"
"P33","7/13/13","finishing bloom",2,"Monardella","odoratissima","ssp.","pallida"
"P33","7/18/13","finishing bloom",2,"Monardella","odoratissima","ssp.","pallida"
"P33","7/29/13","finishing bloom",2,"Monardella","odoratissima","ssp.","pallida"
"P33","6/12/14","not blooming",0,"Monardella","odoratissima","ssp.","pallida"
"P33","6/22/14","not blooming",0,"Monardella","odoratissima","ssp.","pallida"
"P33","7/2/14","beginning to bloom to bloom",1,"Monardella","odoratissima","ssp.","pallida"
"P33","7/13/14","full bloom",2,"Monardella","odoratissima","ssp.","pallida"
"P43","6/28/13","full bloom",1,"Monardella","odoratissima","ssp.","pallida"
"P43","7/13/13","finishing bloom",1,"Monardella","odoratissima","ssp.","pallida"
"P43","7/17/13","finishing bloom",1,"Monardella","odoratissima","ssp.","pallida"
"P43","7/30/13","not blooming",0,"Monardella","odoratissima","ssp.","pallida"
"P43","6/13/14","not blooming",0,"Monardella","odoratissima","ssp.","pallida"
"P43","6/24/14","not blooming",0,"Monardella","odoratissima","ssp.","pallida"
"P43","7/3/14","full bloom",1,"Monardella","odoratissima","ssp.","pallida"
"P43","7/13/14","not blooming",0,"Monardella","odoratissima","ssp.","pallida"
"L24","6/27/13","not blooming",0,"Osmorhiza","bertero","ssp.","chilensis"
"L24","7/13/13","full bloom",3,"Osmorhiza","bertero","ssp.","chilensis"
"L24","7/18/13","full bloom",3,"Osmorhiza","bertero","ssp.","chilensis"
"L24","7/31/13","finishing bloom",2,"Osmorhiza","bertero","ssp.","chilensis"
"L24","6/13/14","not blooming",0,"Osmorhiza","bertero","ssp.","chilensis"
"L24","6/23/14","not blooming",0,"Osmorhiza","bertero","ssp.","chilensis"
"L24","7/2/14","not blooming",0,"Osmorhiza","bertero","ssp.","chilensis"
"L24","7/13/14","not blooming",0,"Osmorhiza","bertero","ssp.","chilensis"
"N136","7/9/13","not blooming",0,"Osmorhiza","bertero","ssp.","chilensis"
"N136","7/12/13","not blooming",0,"Osmorhiza","bertero","ssp.","chilensis"
"N136","7/24/13","full bloom",3,"Osmorhiza","bertero","ssp.","chilensis"
"N136","7/26/13","full bloom",2,"Osmorhiza","bertero","ssp.","chilensis"
"N136","6/17/14","full bloom",2,"Osmorhiza","bertero","ssp.","chilensis"
"N136","7/7/14","not blooming",0,"Osmorhiza","bertero","ssp.","chilensis"
"N136","7/10/14","full bloom",2,"Osmorhiza","bertero","ssp.","chilensis"
"N136","7/17/14","not blooming",0,"Osmorhiza","bertero","ssp.","chilensis"
"P24","6/27/13","finishing bloom",1,"Pedicularis","semibarbata","",""
"P24","7/13/13","not blooming",0,"Pedicularis","semibarbata","",""
"P24","7/19/13","not blooming",0,"Pedicularis","semibarbata","",""
"P24","7/29/13","not blooming",0,"Pedicularis","semibarbata","",""
"P24","6/12/14","not blooming",0,"Pedicularis","semibarbata","",""
"P24","6/23/14","beginning to bloom to bloom",2,"Pedicularis","semibarbata","",""
"P24","7/2/14","beginning to bloom to bloom",0,"Pedicularis","semibarbata","",""
"P24","7/13/14","not blooming",0,"Pedicularis","semibarbata","",""
"N135","7/8/13","not blooming",0,"Penstemon","newberryi","var.newberryi",""
"N135","7/11/13","not blooming",0,"Penstemon","newberryi","var.newberryi",""
"N135","7/22/13","not blooming",0,"Penstemon","newberryi","var.newberryi",""
"N135","7/25/13","not blooming",0,"Penstemon","newberryi","var.newberryi",""
"N135","6/18/14","full bloom",3,"Penstemon","newberryi","var.newberryi",""
"N135","7/6/14","finishing bloom",1,"Penstemon","newberryi","var.newberryi",""
"N135","7/9/14","not blooming",0,"Penstemon","newberryi","var.newberryi",""
"N135","7/19/14","not blooming",0,"Penstemon","newberryi","var.newberryi",""
"P37","6/13/14","not blooming",0,"Penstemon","newberryi","var.newberryi",""
"P37","6/24/14","not blooming",0,"Penstemon","newberryi","var.newberryi",""
"P37","7/1/14","finishing bloom",1,"Penstemon","newberryi","var.newberryi",""
"P37","7/13/14","not blooming",0,"Penstemon","newberryi","var.newberryi",""
"L21","6/26/13","full bloom",2,"Phacelia","hastata","ssp.","compacta"
"L21","7/13/13","finishing bloom",1,"Phacelia","hastata","ssp.","compacta"
"L21","7/17/13","finishing bloom",1,"Phacelia","hastata","ssp.","compacta"
"L21","7/30/13","not blooming",0,"Phacelia","hastata","ssp.","compacta"
"L21","6/12/14","not blooming",0,"Phacelia","hastata","ssp.","compacta"
"L21","6/22/14","full bloom",2,"Phacelia","hastata","ssp.","compacta"
"L21","7/3/14","finishing bloom",4,"Phacelia","hastata","ssp.","compacta"
"L21","7/13/14","finishing bloom",1,"Phacelia","hastata","ssp.","compacta"
"L24","6/27/13","full bloom",3,"Phacelia","hastata","ssp.","compacta"
"L24","7/13/13","finishing bloom",2,"Phacelia","hastata","ssp.","compacta"
"L24","7/18/13","finishing bloom",2,"Phacelia","hastata","ssp.","compacta"
"L24","7/31/13","finishing bloom",2,"Phacelia","hastata","ssp.","compacta"
"L24","6/13/14","not blooming",0,"Phacelia","hastata","ssp.","compacta"
"L24","6/23/14","full bloom",2,"Phacelia","hastata","ssp.","compacta"
"L24","7/2/14","finishing bloom",3,"Phacelia","hastata","ssp.","compacta"
"L24","7/13/14","finishing bloom",2,"Phacelia","hastata","ssp.","compacta"
"L33","6/29/13","finishing bloom",2,"Phacelia","hastata","ssp.","compacta"
"L33","7/13/13","finishing bloom",1,"Phacelia","hastata","ssp.","compacta"
"L33","7/19/13","not blooming",0,"Phacelia","hastata","ssp.","compacta"
"L33","7/31/13","not blooming",0,"Phacelia","hastata","ssp.","compacta"
"L33","6/13/14","not blooming",0,"Phacelia","hastata","ssp.","compacta"
"L33","6/23/14","not blooming",0,"Phacelia","hastata","ssp.","compacta"
"L33","7/3/14","finishing bloom",2,"Phacelia","hastata","ssp.","compacta"
"L33","7/13/14","finishing bloom",1,"Phacelia","hastata","ssp.","compacta"
"L35","6/27/13","full bloom",2,"Phacelia","hastata","ssp.","compacta"
"L35","7/13/13","finishing bloom",2,"Phacelia","hastata","ssp.","compacta"
"L35","7/18/13","finishing bloom",2,"Phacelia","hastata","ssp.","compacta"
"L35","7/29/13","not blooming",0,"Phacelia","hastata","ssp.","compacta"
"L35","6/12/14","not blooming",0,"Phacelia","hastata","ssp.","compacta"
"L35","6/22/14","full bloom",2,"Phacelia","hastata","ssp.","compacta"
"L35","7/3/14","finishing bloom",1,"Phacelia","hastata","ssp.","compacta"
"L35","7/13/14","finishing bloom",2,"Phacelia","hastata","ssp.","compacta"
"N131","6/30/13","full bloom",2,"Phacelia","hastata","ssp.","compacta"
"N131","7/14/13","finishing bloom",2,"Phacelia","hastata","ssp.","compacta"
"N131","7/20/13","not blooming",0,"Phacelia","hastata","ssp.","compacta"
"N131","8/1/13","not blooming",0,"Phacelia","hastata","ssp.","compacta"
"N131","6/14/14","beginning to bloom to bloom",1,"Phacelia","hastata","ssp.","compacta"
"N131","6/25/14","finishing bloom",2,"Phacelia","hastata","ssp.","compacta"
"N131","7/4/14","finishing bloom",2,"Phacelia","hastata","ssp.","compacta"
"N131","7/14/14","finishing bloom",2,"Phacelia","hastata","ssp.","compacta"
"N133","7/8/13","full bloom",3,"Phacelia","hastata","ssp.","compacta"
"N133","7/11/13","full bloom",3,"Phacelia","hastata","ssp.","compacta"
"N133","7/23/13","finishing bloom",1,"Phacelia","hastata","ssp.","compacta"
"N133","7/25/13","not blooming",0,"Phacelia","hastata","ssp.","compacta"
"N133","6/18/14","beginning to bloom to bloom",2,"Phacelia","hastata","ssp.","compacta"
"N133","7/7/14","finishing bloom",3,"Phacelia","hastata","ssp.","compacta"
"N133","7/10/14","full bloom",2,"Phacelia","hastata","ssp.","compacta"
"N133","7/18/14","not blooming",0,"Phacelia","hastata","ssp.","compacta"
"N134","7/8/13","finishing bloom",3,"Phacelia","hastata","ssp.","compacta"
"N134","7/11/13","finishing bloom",3,"Phacelia","hastata","ssp.","compacta"
"N134","7/22/13","finishing bloom",2,"Phacelia","hastata","ssp.","compacta"
"N134","7/25/13","finishing bloom",2,"Phacelia","hastata","ssp.","compacta"
"N134","6/17/14","full bloom",4,"Phacelia","hastata","ssp.","compacta"
"N134","7/6/14","full bloom",3,"Phacelia","hastata","ssp.","compacta"
"N134","7/9/14","full bloom",5,"Phacelia","hastata","ssp.","compacta"
"N134","7/17/14","finishing bloom",1,"Phacelia","hastata","ssp.","compacta"
"N136","7/9/13","finishing bloom",1,"Phacelia","hastata","ssp.","compacta"
"N136","7/12/13","finishing bloom",1,"Phacelia","hastata","ssp.","compacta"
"N136","7/24/13","finishing bloom",1,"Phacelia","hastata","ssp.","compacta"
"N136","7/26/13","not blooming",0,"Phacelia","hastata","ssp.","compacta"
"N136","6/17/14","not blooming",0,"Phacelia","hastata","ssp.","compacta"
"N136","7/7/14","full bloom",1,"Phacelia","hastata","ssp.","compacta"
"N136","7/10/14","finishing bloom",2,"Phacelia","hastata","ssp.","compacta"
"N136","7/17/14","not blooming",0,"Phacelia","hastata","ssp.","compacta"
"N137","7/9/13","finishing bloom",4,"Phacelia","hastata","ssp.","compacta"
"N137","7/12/13","finishing bloom",4,"Phacelia","hastata","ssp.","compacta"
"N137","7/24/13","finishing bloom",3,"Phacelia","hastata","ssp.","compacta"
"N137","7/26/13","finishing bloom",3,"Phacelia","hastata","ssp.","compacta"
"N137","6/19/14","full bloom",2,"Phacelia","hastata","ssp.","compacta"
"N137","7/7/14","full bloom",3,"Phacelia","hastata","ssp.","compacta"
"N137","7/10/14","finishing bloom",3,"Phacelia","hastata","ssp.","compacta"
"N137","7/19/14","finishing bloom",3,"Phacelia","hastata","ssp.","compacta"
"N139","6/18/14","full bloom",1,"Phacelia","hastata","ssp.","compacta"
"N139","7/6/14","not blooming",0,"Phacelia","hastata","ssp.","compacta"
"N139","7/9/14","not blooming",0,"Phacelia","hastata","ssp.","compacta"
"N139","7/18/14","not blooming",0,"Phacelia","hastata","ssp.","compacta"
"P24","6/27/13","full bloom",2,"Phacelia","hastata","ssp.","compacta"
"P24","7/13/13","finishing bloom",2,"Phacelia","hastata","ssp.","compacta"
"P24","7/19/13","finishing bloom",2,"Phacelia","hastata","ssp.","compacta"
"P24","7/29/13","not blooming",0,"Phacelia","hastata","ssp.","compacta"
"P24","6/12/14","full bloom",2,"Phacelia","hastata","ssp.","compacta"
"P24","6/23/14","beginning to bloom to bloom",2,"Phacelia","hastata","ssp.","compacta"
"P24","7/2/14","finishing bloom",2,"Phacelia","hastata","ssp.","compacta"
"P24","7/13/14","not blooming",0,"Phacelia","hastata","ssp.","compacta"
"P33","6/27/13","full bloom",2,"Phacelia","hastata","ssp.","compacta"
"P33","7/13/13","finishing bloom",2,"Phacelia","hastata","ssp.","compacta"
"P33","7/18/13","finishing bloom",2,"Phacelia","hastata","ssp.","compacta"
"P33","7/29/13","finishing bloom",2,"Phacelia","hastata","ssp.","compacta"
"P33","6/12/14","beginning to bloom to bloom",2,"Phacelia","hastata","ssp.","compacta"
"P33","6/22/14","not blooming",0,"Phacelia","hastata","ssp.","compacta"
"P33","7/2/14","full bloom",2,"Phacelia","hastata","ssp.","compacta"
"P33","7/13/14","full bloom",3,"Phacelia","hastata","ssp.","compacta"
"P37","6/28/13","full bloom",2,"Phacelia","hastata","ssp.","compacta"
"P37","7/13/13","finishing bloom",1,"Phacelia","hastata","ssp.","compacta"
"P37","7/19/13","not blooming",0,"Phacelia","hastata","ssp.","compacta"
"P37","7/30/13","not blooming",0,"Phacelia","hastata","ssp.","compacta"
"P37","6/13/14","not blooming",0,"Phacelia","hastata","ssp.","compacta"
"P37","6/24/14","not blooming",0,"Phacelia","hastata","ssp.","compacta"
"P37","7/1/14","not blooming",0,"Phacelia","hastata","ssp.","compacta"
"P37","7/13/14","not blooming",0,"Phacelia","hastata","ssp.","compacta"
"W04","6/30/13","full bloom",2,"Phacelia","hastata","ssp.","compacta"
"W04","7/14/13","full bloom",2,"Phacelia","hastata","ssp.","compacta"
"W04","7/20/13","finishing bloom",2,"Phacelia","hastata","ssp.","compacta"
"W04","8/1/13","finishing bloom",2,"Phacelia","hastata","ssp.","compacta"
"W04","6/14/14","full bloom",4,"Phacelia","hastata","ssp.","compacta"
"W04","6/25/14","not blooming",0,"Phacelia","hastata","ssp.","compacta"
"W04","7/4/14","full bloom",1,"Phacelia","hastata","ssp.","compacta"
"W04","7/14/14","not blooming",0,"Phacelia","hastata","ssp.","compacta"
"N136","7/9/13","full bloom",3,"Polygonum","bistortoides","",""
"N136","7/12/13","full bloom",3,"Polygonum","bistortoides","",""
"N136","7/24/13","finishing bloom",2,"Polygonum","bistortoides","",""
"N136","7/26/13","finishing bloom",2,"Polygonum","bistortoides","",""
"N136","6/17/14","full bloom",3,"Polygonum","bistortoides","",""
"N136","7/7/14","full bloom",3,"Polygonum","bistortoides","",""
"N136","7/10/14","full bloom",2,"Polygonum","bistortoides","",""
"N136","7/17/14","full bloom",2,"Polygonum","bistortoides","",""
"L24","6/27/13","full bloom",3,"Potentilla","drummondii","ssp.","brewerii"
"L24","7/13/13","full bloom",3,"Potentilla","drummondii","ssp.","brewerii"
"L24","7/18/13","finishing bloom",2,"Potentilla","drummondii","ssp.","brewerii"
"L24","7/31/13","finishing bloom",2,"Potentilla","drummondii","ssp.","brewerii"
"L24","6/13/14","not blooming",0,"Potentilla","drummondii","ssp.","brewerii"
"L24","6/23/14","not blooming",0,"Potentilla","drummondii","ssp.","brewerii"
"L24","7/2/14","not blooming",0,"Potentilla","drummondii","ssp.","brewerii"
"L24","7/13/14","not blooming",0,"Potentilla","drummondii","ssp.","brewerii"
"L24","6/27/13","full bloom",1,"Potentilla","glandulosa","",""
"L24","7/13/13","full bloom",1,"Potentilla","glandulosa","",""
"L24","7/18/13","finishing bloom",1,"Potentilla","glandulosa","",""
"L24","7/31/13","finishing bloom",1,"Potentilla","glandulosa","",""
"L24","6/13/14","full bloom",4,"Potentilla","glandulosa","",""
"L24","6/23/14","full bloom",2,"Potentilla","glandulosa","",""
"L24","7/2/14","full bloom",2,"Potentilla","glandulosa","",""
"L24","7/13/14","full bloom",1,"Potentilla","glandulosa","",""
"P37","6/28/13","full bloom",2,"Potentilla","glandulosa","",""
"P37","7/13/13","finishing bloom",1,"Potentilla","glandulosa","",""
"P37","7/19/13","not blooming",0,"Potentilla","glandulosa","",""
"P37","7/30/13","not blooming",0,"Potentilla","glandulosa","",""
"P37","6/13/14","full bloom",3,"Potentilla","glandulosa","",""
"P37","6/24/14","not blooming",0,"Potentilla","glandulosa","",""
"P37","7/1/14","finishing bloom",2,"Potentilla","glandulosa","",""
"P37","7/13/14","not blooming",0,"Potentilla","glandulosa","",""
"L21","6/12/14","not blooming",0,"Potentilla","gracilis","",""
"L21","6/22/14","not blooming",0,"Potentilla","gracilis","",""
"L21","7/3/14","full bloom",1,"Potentilla","gracilis","",""
"L21","7/13/14","full bloom",1,"Potentilla","gracilis","",""
"L24","6/13/14","full bloom",4,"Potentilla","gracilis","",""
"L24","6/23/14","full bloom",3,"Potentilla","gracilis","",""
"L24","7/2/14","full bloom",3,"Potentilla","gracilis","",""
"L24","7/13/14","full bloom",3,"Potentilla","gracilis","",""
"N136","6/17/14","full bloom",2,"Potentilla","sp.","",""
"N136","7/7/14","not blooming",0,"Potentilla","sp.","",""
"N136","7/10/14","not blooming",0,"Potentilla","sp.","",""
"N136","7/17/14","not blooming",0,"Potentilla","sp.","",""
"L24","6/27/13","not blooming",0,"Pseudognaphalium","spp.","",""
"L24","7/13/13","full bloom",2,"Pseudognaphalium","spp.","",""
"L24","7/18/13","full bloom",2,"Pseudognaphalium","spp.","",""
"L24","7/31/13","full bloom",2,"Pseudognaphalium","spp.","",""
"L24","6/13/14","not blooming",0,"Pseudognaphalium","spp.","",""
"L24","6/23/14","not blooming",0,"Pseudognaphalium","spp.","",""
"L24","7/2/14","not blooming",0,"Pseudognaphalium","spp.","",""
"L24","7/13/14","full bloom",1,"Pseudognaphalium","spp.","",""
"N133","7/8/13","not blooming",0,"Pseudognaphalium","spp.","",""
"N133","7/11/13","beginning to bloom",2,"Pseudognaphalium","spp.","",""
"N133","7/23/13","beginning to bloom",2,"Pseudognaphalium","spp.","",""
"N133","7/25/13","beginning to bloom",2,"Pseudognaphalium","spp.","",""
"N133","6/18/14","not blooming",0,"Pseudognaphalium","spp.","",""
"N133","7/7/14","not blooming",0,"Pseudognaphalium","spp.","",""
"N133","7/10/14","not blooming",0,"Pseudognaphalium","spp.","",""
"N133","7/18/14","not blooming",0,"Pseudognaphalium","spp.","",""
"N134","7/8/13","beginning to bloom",2,"Pseudognaphalium","spp.","",""
"N134","7/11/13","full bloom",2,"Pseudognaphalium","spp.","",""
"N134","7/22/13","full bloom",2,"Pseudognaphalium","spp.","",""
"N134","7/25/13","full bloom",2,"Pseudognaphalium","spp.","",""
"N134","6/17/14","not blooming",4,"Pseudognaphalium","spp.","",""
"N134","7/6/14","full bloom",2,"Pseudognaphalium","spp.","",""
"N134","7/9/14","full bloom",2,"Pseudognaphalium","spp.","",""
"N134","7/17/14","full bloom",2,"Pseudognaphalium","spp.","",""
"L21","6/26/13","full bloom",2,"Raillardella","scaposa","",""
"L21","7/13/13","full bloom",2,"Raillardella","scaposa","",""
"L21","7/17/13","full bloom",2,"Raillardella","scaposa","",""
"L21","7/30/13","finishing bloom",2,"Raillardella","scaposa","",""
"L21","6/12/14","finishing bloom",3,"Raillardella","scaposa","",""
"L21","6/22/14","full bloom",2,"Raillardella","scaposa","",""
"L21","7/3/14","full bloom",2,"Raillardella","scaposa","",""
"L21","7/13/14","full bloom",2,"Raillardella","scaposa","",""
"L35","6/12/14","full bloom",2,"Ribes","cereum","var.","cereum"
"L35","6/22/14","not blooming",0,"Ribes","cereum","var.","cereum"
"L35","7/3/14","not blooming",0,"Ribes","cereum","var.","cereum"
"L35","7/13/14","not blooming",0,"Ribes","cereum","var.","cereum"
"P310","6/12/14","finishing bloom",2,"Ribes","cereum","var.","cereum"
"P310","6/24/14","not blooming",0,"Ribes","cereum","var.","cereum"
"P310","7/1/14","not blooming",0,"Ribes","cereum","var.","cereum"
"P310","7/13/14","not blooming",0,"Ribes","cereum","var.","cereum"
"P33","6/12/14","finishing bloom",2,"Ribes","cereum","var.","cereum"
"P33","6/22/14","not blooming",0,"Ribes","cereum","var.","cereum"
"P33","7/2/14","not blooming",0,"Ribes","cereum","var.","cereum"
"P33","7/13/14","not blooming",0,"Ribes","cereum","var.","cereum"
"L21","6/12/14","full bloom",2,"Senecio","aronicoides","",""
"L21","6/22/14","finishing bloom",1,"Senecio","aronicoides","",""
"L21","7/3/14","not blooming",0,"Senecio","aronicoides","",""
"L21","7/13/14","not blooming",0,"Senecio","aronicoides","",""
"L33","6/13/14","not blooming",0,"Senecio","aronicoides","",""
"L33","6/23/14","full bloom",2,"Senecio","aronicoides","",""
"L33","7/3/14","not blooming",0,"Senecio","aronicoides","",""
"L33","7/13/14","not blooming",0,"Senecio","aronicoides","",""
"N131","6/14/14","full bloom",3,"Senecio","aronicoides","",""
"N131","6/25/14","full bloom",3,"Senecio","aronicoides","",""
"N131","7/4/14","not blooming",0,"Senecio","aronicoides","",""
"N131","7/14/14","not blooming",0,"Senecio","aronicoides","",""
"N133","6/18/14","not blooming",0,"Senecio","aronicoides","",""
"N133","7/7/14","finishing bloom",1,"Senecio","aronicoides","",""
"N133","7/10/14","not blooming",0,"Senecio","aronicoides","",""
"N133","7/18/14","not blooming",0,"Senecio","aronicoides","",""
"N134","6/17/14","full bloom",3,"Senecio","aronicoides","",""
"N134","7/6/14","not blooming",0,"Senecio","aronicoides","",""
"N134","7/9/14","not blooming",0,"Senecio","aronicoides","",""
"N134","7/17/14","not blooming",0,"Senecio","aronicoides","",""
"N139","6/18/14","full bloom",3,"Senecio","aronicoides","",""
"N139","7/6/14","not blooming",0,"Senecio","aronicoides","",""
"N139","7/9/14","not blooming",0,"Senecio","aronicoides","",""
"N139","7/18/14","not blooming",0,"Senecio","aronicoides","",""
"P310","6/12/14","full bloom",2,"Senecio","aronicoides","",""
"P310","6/24/14","finishing bloom",2,"Senecio","aronicoides","",""
"P310","7/1/14","not blooming",0,"Senecio","aronicoides","",""
"P310","7/13/14","not blooming",0,"Senecio","aronicoides","",""
"P33","6/12/14","not blooming",0,"Senecio","aronicoides","",""
"P33","6/22/14","not blooming",0,"Senecio","aronicoides","",""
"P33","7/2/14","finishing bloom",1,"Senecio","aronicoides","",""
"P33","7/13/14","not blooming",0,"Senecio","aronicoides","",""
"P37","6/13/14","not blooming",0,"Senecio","aronicoides","",""
"P37","6/24/14","not blooming",0,"Senecio","aronicoides","",""
"P37","7/1/14","finishing bloom",1,"Senecio","aronicoides","",""
"P37","7/13/14","not blooming",0,"Senecio","aronicoides","",""
"P43","6/13/14","full bloom",2,"Senecio","aronicoides","",""
"P43","6/24/14","not blooming",0,"Senecio","aronicoides","",""
"P43","7/3/14","not blooming",0,"Senecio","aronicoides","",""
"P43","7/13/14","not blooming",0,"Senecio","aronicoides","",""
"W04","6/14/14","beginning to bloom to bloom",2,"Senecio","aronicoides","",""
"W04","6/25/14","finishing bloom",2,"Senecio","aronicoides","",""
"W04","7/4/14","not blooming",0,"Senecio","aronicoides","",""
"W04","7/14/14","not blooming",0,"Senecio","aronicoides","",""
"L33","6/13/14","beginning to bloom to bloom",2,"Senecio","scorzonella","",""
"L33","6/23/14","full bloom",2,"Senecio","scorzonella","",""
"L33","7/3/14","not blooming",0,"Senecio","scorzonella","",""
"L33","7/13/14","not blooming",0,"Senecio","scorzonella","",""
"N135","6/18/14","finishing bloom",3,"Senecio","scorzonella","",""
"N135","7/6/14","not blooming",0,"Senecio","scorzonella","",""
"N135","7/9/14","not blooming",0,"Senecio","scorzonella","",""
"N135","7/19/14","not blooming",0,"Senecio","scorzonella","",""
"P33","6/12/14","full bloom",2,"Senecio","scorzonella","",""
"P33","6/22/14","full bloom",2,"Senecio","scorzonella","",""
"P33","7/2/14","not blooming",0,"Senecio","scorzonella","",""
"P33","7/13/14","not blooming",0,"Senecio","scorzonella","",""
"P37","6/13/14","full bloom",3,"Senecio","scorzonella","",""
"P37","6/24/14","not blooming",0,"Senecio","scorzonella","",""
"P37","7/1/14","not blooming",0,"Senecio","scorzonella","",""
"P37","7/13/14","not blooming",0,"Senecio","scorzonella","",""
"P43","6/13/14","not blooming",0,"Senecio","scorzonella","",""
"P43","6/24/14","finishing bloom",2,"Senecio","scorzonella","",""
"P43","7/3/14","not blooming",0,"Senecio","scorzonella","",""
"P43","7/13/14","not blooming",0,"Senecio","scorzonella","",""
"N136","7/9/13","finishing bloom",1,"Senecio","triangularis","",""
"N136","7/12/13","finishing bloom",1,"Senecio","triangularis","",""
"N136","7/24/13","not blooming",0,"Senecio","triangularis","",""
"N136","7/26/13","not blooming",0,"Senecio","triangularis","",""
"N136","6/17/14","beginning to bloom to bloom",2,"Senecio","triangularis","",""
"N136","7/7/14","full bloom",2,"Senecio","triangularis","",""
"N136","7/10/14","finishing bloom",3,"Senecio","triangularis","",""
"N136","7/17/14","finishing bloom",1,"Senecio","triangularis","",""
"P24","6/12/14","full bloom",2,"Senecio","triangularis","",""
"P24","6/23/14","not blooming",0,"Senecio","triangularis","",""
"P24","7/2/14","not blooming",0,"Senecio","triangularis","",""
"P24","7/13/14","not blooming",0,"Senecio","triangularis","",""
"L24","6/27/13","not blooming",0,"Solidago","canadensis","ssp.","elongata"
"L24","7/13/13","beginning to bloom",3,"Solidago","canadensis","ssp.","elongata"
"L24","7/18/13","beginning to bloom",3,"Solidago","canadensis","ssp.","elongata"
"L24","7/31/13","finishing bloom",4,"Solidago","canadensis","ssp.","elongata"
"L24","6/13/14","not blooming",0,"Solidago","canadensis","ssp.","elongata"
"L24","6/23/14","not blooming",0,"Solidago","canadensis","ssp.","elongata"
"L24","7/2/14","beginning to bloom to bloom",4,"Solidago","canadensis","ssp.","elongata"
"L24","7/13/14","full bloom",4,"Solidago","canadensis","ssp.","elongata"
"L35","6/27/13","beginning to bloom",1,"Solidago","canadensis","ssp.","elongata"
"L35","7/13/13","beginning to bloom",4,"Solidago","canadensis","ssp.","elongata"
"L35","7/18/13","beginning to bloom",4,"Solidago","canadensis","ssp.","elongata"
"L35","7/29/13","full bloom",4,"Solidago","canadensis","ssp.","elongata"
"L35","6/12/14","not blooming",0,"Solidago","canadensis","ssp.","elongata"
"L35","6/22/14","not blooming",0,"Solidago","canadensis","ssp.","elongata"
"L35","7/3/14","beginning to bloom to bloom",2,"Solidago","canadensis","ssp.","elongata"
"L35","7/13/14","beginning to bloom to bloom",3,"Solidago","canadensis","ssp.","elongata"
"N134","7/8/13","not blooming",0,"Solidago","canadensis","ssp.","elongata"
"N134","7/11/13","not blooming",0,"Solidago","canadensis","ssp.","elongata"
"N134","7/22/13","full bloom",2,"Solidago","canadensis","ssp.","elongata"
"N134","7/25/13","full bloom",2,"Solidago","canadensis","ssp.","elongata"
"N134","6/17/14","not blooming",2,"Solidago","canadensis","ssp.","elongata"
"N134","7/6/14","full bloom",1,"Solidago","canadensis","ssp.","elongata"
"N134","7/9/14","full bloom",2,"Solidago","canadensis","ssp.","elongata"
"N134","7/17/14","full bloom",1,"Solidago","canadensis","ssp.","elongata"
"N136","7/9/13","not blooming",0,"Solidago","canadensis","ssp.","elongata"
"N136","7/12/13","not blooming",0,"Solidago","canadensis","ssp.","elongata"
"N136","7/24/13","full bloom",2,"Solidago","canadensis","ssp.","elongata"
"N136","7/26/13","full bloom",2,"Solidago","canadensis","ssp.","elongata"
"N136","6/17/14","not blooming",0,"Solidago","canadensis","ssp.","elongata"
"N136","7/7/14","not blooming",0,"Solidago","canadensis","ssp.","elongata"
"N136","7/10/14","finishing bloom",2,"Solidago","canadensis","ssp.","elongata"
"N136","7/17/14","not blooming",0,"Solidago","canadensis","ssp.","elongata"
"N137","7/9/13","full bloom",2,"Solidago","canadensis","ssp.","elongata"
"N137","7/12/13","full bloom",2,"Solidago","canadensis","ssp.","elongata"
"N137","7/24/13","full bloom",2,"Solidago","canadensis","ssp.","elongata"
"N137","7/26/13","finishing bloom",2,"Solidago","canadensis","ssp.","elongata"
"N137","6/19/14","not blooming",0,"Solidago","canadensis","ssp.","elongata"
"N137","7/7/14","not blooming",0,"Solidago","canadensis","ssp.","elongata"
"N137","7/10/14","not blooming",0,"Solidago","canadensis","ssp.","elongata"
"N137","7/19/14","full bloom",1,"Solidago","canadensis","ssp.","elongata"
"P310","6/29/13","not blooming",0,"Solidago","canadensis","ssp.","elongata"
"P310","7/13/13","not blooming",0,"Solidago","canadensis","ssp.","elongata"
"P310","7/17/13","beginning to bloom",2,"Solidago","canadensis","ssp.","elongata"
"P310","7/31/13","full bloom",2,"Solidago","canadensis","ssp.","elongata"
"P310","6/12/14","not blooming",0,"Solidago","canadensis","ssp.","elongata"
"P310","6/24/14","not blooming",0,"Solidago","canadensis","ssp.","elongata"
"P310","7/1/14","not blooming",0,"Solidago","canadensis","ssp.","elongata"
"P310","7/13/14","finishing bloom",2,"Solidago","canadensis","ssp.","elongata"
"W04","6/30/13","not blooming",0,"Solidago","canadensis","ssp.","elongata"
"W04","7/14/13","full bloom",1,"Solidago","canadensis","ssp.","elongata"
