Site,Date,FieldPlantSp,PlantSp,BloomStatus,NumFlower,Collector,SampleRound,Year
P33,6/12/14,EPIANG,Epilobium angustifloium ssp. circumvagum,not blooming,0,AJR,1,2014
P33,6/22/14,EPIANG,Epilobium angustifloium ssp. circumvagum,not blooming,0,LTC,2,2014
P33,7/2/14,EPIANG,Epilobium angustifloium ssp. circumvagum,not blooming,0,LCP,3,2014
P33,7/13/14,EPIANG,Epilobium angustifloium ssp. circumvagum,full bloom,1,LMH,4,2014
P37,6/28/13,EPIANG,Epilobium angustifloium ssp. circumvagum,not blooming,0,CRP,1,2013
P37,7/13/13,EPIANG,Epilobium angustifloium ssp. circumvagum,beginning to bloom,1,LCP,2,2013
P37,7/19/13,EPIANG,Epilobium angustifloium ssp. circumvagum,full,1,GH,3,2013
P37,7/30/13,EPIANG,Epilobium angustifloium ssp. circumvagum,finishing,1,GH,4,2013
P37,6/13/14,EPIANG,Epilobium angustifloium ssp. circumvagum,full bloom,3,JPS/LTC,1,2014
P37,6/24/14,EPIANG,Epilobium angustifloium ssp. circumvagum,not blooming,0,KK,2,2014
P37,6/24/14,EPIANG,Epilobium angustifloium ssp. circumvagum,full bloom,2,KK,2,2014
P37,7/1/14,EPIANG,Epilobium angustifloium ssp. circumvagum,not blooming,0,LCP,3,2014
P37,7/13/14,EPIANG,Epilobium angustifloium ssp. circumvagum,,,LKM,4,2014
W04,6/30/13,EPIANG,Epilobium angustifloium ssp. circumvagum,not blooming,0,CRP,1,2013
W04,7/14/13,EPIANG,Epilobium angustifloium ssp. circumvagum,beginning to bloom,1,LCP,2,2013
W04,7/20/13,EPIANG,Epilobium angustifloium ssp. circumvagum,full,1,GH,3,2013
W04,8/1/13,EPIANG,Epilobium angustifloium ssp. circumvagum,finishing,1,GH,4,2013
W04,6/14/14,EPIANG,Epilobium angustifloium ssp. circumvagum,not blooming,0,JPS/LTC,1,2014
W04,6/25/14,EPIANG,Epilobium angustifloium ssp. circumvagum,not blooming,0,LCP,2,2014
W04,7/4/14,EPIANG,Epilobium angustifloium ssp. circumvagum,not blooming,0,LCP,3,2014
W04,7/14/14,EPIANG,Epilobium angustifloium ssp. circumvagum,full bloom,2,LTC,4,2014
N136,7/9/13,EPICIL,Epilobium ciliatum ssp. glandulosum,full,3,GH,1,2013
N136,7/12/13,EPICIL,Epilobium ciliatum ssp. glandulosum,full,3,LCP,2,2013
N136,7/24/13,EPICIL,Epilobium ciliatum ssp. glandulosum,full,3,CRP,3,2013
N136,7/26/13,EPICIL,Epilobium ciliatum ssp. glandulosum,full,3,LCP,4,2013
N136,6/17/14,EPICIL,Epilobium ciliatum ssp. glandulosum,not blooming,0,LTC,1,2014
N136,7/7/14,EPICIL,Epilobium ciliatum ssp. glandulosum,beginning to bloom to bloom,1,LCP,2,2014
N136,7/10/14,EPICIL,Epilobium ciliatum ssp. glandulosum,full bloom,3,KK,3,2014
N136,7/17/14,EPICIL,Epilobium ciliatum ssp. glandulosum,not blooming,0,LTC,4,2014
N135,7/8/13,ERIBLO,Ericameria bloomeri,not blooming,0,GH,1,2013
N135,7/11/13,ERIBLO,Ericameria bloomeri,not blooming,0,LCP,2,2013
N135,7/22/13,ERIBLO,Ericameria bloomeri,not blooming,0,CRP,3,2013
N135,7/25/13,ERIBLO,Ericameria bloomeri,beginning to bloom,1,LCP,4,2013
N135,6/18/14,ERIBLO,Ericameria bloomeri,not blooming,0,LTC,1,2014
N135,7/6/14,ERIBLO,Ericameria bloomeri,not blooming,0,KK,2,2014
N135,7/9/14,ERIBLO,Ericameria bloomeri,not blooming,0,LCP,3,2014
N135,7/19/14,ERIBLO,Ericameria bloomeri,not blooming,0,LCP,4,2014
P33,6/27/13,ERIBLO,Ericameria bloomeri,not blooming,0,CRP,1,2013
P33,7/13/13,ERIBLO,Ericameria bloomeri,not blooming,0,RW,2,2013
P33,7/18/13,ERIBLO,Ericameria bloomeri,not blooming,0,GH,3,2013
P33,7/29/13,ERIBLO,Ericameria bloomeri,full,3,CRP,4,2013
P33,6/12/14,ERIBLO,Ericameria bloomeri,not blooming,0,AJR,1,2014
P33,6/22/14,ERIBLO,Ericameria bloomeri,not blooming,0,LTC,2,2014
P33,7/2/14,ERIBLO,Ericameria bloomeri,not blooming,0,LCP,3,2014
P33,7/13/14,ERIBLO,Ericameria bloomeri,not blooming,0,LMH,4,2014
L21,6/26/13,ERIBRE,Erigeron brewerii var. brewerii,beginning to bloom,2,LCP,1,2013
L21,7/13/13,ERIBRE,Erigeron brewerii var. brewerii,full,3,LKM,2,2013
L21,7/17/13,ERIBRE,Erigeron brewerii var. brewerii,full,2,LCP,3,2013
L21,7/30/13,ERIBRE,Erigeron brewerii var. brewerii,finishing,1,LCP,4,2013
L21,6/12/14,ERIBRE,Erigeron brewerii var. brewerii,not blooming,0,LKM,1,2014
L21,6/22/14,ERIBRE,Erigeron brewerii var. brewerii,not blooming,0,LCP/EK,2,2014
L21,7/3/14,ERIBRE,Erigeron brewerii var. brewerii,finishing bloom,1,KD,3,2014
L21,7/13/14,ERIBRE,Erigeron brewerii var. brewerii,full bloom,1,KC,4,2014
L24,6/27/13,ERIBRE,Erigeron brewerii var. brewerii,beginning to bloom,1,LKM,1,2013
L24,7/13/13,ERIBRE,Erigeron brewerii var. brewerii,full,2,SB,2,2013
L24,7/18/13,ERIBRE,Erigeron brewerii var. brewerii,full,2,LCP,3,2013
L24,7/31/13,ERIBRE,Erigeron brewerii var. brewerii,finishing,2,LCP,4,2013
L24,6/13/14,ERIBRE,Erigeron brewerii var. brewerii,not blooming,0,LKM,1,2014
L24,6/23/14,ERIBRE,Erigeron brewerii var. brewerii,not blooming,0,LCP/EK,2,2014
L24,7/2/14,ERIBRE,Erigeron brewerii var. brewerii,not blooming,0,MV/KD,3,2014
L24,7/13/14,ERIBRE,Erigeron brewerii var. brewerii,full bloom,2,LTC,4,2014
L33,6/29/13,ERIBRE,Erigeron brewerii var. brewerii,full,2,CRP,1,2013
L33,7/13/13,ERIBRE,Erigeron brewerii var. brewerii,finishing,2,GH,2,2013
L33,7/19/13,ERIBRE,Erigeron brewerii var. brewerii,finishing,2,LCP,3,2013
L33,7/31/13,ERIBRE,Erigeron brewerii var. brewerii,not blooming,0,CRP,4,2013
L33,6/13/14,ERIBRE,Erigeron brewerii var. brewerii,not blooming,0,AJR,1,2014
L33,6/23/14,ERIBRE,Erigeron brewerii var. brewerii,not blooming,0,LTC,2,2014
L33,7/3/14,ERIBRE,Erigeron brewerii var. brewerii,not blooming,0,KK,3,2014
L33,7/13/14,ERIBRE,Erigeron brewerii var. brewerii,finishing bloom,2,KK,4,2014
L35,6/27/13,ERIBRE,Erigeron brewerii var. brewerii,beginning to bloom,1,LCP,1,2013
L35,7/13/13,ERIBRE,Erigeron brewerii var. brewerii,full,2,SH,2,2013
L35,7/18/13,ERIBRE,Erigeron brewerii var. brewerii,full,2,CRP,3,2013
L35,7/29/13,ERIBRE,Erigeron brewerii var. brewerii,full,2,LCP,4,2013
L35,6/22/14,ERIBRE,Erigeron brewerii var. brewerii,not blooming,0,KK,2,2014
L35,7/3/14,ERIBRE,Erigeron brewerii var. brewerii,not blooming,0,MV,3,2014
L35,7/13/14,ERIBRE,Erigeron brewerii var. brewerii,not blooming,0,LCP,4,2014
N132,6/30/13,ERIBRE,Erigeron brewerii var. brewerii,full,2,LCP,1,2013
N132,7/14/13,ERIBRE,Erigeron brewerii var. brewerii,finishing,2,GH,2,2013
N132,7/20/13,ERIBRE,Erigeron brewerii var. brewerii,finishing,2,CRP,3,2013
N132,8/1/13,ERIBRE,Erigeron brewerii var. brewerii,not blooming,0,LCP,4,2013
N132,6/14/14,ERIBRE,Erigeron brewerii var. brewerii,not blooming,0,AJR,1,2014
N132,6/25/14,ERIBRE,Erigeron brewerii var. brewerii,not blooming,0,LTC,2,2014
N132,7/4/14,ERIBRE,Erigeron brewerii var. brewerii,not blooming,0,KK,3,2014
N132,7/14/14,ERIBRE,Erigeron brewerii var. brewerii,beginning to bloom to bloom,1,LCP,4,2014
N133,7/10/14,ERIBRE,Erigeron brewerii var. brewerii,beginning to bloom to bloom,2,LCP,3,2014
N133,7/18/14,ERIBRE,Erigeron brewerii var. brewerii,finishing bloom,2,LTC,4,2014
N135,7/8/13,ERIBRE,Erigeron brewerii var. brewerii,full,2,GH,1,2013
N135,7/11/13,ERIBRE,Erigeron brewerii var. brewerii,full,2,LCP,2,2013
N135,7/22/13,ERIBRE,Erigeron brewerii var. brewerii,finishing,2,CRP,3,2013
N135,7/25/13,ERIBRE,Erigeron brewerii var. brewerii,finishing,1,LCP,4,2013
N135,6/18/14,ERIBRE,Erigeron brewerii var. brewerii,not blooming,0,LTC,1,2014
N135,7/6/14,ERIBRE,Erigeron brewerii var. brewerii,full bloom,2,KK,2,2014
N135,7/9/14,ERIBRE,Erigeron brewerii var. brewerii,full bloom,2,LCP,3,2014
N135,7/19/14,ERIBRE,Erigeron brewerii var. brewerii,full bloom,2,LCP,4,2014
N137,7/9/13,ERIBRE,Erigeron brewerii var. brewerii,finishing,3,CRP,1,2013
N137,7/12/13,ERIBRE,Erigeron brewerii var. brewerii,finishing,3,GH,2,2013
N137,7/24/13,ERIBRE,Erigeron brewerii var. brewerii,finishing,2,LCP,3,2013
N137,7/26/13,ERIBRE,Erigeron brewerii var. brewerii,finishing,2,CRP,4,2013
N137,6/19/14,ERIBRE,Erigeron brewerii var. brewerii,not blooming,0,LCP/KAK,1,2014
N137,7/7/14,ERIBRE,Erigeron brewerii var. brewerii,full bloom,2,LTC,2,2014
N137,7/10/14,ERIBRE,Erigeron brewerii var. brewerii,full bloom,2,LTC,3,2014
N137,7/19/14,ERIBRE,Erigeron brewerii var. brewerii,finishing bloom,2,LTC,4,2014
N139,7/9/13,ERIBRE,Erigeron brewerii var. brewerii,full,2,LCP,1,2013
N139,7/12/13,ERIBRE,Erigeron brewerii var. brewerii,full,3,CRP,2,2013
N139,7/24/13,ERIBRE,Erigeron brewerii var. brewerii,finishing,2,GH,3,2013
N139,7/26/13,ERIBRE,Erigeron brewerii var. brewerii,finishing,2,GH,4,2013
N139,6/18/14,ERIBRE,Erigeron brewerii var. brewerii,not blooming,0,JPS,1,2014
N139,7/6/14,ERIBRE,Erigeron brewerii var. brewerii,finishing bloom,2,LTC,2,2014
N139,7/9/14,ERIBRE,Erigeron brewerii var. brewerii,full bloom,2,LTC,3,2014
N139,7/18/14,ERIBRE,Erigeron brewerii var. brewerii,full bloom,2,LCP,4,2014
P24,6/27/13,ERIBRE,Erigeron brewerii var. brewerii,beginning to bloom,0,CC,1,2013
P24,7/13/13,ERIBRE,Erigeron brewerii var. brewerii,finishing,2,CRP,2,2013
P24,7/19/13,ERIBRE,Erigeron brewerii var. brewerii,finishing,1,CRP,3,2013
P24,7/29/13,ERIBRE,Erigeron brewerii var. brewerii,finishing,1,GH,4,2013
P24,6/12/14,ERIBRE,Erigeron brewerii var. brewerii,not blooming,0,JPS,1,2014
P24,6/23/14,ERIBRE,Erigeron brewerii var. brewerii,not blooming,0,KK,2,2014
P24,7/2/14,ERIBRE,Erigeron brewerii var. brewerii,full bloom,1,KK,3,2014
P24,7/13/14,ERIBRE,Erigeron brewerii var. brewerii,finishing bloom,2,MRM,4,2014
P310,6/29/13,ERIBRE,Erigeron brewerii var. brewerii,beginning to bloom,2,LCP,1,2013
P310,7/13/13,ERIBRE,Erigeron brewerii var. brewerii,full,2,BES,2,2013
P310,7/17/13,ERIBRE,Erigeron brewerii var. brewerii,full,3,CRP,3,2013
P310,7/31/13,ERIBRE,Erigeron brewerii var. brewerii,finishing,3,GH,4,2013
P310,6/12/14,ERIBRE,Erigeron brewerii var. brewerii,not blooming,0,LCP,1,2014
P310,6/24/14,ERIBRE,Erigeron brewerii var. brewerii,not blooming,0,LCP,2,2014
P310,7/1/14,ERIBRE,Erigeron brewerii var. brewerii,beginning to bloom to bloom,1,KK,3,2014
P310,7/13/14,ERIBRE,Erigeron brewerii var. brewerii,finishing bloom,2,CV,4,2014
P33,6/27/13,ERIBRE,Erigeron brewerii var. brewerii,full,2,CRP,1,2013
P33,7/13/13,ERIBRE,Erigeron brewerii var. brewerii,full,2,RW,2,2013
P33,7/18/13,ERIBRE,Erigeron brewerii var. brewerii,full,2,GH,3,2013
P33,7/29/13,ERIBRE,Erigeron brewerii var. brewerii,full,4,CRP,4,2013
P33,6/12/14,ERIBRE,Erigeron brewerii var. brewerii,not blooming,0,AJR,1,2014
P33,6/22/14,ERIBRE,Erigeron brewerii var. brewerii,not blooming,0,LTC,2,2014
P33,7/2/14,ERIBRE,Erigeron brewerii var. brewerii,not blooming,0,LCP,3,2014
P33,7/13/14,ERIBRE,Erigeron brewerii var. brewerii,finishing bloom,2,LMH,4,2014
P43,6/28/13,ERIBRE,Erigeron brewerii var. brewerii,full,2,LCP,1,2013
P43,7/13/13,ERIBRE,Erigeron brewerii var. brewerii,finishing,2,TS,2,2013
P43,7/17/13,ERIBRE,Erigeron brewerii var. brewerii,finishing,2,GH,3,2013
P43,7/30/13,ERIBRE,Erigeron brewerii var. brewerii,not blooming,0,CRP,4,2013
P43,6/13/14,ERIBRE,Erigeron brewerii var. brewerii,not blooming,0,LCP,1,2014
P43,6/24/14,ERIBRE,Erigeron brewerii var. brewerii,not blooming,0,LTC,2,2014
P43,7/3/14,ERIBRE,Erigeron brewerii var. brewerii,not blooming,0,LCP,3,2014
P43,7/13/14,ERIBRE,Erigeron brewerii var. brewerii,full bloom,1,PG,4,2014
W04,6/30/13,ERIBRE,Erigeron brewerii var. brewerii,full,2,CRP,1,2013
W04,7/14/13,ERIBRE,Erigeron brewerii var. brewerii,full,2,LCP,2,2013
W04,7/20/13,ERIBRE,Erigeron brewerii var. brewerii,finishing,2,GH,3,2013
W04,8/1/13,ERIBRE,Erigeron brewerii var. brewerii,finishing,2,GH,4,2013
W04,6/14/14,ERIBRE,Erigeron brewerii var. brewerii,not blooming,0,JPS/LTC,1,2014
W04,6/25/14,ERIBRE,Erigeron brewerii var. brewerii,not blooming,0,LCP,2,2014
W04,7/4/14,ERIBRE,Erigeron brewerii var. brewerii,not blooming,0,LCP,3,2014
W04,7/14/14,ERIBRE,Erigeron brewerii var. brewerii,beginning to bloom to bloom,3,LTC,4,2014
L21,6/26/13,ERINUD,Eriogonum nudum var. nudum,beginning to bloom,1,LCP,1,2013
L21,7/13/13,ERINUD,Eriogonum nudum var. nudum,full,5,LKM,2,2013
L21,7/17/13,ERINUD,Eriogonum nudum var. nudum,full,5,LCP,3,2013
L21,7/30/13,ERINUD,Eriogonum nudum var. nudum,finishing,5,LCP,4,2013
L21,6/12/14,ERINUD,Eriogonum nudum var. nudum,not blooming,0,LKM,1,2014
L21,6/22/14,ERINUD,Eriogonum nudum var. nudum,beginning to bloom to bloom,2,LCP/EK,2,2014
L21,7/3/14,ERINUD,Eriogonum nudum var. nudum,full bloom,4,KD,3,2014
L21,7/13/14,ERINUD,Eriogonum nudum var. nudum,full bloom,4,KC,4,2014
N131,6/30/13,ERINUD,Eriogonum nudum var. nudum,full,3,CK,1,2013
N131,7/14/13,ERINUD,Eriogonum nudum var. nudum,full,4,CRP,2,2013
N131,7/20/13,ERINUD,Eriogonum nudum var. nudum,full,3,LCP,3,2013
N131,8/1/13,ERINUD,Eriogonum nudum var. nudum,finishing,3,CRP,4,2013
N131,6/14/14,ERINUD,Eriogonum nudum var. nudum,not blooming,0,LCP,1,2014
N131,6/25/14,ERINUD,Eriogonum nudum var. nudum,full bloom,3,KK,2,2014
N131,7/4/14,ERINUD,Eriogonum nudum var. nudum,full bloom,4,MV/KD,3,2014
N131,7/14/14,ERINUD,Eriogonum nudum var. nudum,full bloom,4,KK,4,2014
N132,6/30/13,ERINUD,Eriogonum nudum var. nudum,not blooming,0,LCP,1,2013
N132,7/14/13,ERINUD,Eriogonum nudum var. nudum,not blooming,0,GH,2,2013
N132,7/20/13,ERINUD,Eriogonum nudum var. nudum,not blooming,0,CRP,3,2013
N132,8/1/13,ERINUD,Eriogonum nudum var. nudum,full,1,LCP,4,2013
N132,6/14/14,ERINUD,Eriogonum nudum var. nudum,not blooming,0,AJR,1,2014
N132,6/25/14,ERINUD,Eriogonum nudum var. nudum,not blooming,0,LTC,2,2014
N132,7/4/14,ERINUD,Eriogonum nudum var. nudum,not blooming,0,KK,3,2014
N132,7/14/14,ERINUD,Eriogonum nudum var. nudum,not blooming,0,LCP,4,2014
P24,6/27/13,ERINUD,Eriogonum nudum var. nudum,beginning to bloom,2,CC,1,2013
P24,7/13/13,ERINUD,Eriogonum nudum var. nudum,full,2,CRP,2,2013
P24,7/19/13,ERINUD,Eriogonum nudum var. nudum,finishing,2,CRP,3,2013
P24,7/29/13,ERINUD,Eriogonum nudum var. nudum,not blooming,0,GH,4,2013
P24,6/12/14,ERINUD,Eriogonum nudum var. nudum,not blooming,0,JPS,1,2014
P24,6/23/14,ERINUD,Eriogonum nudum var. nudum,beginning to bloom to bloom,1,KK,2,2014
P24,7/2/14,ERINUD,Eriogonum nudum var. nudum,not blooming,0,KK,3,2014
P24,7/13/14,ERINUD,Eriogonum nudum var. nudum,full bloom,3,MRM,4,2014
P33,6/27/13,ERINUD,Eriogonum nudum var. nudum,full,1,CRP,1,2013
P33,7/13/13,ERINUD,Eriogonum nudum var. nudum,full,1,RW,2,2013
P33,7/18/13,ERINUD,Eriogonum nudum var. nudum,full,1,GH,3,2013
P33,7/29/13,ERINUD,Eriogonum nudum var. nudum,full,3,CRP,4,2013
P33,6/12/14,ERINUD,Eriogonum nudum var. nudum,not blooming,0,AJR,1,2014
P33,6/22/14,ERINUD,Eriogonum nudum var. nudum,beginning to bloom to bloom,2,LTC,2,2014
P33,7/2/14,ERINUD,Eriogonum nudum var. nudum,full bloom,1,LCP,3,2014
P33,7/13/14,ERINUD,Eriogonum nudum var. nudum,finishing bloom,1,LMH,4,2014
P43,7/3/14,ERINUD,Eriogonum nudum var. nudum,full bloom,1,LCP,3,2014
P43,7/13/14,ERINUD,Eriogonum nudum var. nudum,full bloom,1,PG,4,2014
N132,6/30/13,ERISPE,Eriogonum spergulinum var. reddingianum,beginning to bloom,1,LCP,1,2013
N132,7/14/13,ERISPE,Eriogonum spergulinum var. reddingianum,beginning to bloom,1,GH,2,2013
N132,7/20/13,ERISPE,Eriogonum spergulinum var. reddingianum,full,3,CRP,3,2013
N132,8/1/13,ERISPE,Eriogonum spergulinum var. reddingianum,not blooming,0,LCP,4,2013
N132,6/14/14,ERISPE,Eriogonum spergulinum var. reddingianum,not blooming,0,AJR,1,2014
N132,6/25/14,ERISPE,Eriogonum spergulinum var. reddingianum,full bloom,1,LTC,2,2014
N132,7/4/14,ERISPE,Eriogonum spergulinum var. reddingianum,full bloom,2,KK,3,2014
N132,7/14/14,ERISPE,Eriogonum spergulinum var. reddingianum,full bloom,2,LCP,4,2014
L33,6/29/13,ERIUMB,Eriogonum umbellatum,not blooming,0,CRP,1,2013
L33,7/13/13,ERIUMB,Eriogonum umbellatum,beginning to bloom,3,GH,2,2013
L33,7/19/13,ERIUMB,Eriogonum umbellatum,full,3,LCP,3,2013
L33,7/31/13,ERIUMB,Eriogonum umbellatum,finishing,2,CRP,4,2013
L33,6/13/14,ERIUMB,Eriogonum umbellatum,not blooming,0,AJR,1,2014
L33,6/23/14,ERIUMB,Eriogonum umbellatum,not blooming,0,LTC,2,2014
L33,7/3/14,ERIUMB,Eriogonum umbellatum,beginning to bloom to bloom,4,KK,3,2014
L33,7/13/14,ERIUMB,Eriogonum umbellatum,full bloom,4,KK,4,2014
N132,6/30/13,ERIUMB,Eriogonum umbellatum,not blooming,0,LCP,1,2013
N132,7/14/13,ERIUMB,Eriogonum umbellatum,beginning to bloom,2,GH,2,2013
N132,7/20/13,ERIUMB,Eriogonum umbellatum,beginning to bloom,2,CRP,3,2013
N132,8/1/13,ERIUMB,Eriogonum umbellatum,finishing,1,LCP,4,2013
N132,6/14/14,ERIUMB,Eriogonum umbellatum,not blooming,0,AJR,1,2014
N132,6/25/14,ERIUMB,Eriogonum umbellatum,not blooming,0,LTC,2,2014
N132,7/4/14,ERIUMB,Eriogonum umbellatum,beginning to bloom to bloom,2,KK,3,2014
N132,7/14/14,ERIUMB,Eriogonum umbellatum,beginning to bloom to bloom,1,LCP,4,2014
N133,7/8/13,ERIUMB,Eriogonum umbellatum,not blooming,0,CRP,1,2013
N133,7/11/13,ERIUMB,Eriogonum umbellatum,not blooming,0,GH,2,2013
N133,7/23/13,ERIUMB,Eriogonum umbellatum,beginning to bloom,1,LCP,3,2013
N133,7/25/13,ERIUMB,Eriogonum umbellatum,beginning to bloom,2,GH,4,2013
N133,6/18/14,ERIUMB,Eriogonum umbellatum,not blooming,0,LCP/KAK,1,2014
N133,7/7/14,ERIUMB,Eriogonum umbellatum,beginning to bloom to bloom,1,KK,2,2014
N133,7/10/14,ERIUMB,Eriogonum umbellatum,beginning to bloom to bloom,1,LCP,3,2014
N133,7/18/14,ERIUMB,Eriogonum umbellatum,not blooming,0,LTC,4,2014
N135,7/8/13,ERIUMB,Eriogonum umbellatum,beginning to bloom,1,GH,1,2013
N135,7/11/13,ERIUMB,Eriogonum umbellatum,full,2,LCP,2,2013
N135,7/22/13,ERIUMB,Eriogonum umbellatum,full,3,CRP,3,2013
N135,7/25/13,ERIUMB,Eriogonum umbellatum,finishing,2,LCP,4,2013
N135,6/18/14,ERIUMB,Eriogonum umbellatum,beginning to bloom to bloom,1,LTC,1,2014
N135,7/6/14,ERIUMB,Eriogonum umbellatum,full bloom,5,KK,2,2014
N135,7/9/14,ERIUMB,Eriogonum umbellatum,full bloom,3,LCP,3,2014
N135,7/19/14,ERIUMB,Eriogonum umbellatum,full bloom,2,LCP,4,2014
N139,7/9/13,ERIUMB,Eriogonum umbellatum,beginning to bloom,1,LCP,1,2013
N139,7/12/13,ERIUMB,Eriogonum umbellatum,beginning to bloom,3,CRP,2,2013
N139,7/24/13,ERIUMB,Eriogonum umbellatum,full,3,GH,3,2013
N139,7/26/13,ERIUMB,Eriogonum umbellatum,full,3,GH,4,2013
N139,6/18/14,ERIUMB,Eriogonum umbellatum,not blooming,0,JPS,1,2014
N139,7/6/14,ERIUMB,Eriogonum umbellatum,beginning to bloom to bloom,2,LTC,2,2014
N139,7/9/14,ERIUMB,Eriogonum umbellatum,full bloom,3,LTC,3,2014
N139,7/18/14,ERIUMB,Eriogonum umbellatum,full bloom,2,LCP,4,2014
P310,6/29/13,ERIUMB,Eriogonum umbellatum,not blooming,0,LCP,1,2013
P310,7/13/13,ERIUMB,Eriogonum umbellatum,full,3,BES,2,2013
P310,7/17/13,ERIUMB,Eriogonum umbellatum,full,2,CRP,3,2013
P310,7/31/13,ERIUMB,Eriogonum umbellatum,full,2,GH,4,2013
P310,6/12/14,ERIUMB,Eriogonum umbellatum,not blooming,0,LCP,1,2014
P310,6/24/14,ERIUMB,Eriogonum umbellatum,not blooming,0,LCP,2,2014
P310,7/1/14,ERIUMB,Eriogonum umbellatum,not blooming,0,KK,3,2014
P310,7/13/14,ERIUMB,Eriogonum umbellatum,not blooming,0,CV,4,2014
P33,6/27/13,ERIUMB,Eriogonum umbellatum,not blooming,0,CRP,1,2013
P33,7/13/13,ERIUMB,Eriogonum umbellatum,not blooming,0,RW,2,2013
P33,7/18/13,ERIUMB,Eriogonum umbellatum,beginning to bloom,2,GH,3,2013
P33,7/29/13,ERIUMB,Eriogonum umbellatum,full,3,CRP,4,2013
P33,6/12/14,ERIUMB,Eriogonum umbellatum,not blooming,0,AJR,1,2014
P33,6/22/14,ERIUMB,Eriogonum umbellatum,not blooming,0,LTC,2,2014
P33,7/2/14,ERIUMB,Eriogonum umbellatum,not blooming,0,LCP,3,2014
P33,7/13/14,ERIUMB,Eriogonum umbellatum,full bloom,1,LMH,4,2014
P43,6/28/13,ERIUMB,Eriogonum umbellatum,not blooming,0,LCP,1,2013
P43,7/13/13,ERIUMB,Eriogonum umbellatum,beginning to bloom,2,TS,2,2013
P43,7/17/13,ERIUMB,Eriogonum umbellatum,beginning to bloom,2,GH,3,2013
P43,7/30/13,ERIUMB,Eriogonum umbellatum,finishing,2,CRP,4,2013
P43,6/13/14,ERIUMB,Eriogonum umbellatum,not blooming,0,LCP,1,2014
P43,6/24/14,ERIUMB,Eriogonum umbellatum,not blooming,0,LTC,2,2014
P43,7/3/14,ERIUMB,Eriogonum umbellatum,not blooming,0,LCP,3,2014
P43,7/13/14,ERIUMB,Eriogonum umbellatum,not blooming,0,PG,4,2014
N135,7/8/13,ERIWRI,Eriogonum wrightti var. subscaposum,not blooming,0,GH,1,2013
N135,7/11/13,ERIWRI,Eriogonum wrightti var. subscaposum,not blooming,0,LCP,2,2013
N135,7/22/13,ERIWRI,Eriogonum wrightti var. subscaposum,not blooming,0,CRP,3,2013
N135,7/25/13,ERIWRI,Eriogonum wrightti var. subscaposum,beginning to bloom,3,LCP,4,2013
N135,6/18/14,ERIWRI,Eriogonum wrightti var. subscaposum,not blooming,0,LTC,1,2014
N135,7/6/14,ERIWRI,Eriogonum wrightti var. subscaposum,not blooming,0,KK,2,2014
N135,7/9/14,ERIWRI,Eriogonum wrightti var. subscaposum,beginning to bloom to bloom,2,LCP,3,2014
N135,7/19/14,ERIWRI,Eriogonum wrightti var. subscaposum,full bloom,3,LCP,4,2014
L33,6/13/14,ERILAN,Eriophyllum lanatum var. integrifolium,full bloom,1,AJR,1,2014
L21,7/3/14,ERYCAP,Erysimum capitatum ssp.perenne,finishing bloom,1,KD,3,2014
N131,6/25/14,ERYCAP,Erysimum capitatum ssp.perenne,full bloom,2,KK,2,2014
N131,7/4/14,ERYCAP,Erysimum capitatum ssp.perenne,full bloom,1,MV/KD,3,2014
P37,6/13/14,ERYCAP,Erysimum capitatum ssp.perenne,full bloom,2,JPS/LTC,1,2014
L21,6/26/13,GAYDIF,Gayophytum diffusum,full,3,LCP,1,2013
L21,7/13/13,GAYDIF,Gayophytum diffusum,full,3,LKM,2,2013
L21,7/17/13,GAYDIF,Gayophytum diffusum,full,3,LCP,3,2013
L21,7/30/13,GAYDIF,Gayophytum diffusum,finishing,3,LCP,4,2013
L21,6/12/14,GAYDIF,Gayophytum diffusum,not blooming,0,LKM,1,2014
L21,6/22/14,GAYDIF,Gayophytum diffusum,not blooming,0,LCP/EK,2,2014
L21,7/3/14,GAYDIF,Gayophytum diffusum,not blooming,0,KD,3,2014
L21,7/13/14,GAYDIF,Gayophytum diffusum,not blooming,0,KC,4,2014
L24,6/27/13,GAYDIF,Gayophytum diffusum,full,4,LKM,1,2013
L24,7/13/13,GAYDIF,Gayophytum diffusum,full,4,SB,2,2013
L24,7/18/13,GAYDIF,Gayophytum diffusum,full,4,LCP,3,2013
L24,7/31/13,GAYDIF,Gayophytum diffusum,finishing,3,LCP,4,2013
L24,6/13/14,GAYDIF,Gayophytum diffusum,not blooming,0,LKM,1,2014
L24,6/23/14,GAYDIF,Gayophytum diffusum,beginning to bloom to bloom,1,LCP/EK,2,2014
L24,7/2/14,GAYDIF,Gayophytum diffusum,not blooming,0,MV/KD,3,2014
L24,7/13/14,GAYDIF,Gayophytum diffusum,full bloom,3,LTC,4,2014
L33,6/29/13,GAYDIF,Gayophytum diffusum,full,3,CRP,1,2013
L33,7/13/13,GAYDIF,Gayophytum diffusum,full,3,GH,2,2013
L33,7/19/13,GAYDIF,Gayophytum diffusum,full,3,LCP,3,2013
L33,7/31/13,GAYDIF,Gayophytum diffusum,full,2,CRP,4,2013
L33,6/13/14,GAYDIF,Gayophytum diffusum,not blooming,0,AJR,1,2014
L33,6/23/14,GAYDIF,Gayophytum diffusum,not blooming,0,LTC,2,2014
L33,7/3/14,GAYDIF,Gayophytum diffusum,full bloom,2,KK,3,2014
