Site,Date,FieldPlantSp,PlantSp,BloomStatus,NumFlower,Collector,SampleRound,Year
L21,7/13/14,PHAHAS,Phacelia hastata ssp. compacta,finishing bloom,1,KC,4,2014
L24,6/27/13,PHAHAS,Phacelia hastata ssp. compacta,full,3,LKM,1,2013
L24,7/13/13,PHAHAS,Phacelia hastata ssp. compacta,finishing,2,SB,2,2013
L24,7/18/13,PHAHAS,Phacelia hastata ssp. compacta,finishing,2,LCP,3,2013
L24,7/31/13,PHAHAS,Phacelia hastata ssp. compacta,finishing,2,LCP,4,2013
L24,6/13/14,PHAHAS,Phacelia hastata ssp. compacta,not blooming,0,LKM,1,2014
L24,6/23/14,PHAHAS,Phacelia hastata ssp. compacta,full bloom,2,LCP/EK,2,2014
L24,7/2/14,PHAHAS,Phacelia hastata ssp. compacta,finishing bloom,3,MV/KD,3,2014
L24,7/13/14,PHAHAS,Phacelia hastata ssp. compacta,finishing bloom,2,LTC,4,2014
L33,6/29/13,PHAHAS,Phacelia hastata ssp. compacta,finishing,2,CRP,1,2013
L33,7/13/13,PHAHAS,Phacelia hastata ssp. compacta,finishing,1,GH,2,2013
L33,7/19/13,PHAHAS,Phacelia hastata ssp. compacta,not blooming,0,LCP,3,2013
L33,7/31/13,PHAHAS,Phacelia hastata ssp. compacta,not blooming,0,CRP,4,2013
L33,6/13/14,PHAHAS,Phacelia hastata ssp. compacta,not blooming,0,AJR,1,2014
L33,6/23/14,PHAHAS,Phacelia hastata ssp. compacta,not blooming,0,LTC,2,2014
L33,7/3/14,PHAHAS,Phacelia hastata ssp. compacta,finishing bloom,2,KK,3,2014
L33,7/13/14,PHAHAS,Phacelia hastata ssp. compacta,finishing bloom,1,KK,4,2014
L35,6/27/13,PHAHAS,Phacelia hastata ssp. compacta,full,2,LCP,1,2013
L35,7/13/13,PHAHAS,Phacelia hastata ssp. compacta,finishing,2,SH,2,2013
L35,7/18/13,PHAHAS,Phacelia hastata ssp. compacta,finishing,2,CRP,3,2013
L35,7/29/13,PHAHAS,Phacelia hastata ssp. compacta,not blooming,0,LCP,4,2013
L35,6/12/14,PHAHAS,Phacelia hastata ssp. compacta,not blooming,0,LTC,1,2014
L35,6/22/14,PHAHAS,Phacelia hastata ssp. compacta,full bloom,2,KK,2,2014
L35,7/3/14,PHAHAS,Phacelia hastata ssp. compacta,finishing bloom,1,MV,3,2014
L35,7/13/14,PHAHAS,Phacelia hastata ssp. compacta,finishing bloom,2,LCP,4,2014
N131,6/30/13,PHAHAS,Phacelia hastata ssp. compacta,full,2,CK,1,2013
N131,7/14/13,PHAHAS,Phacelia hastata ssp. compacta,finishing,2,CRP,2,2013
N131,7/20/13,PHAHAS,Phacelia hastata ssp. compacta,not blooming,0,LCP,3,2013
N131,8/1/13,PHAHAS,Phacelia hastata ssp. compacta,not blooming,0,CRP,4,2013
N131,6/14/14,PHAHAS,Phacelia hastata ssp. compacta,beginning to bloom to bloom,1,LCP,1,2014
N131,6/25/14,PHAHAS,Phacelia hastata ssp. compacta,finishing bloom,2,KK,2,2014
N131,7/4/14,PHAHAS,Phacelia hastata ssp. compacta,finishing bloom,2,MV/KD,3,2014
N131,7/14/14,PHAHAS,Phacelia hastata ssp. compacta,finishing bloom,2,KK,4,2014
N133,7/8/13,PHAHAS,Phacelia hastata ssp. compacta,full,3,CRP,1,2013
N133,7/11/13,PHAHAS,Phacelia hastata ssp. compacta,full,3,GH,2,2013
N133,7/23/13,PHAHAS,Phacelia hastata ssp. compacta,finishing,1,LCP,3,2013
N133,7/25/13,PHAHAS,Phacelia hastata ssp. compacta,not blooming,0,GH,4,2013
N133,6/18/14,PHAHAS,Phacelia hastata ssp. compacta,beginning to bloom to bloom,2,LCP/KAK,1,2014
N133,7/7/14,PHAHAS,Phacelia hastata ssp. compacta,finishing bloom,3,KK,2,2014
N133,7/10/14,PHAHAS,Phacelia hastata ssp. compacta,full bloom,2,LCP,3,2014
N133,7/18/14,PHAHAS,Phacelia hastata ssp. compacta,not blooming,0,LTC,4,2014
N134,7/8/13,PHAHAS,Phacelia hastata ssp. compacta,finishing,3,LCP,1,2013
N134,7/11/13,PHAHAS,Phacelia hastata ssp. compacta,finishing,3,CRP,2,2013
N134,7/22/13,PHAHAS,Phacelia hastata ssp. compacta,finishing,2,GH,3,2013
N134,7/25/13,PHAHAS,Phacelia hastata ssp. compacta,finishing,2,CRP,4,2013
N134,6/17/14,PHAHAS,Phacelia hastata ssp. compacta,full bloom,4,JPS,1,2014
N134,7/6/14,PHAHAS,Phacelia hastata ssp. compacta,full bloom,3,LCP,2,2014
N134,7/9/14,PHAHAS,Phacelia hastata ssp. compacta,full bloom,5,KK,3,2014
N134,7/17/14,PHAHAS,Phacelia hastata ssp. compacta,finishing bloom,1,LCP,4,2014
N136,7/9/13,PHAHAS,Phacelia hastata ssp. compacta,finishing,1,GH,1,2013
N136,7/12/13,PHAHAS,Phacelia hastata ssp. compacta,finishing,1,LCP,2,2013
N136,7/24/13,PHAHAS,Phacelia hastata ssp. compacta,finishing,1,CRP,3,2013
N136,7/26/13,PHAHAS,Phacelia hastata ssp. compacta,not blooming,0,LCP,4,2013
N136,6/17/14,PHAHAS,Phacelia hastata ssp. compacta,not blooming,0,LTC,1,2014
N136,7/7/14,PHAHAS,Phacelia hastata ssp. compacta,full bloom,1,LCP,2,2014
N136,7/10/14,PHAHAS,Phacelia hastata ssp. compacta,finishing bloom,2,KK,3,2014
N136,7/17/14,PHAHAS,Phacelia hastata ssp. compacta,not blooming,0,LTC,4,2014
N137,7/9/13,PHAHAS,Phacelia hastata ssp. compacta,finishing,4,CRP,1,2013
N137,7/12/13,PHAHAS,Phacelia hastata ssp. compacta,finishing,4,GH,2,2013
N137,7/24/13,PHAHAS,Phacelia hastata ssp. compacta,finishing,3,LCP,3,2013
N137,7/26/13,PHAHAS,Phacelia hastata ssp. compacta,finishing,3,CRP,4,2013
N137,6/19/14,PHAHAS,Phacelia hastata ssp. compacta,full bloom,2,LCP/KAK,1,2014
N137,7/7/14,PHAHAS,Phacelia hastata ssp. compacta,full bloom,3,LTC,2,2014
N137,7/10/14,PHAHAS,Phacelia hastata ssp. compacta,finishing bloom,3,LTC,3,2014
N137,7/19/14,PHAHAS,Phacelia hastata ssp. compacta,finishing bloom,3,LTC,4,2014
N139,6/18/14,PHAHAS,Phacelia hastata ssp. compacta,full bloom,1,JPS,1,2014
P24,6/27/13,PHAHAS,Phacelia hastata ssp. compacta,full,2,CC,1,2013
P24,7/13/13,PHAHAS,Phacelia hastata ssp. compacta,finishing,2,CRP,2,2013
P24,7/19/13,PHAHAS,Phacelia hastata ssp. compacta,finishing,2,CRP,3,2013
P24,7/29/13,PHAHAS,Phacelia hastata ssp. compacta,not blooming,0,GH,4,2013
P24,6/12/14,PHAHAS,Phacelia hastata ssp. compacta,full bloom,2,JPS,1,2014
P24,6/23/14,PHAHAS,Phacelia hastata ssp. compacta,beginning to bloom to bloom,2,KK,2,2014
P24,7/2/14,PHAHAS,Phacelia hastata ssp. compacta,finishing bloom,2,KK,3,2014
P24,7/13/14,PHAHAS,Phacelia hastata ssp. compacta,not blooming,0,MRM,4,2014
P33,6/27/13,PHAHAS,Phacelia hastata ssp. compacta,full,2,CRP,1,2013
P33,7/13/13,PHAHAS,Phacelia hastata ssp. compacta,finishing,2,RW,2,2013
P33,7/18/13,PHAHAS,Phacelia hastata ssp. compacta,finishing,2,GH,3,2013
P33,7/29/13,PHAHAS,Phacelia hastata ssp. compacta,finishing,2,CRP,4,2013
P33,6/12/14,PHAHAS,Phacelia hastata ssp. compacta,beginning to bloom to bloom,2,AJR,1,2014
P33,6/22/14,PHAHAS,Phacelia hastata ssp. compacta,not blooming,0,LTC,2,2014
P33,7/2/14,PHAHAS,Phacelia hastata ssp. compacta,full bloom,2,LCP,3,2014
P33,7/13/14,PHAHAS,Phacelia hastata ssp. compacta,full bloom,3,LMH,4,2014
P37,6/28/13,PHAHAS,Phacelia hastata ssp. compacta,full,2,CRP,1,2013
P37,7/13/13,PHAHAS,Phacelia hastata ssp. compacta,finishing,1,LCP,2,2013
P37,7/19/13,PHAHAS,Phacelia hastata ssp. compacta,not blooming,0,GH,3,2013
P37,7/30/13,PHAHAS,Phacelia hastata ssp. compacta,not blooming,0,GH,4,2013
P37,6/13/14,PHAHAS,Phacelia hastata ssp. compacta,not blooming,0,JPS/LTC,1,2014
P37,6/24/14,PHAHAS,Phacelia hastata ssp. compacta,not blooming,0,KK,2,2014
P37,7/1/14,PHAHAS,Phacelia hastata ssp. compacta,not blooming,0,LCP,3,2014
P37,7/13/14,PHAHAS,Phacelia hastata ssp. compacta,,,LKM,4,2014
W04,6/30/13,PHAHAS,Phacelia hastata ssp. compacta,full,2,CRP,1,2013
W04,7/14/13,PHAHAS,Phacelia hastata ssp. compacta,full,2,LCP,2,2013
W04,7/20/13,PHAHAS,Phacelia hastata ssp. compacta,finishing,2,GH,3,2013
W04,8/1/13,PHAHAS,Phacelia hastata ssp. compacta,finishing,2,GH,4,2013
W04,6/14/14,PHAHAS,Phacelia hastata ssp. compacta,full bloom,4,JPS/LTC,1,2014
W04,6/25/14,PHAHAS,Phacelia hastata ssp. compacta,not blooming,0,LCP,2,2014
W04,7/4/14,PHAHAS,Phacelia hastata ssp. compacta,full bloom,1,LCP,3,2014
W04,7/14/14,PHAHAS,Phacelia hastata ssp. compacta,not blooming,0,LTC,4,2014
P37,6/13/14,PHLCON,Phlox condensata,finishing bloom,2,JPS/LTC,1,2014
N136,7/9/13,POLBIS,Polygonum bistortoides,full,3,GH,1,2013
N136,7/12/13,POLBIS,Polygonum bistortoides,full,3,LCP,2,2013
N136,7/24/13,POLBIS,Polygonum bistortoides,finishing,2,CRP,3,2013
N136,7/26/13,POLBIS,Polygonum bistortoides,finishing,2,LCP,4,2013
N136,6/17/14,POLBIS,Polygonum bistortoides,full bloom,3,LTC,1,2014
N136,7/7/14,POLBIS,Polygonum bistortoides,full bloom,3,LCP,2,2014
N136,7/10/14,POLBIS,Polygonum bistortoides,full bloom,2,KK,3,2014
N136,7/17/14,POLBIS,Polygonum bistortoides,full bloom,2,LTC,4,2014
L24,6/27/13,POTDRU,Potentilla drummondii ssp. brewerii,full,3,LKM,1,2013
L24,7/13/13,POTDRU,Potentilla drummondii ssp. brewerii,full,3,SB,2,2013
L24,7/18/13,POTDRU,Potentilla drummondii ssp. brewerii,finishing,2,LCP,3,2013
L24,7/31/13,POTDRU,Potentilla drummondii ssp. brewerii,finishing,2,LCP,4,2013
L24,6/13/14,POTDRU,Potentilla drummondii ssp. brewerii,not blooming,0,LKM,1,2014
L24,7/13/14,POTDRU,Potentilla drummondii ssp. brewerii,not blooming,0,LTC,4,2014
L24,6/27/13,POTGLA,Potentilla glandulosa,full,1,LKM,1,2013
L24,7/13/13,POTGLA,Potentilla glandulosa,full,1,SB,2,2013
L24,7/18/13,POTGLA,Potentilla glandulosa,finishing,1,LCP,3,2013
L24,7/31/13,POTGLA,Potentilla glandulosa,finishing,1,LCP,4,2013
L24,6/13/14,POTGLA,Potentilla glandulosa,full bloom,4,LKM,1,2014
L24,6/23/14,POTGLA,Potentilla glandulosa,full bloom,2,LCP/EK,2,2014
L24,7/2/14,POTGLA,Potentilla glandulosa,full bloom,2,MV/KD,3,2014
L24,7/13/14,POTGLA,Potentilla glandulosa,full bloom,1,LTC,4,2014
P37,6/28/13,POTGLA,Potentilla glandulosa,full,2,CRP,1,2013
P37,7/13/13,POTGLA,Potentilla glandulosa,finishing,1,LCP,2,2013
P37,7/19/13,POTGLA,Potentilla glandulosa,not blooming,0,GH,3,2013
P37,7/30/13,POTGLA,Potentilla glandulosa,not blooming,0,GH,4,2013
P37,6/13/14,POTGLA,Potentilla glandulosa,full bloom,3,JPS/LTC,1,2014
P37,6/24/14,POTGLA,Potentilla glandulosa,not blooming,0,KK,2,2014
P37,7/1/14,POTGLA,Potentilla glandulosa,finishing bloom,2,LCP,3,2014
P37,7/13/14,POTGLA,Potentilla glandulosa,,,LKM,4,2014
L21,7/13/14,POTGRA,Potentilla gracilis,full bloom,1,KC,4,2014
L24,6/13/14,POTGRA,Potentilla gracilis,full bloom,4,LKM,1,2014
L24,6/23/14,POTGRA,Potentilla gracilis,full bloom,3,LCP/EK,2,2014
L24,7/2/14,POTGRA,Potentilla gracilis,full bloom,3,MV/KD,3,2014
L24,7/13/14,POTGRA,Potentilla gracilis,full bloom,3,LTC,4,2014
N136,6/17/14,Potentilla sp.,Potentilla sp.,full bloom,2,LTC,1,2014
L24,6/27/13,Gnaphalium sp.,Pseudognaphalium spp.,not blooming,0,LKM,1,2013
L24,7/13/13,Gnaphalium sp.,Pseudognaphalium spp.,full,2,SB,2,2013
L24,7/18/13,Gnaphalium sp.,Pseudognaphalium spp.,full,2,LCP,3,2013
L24,7/31/13,Gnaphalium sp.,Pseudognaphalium spp.,full,2,LCP,4,2013
L24,6/23/14,Pseudognaphalium spp.,Pseudognaphalium spp.,not blooming,0,LCP/EK,2,2014
L24,7/2/14,Pseudognaphalium spp.,Pseudognaphalium spp.,not blooming,0,MV/KD,3,2014
L24,7/13/14,pseudognaphalium spp.,Pseudognaphalium spp.,full bloom,1,LTC,4,2014
N133,7/8/13,Gnaphalium sp.,Pseudognaphalium spp.,not blooming,0,CRP,1,2013
N133,7/11/13,Gnaphalium sp.,Pseudognaphalium spp.,beginning to bloom,2,GH,2,2013
N133,7/23/13,Gnaphalium sp.,Pseudognaphalium spp.,beginning to bloom,2,LCP,3,2013
N133,7/25/13,Gnaphalium sp.,Pseudognaphalium spp.,beginning to bloom,2,GH,4,2013
N133,6/18/14,Pseudognaphalium spp.,Pseudognaphalium spp.,not blooming,0,LCP/KAK,1,2014
N133,7/7/14,Pseudognaphalium spp.,Pseudognaphalium spp.,not blooming,0,KK,2,2014
N133,7/10/14,Pseudognaphalium spp.,Pseudognaphalium spp.,not blooming,0,LCP,3,2014
N133,7/18/14,Pseudognaphalium spp.,Pseudognaphalium spp.,not blooming,0,LTC,4,2014
N134,7/8/13,Gnaphalium sp.,Pseudognaphalium spp.,beginning to bloom,2,LCP,1,2013
N134,7/11/13,Gnaphalium sp.,Pseudognaphalium spp.,full,2,CRP,2,2013
N134,7/22/13,Gnaphalium sp.,Pseudognaphalium spp.,full,2,GH,3,2013
N134,7/25/13,Gnaphalium sp.,Pseudognaphalium spp.,full,2,CRP,4,2013
N134,6/17/14,Pseudognaphalium spp.,Pseudognaphalium spp.,not blooming,4,JPS,1,2014
N134,7/6/14,Pseudognaphalium spp.,Pseudognaphalium spp.,full bloom,2,LCP,2,2014
N134,7/9/14,Pseudognaphalium spp.,Pseudognaphalium spp.,full bloom,2,KK,3,2014
N134,7/17/14,Pseudognaphalium spp.,Pseudognaphalium spp.,full bloom,2,LCP,4,2014
L21,6/26/13,RAISCA,Raillardella scaposa,full,2,LCP,1,2013
L21,7/13/13,RAISCA,Raillardella scaposa,full,2,LKM,2,2013
L21,7/17/13,RAISCA,Raillardella scaposa,full,2,LCP,3,2013
L21,7/30/13,RAISCA,Raillardella scaposa,finishing,2,LCP,4,2013
L21,6/12/14,RAISCA,Raillardella scaposa,finishing,3,LKM,1,2014
L21,6/22/14,RAISCA,Raillardella scaposa,full bloom,2,LCP/EK,2,2014
L21,7/3/14,RAISCA,Raillardella scaposa,full bloom,2,KD,3,2014
L21,7/13/14,RAISCA,Raillardella scaposa,full bloom,2,KC,4,2014
L35,6/12/14,RIBCER,Ribes cereum var. cereum,full bloom,2,LTC,1,2014
P310,6/12/14,RIBCER,Ribes cereum var. cereum,finishing bloom,2,LCP,1,2014
P33,6/12/14,RIBCER,Ribes cereum var. cereum,finishing bloom,2,AJR,1,2014
L21,6/12/14,SENARO,Senecio aronicoides,full bloom,2,LKM,1,2014
L21,6/22/14,SENARO,Senecio aronicoides,finishing bloom,1,LCP/EK,2,2014
L33,6/23/14,SENARO,Senecio aronicoides,full bloom,2,LTC,2,2014
N131,6/14/14,SENARO,Senecio aronicoides,full bloom,3,LCP,1,2014
N131,6/25/14,SENARO,Senecio aronicoides,full bloom,3,KK,2,2014
N133,7/7/14,SENARO,Senecio aronicoides,finishing bloom,1,KK,2,2014
N134,6/17/14,SENARO,Senecio aronicoides,full bloom,3,JPS,1,2014
N139,6/18/14,SENARO,Senecio aronicoides,full bloom,3,JPS,1,2014
P310,6/12/14,SENARO,Senecio aronicoides,full bloom,2,LCP,1,2014
P310,6/24/14,SENARO,Senecio aronicoides,finishing bloom,2,LCP,2,2014
P33,7/2/14,SENARO,Senecio aronicoides,finishing bloom,1,LCP,3,2014
P37,7/1/14,SENARO,Senecio aronicoides,finishing bloom,1,LCP,3,2014
P43,6/13/14,SENARO,Senecio aronicoides,full bloom,2,LCP,1,2014
P43,7/3/14,SENARO,Senecio aronicoides,not blooming,0,LCP,3,2014
W04,6/14/14,SENARO,Senecio aronicoides,beginning to bloom to bloom,2,JPS/LTC,1,2014
W04,6/25/14,SENARO,Senecio aronicoides,finishing bloom,2,LCP,2,2014
W04,7/4/14,SENARO,Senecio aronicoides,not blooming,0,LCP,3,2014
L33,6/13/14,SENSCO,Senecio scorzonella,beginning to bloom to bloom,2,AJR,1,2014
L33,6/23/14,SENSCO,Senecio scorzonella,full bloom,2,LTC,2,2014
N135,6/18/14,SENSCO,Senecio scorzonella,finishing bloom,3,LTC,1,2014
P33,6/12/14,SENSCO,Senecio scorzonella,full bloom,2,AJR,1,2014
P33,6/22/14,SENSCO,Senecio scorzonella,full bloom,2,LTC,2,2014
P37,6/13/14,SENSCO,Senecio scorzonella,full bloom,3,JPS/LTC,1,2014
P43,6/24/14,SENSCO,Senecio scorzonella,finishing bloom,2,LTC,2,2014
N136,7/9/13,SENTRI,Senecio triangularis,finishing,1,GH,1,2013
N136,7/12/13,SENTRI,Senecio triangularis,finishing,1,LCP,2,2013
N136,7/24/13,SENTRI,Senecio triangularis,not blooming,0,CRP,3,2013
N136,7/26/13,SENTRI,Senecio triangularis,not blooming,0,LCP,4,2013
N136,6/17/14,SENTRI,Senecio triangularis,beginning to bloom to bloom,2,LTC,1,2014
N136,7/7/14,SENTRI,Senecio triangularis,full bloom,2,LCP,2,2014
N136,7/10/14,SENTRI,Senecio triangularis,finishing bloom,3,KK,3,2014
N136,7/17/14,SENTRI,Senecio triangularis,finishing bloom,1,LTC,4,2014
P24,6/12/14,SENTRI,Senecio triangularis,not blooming,2,JPS,1,2014
L24,6/27/13,SOLCAN,Solidago canadensis ssp. elongata,not blooming,0,LKM,1,2013
L24,7/13/13,SOLCAN,Solidago canadensis ssp. elongata,beginning to bloom,3,SB,2,2013
L24,7/18/13,SOLCAN,Solidago canadensis ssp. elongata,beginning to bloom,3,LCP,3,2013
L24,7/31/13,SOLCAN,Solidago canadensis ssp. elongata,finishing,4,LCP,4,2013
L24,6/13/14,SOLCAN,Solidago canadensis ssp. elongata,not blooming,0,LKM,1,2014
L24,6/23/14,SOLCAN,Solidago canadensis ssp. elongata,not blooming,0,LCP/EK,2,2014
L24,7/2/14,SOLCAN,Solidago canadensis ssp. elongata,beginning to bloom to bloom,4,MV/KD,3,2014
L24,7/13/14,SOLCAN,Solidago canadensis ssp. elongata,full bloom,4,LTC,4,2014
L35,6/27/13,SOLCAN,Solidago canadensis ssp. elongata,beginning to bloom,1,LCP,1,2013
L35,7/13/13,SOLCAN,Solidago canadensis ssp. elongata,beginning to bloom,4,SH,2,2013
L35,7/18/13,SOLCAN,Solidago canadensis ssp. elongata,beginning to bloom,4,CRP,3,2013
L35,7/29/13,SOLCAN,Solidago canadensis ssp. elongata,full,4,LCP,4,2013
L35,6/12/14,SOLCAN,Solidago canadensis ssp. elongata,not blooming,0,LTC,1,2014
L35,6/22/14,SOLCAN,Solidago canadensis ssp. elongata,not blooming,0,KK,2,2014
L35,7/3/14,SOLCAN,Solidago canadensis ssp. elongata,beginning to bloom to bloom,2,MV,3,2014
L35,7/13/14,SOLCAN,Solidago canadensis ssp. elongata,beginning to bloom to bloom,3,LCP,4,2014
N134,7/8/13,SOLCAN,Solidago canadensis ssp. elongata,not blooming,0,LCP,1,2013
N134,7/11/13,SOLCAN,Solidago canadensis ssp. elongata,not blooming,0,CRP,2,2013
N134,7/22/13,SOLCAN,Solidago canadensis ssp. elongata,full,2,GH,3,2013
N134,7/25/13,SOLCAN,Solidago canadensis ssp. elongata,full,2,CRP,4,2013
N134,6/17/14,SOLCAN,Solidago canadensis ssp. elongata,not blooming,2,JPS,1,2014
N134,7/6/14,SOLCAN,Solidago canadensis ssp. elongata,full bloom,1,LCP,2,2014
N134,7/9/14,SOLCAN,Solidago canadensis ssp. elongata,full bloom,2,KK,3,2014
N134,7/17/14,SOLCAN,Solidago canadensis ssp. elongata,full bloom,1,LCP,4,2014
N136,7/9/13,SOLCAN,Solidago canadensis ssp. elongata,not blooming,0,GH,1,2013
N136,7/12/13,SOLCAN,Solidago canadensis ssp. elongata,not blooming,0,LCP,2,2013
N136,7/24/13,SOLCAN,Solidago canadensis ssp. elongata,full,2,CRP,3,2013
N136,7/26/13,SOLCAN,Solidago canadensis ssp. elongata,full,2,LCP,4,2013
N136,6/17/14,SOLCAN,Solidago canadensis ssp. elongata,not blooming,0,LTC,1,2014
N136,7/7/14,SOLCAN,Solidago canadensis ssp. elongata,,,LCP,2,2014
N136,7/10/14,SOLCAN,Solidago canadensis ssp. elongata,finishing bloom,2,KK,3,2014
N136,7/17/14,SOLCAN,Solidago canadensis ssp. elongata,not blooming,0,LTC,4,2014
N137,7/9/13,SOLCAN,Solidago canadensis ssp. elongata,full,2,CRP,1,2013
N137,7/12/13,SOLCAN,Solidago canadensis ssp. elongata,full,2,GH,2,2013
N137,7/24/13,SOLCAN,Solidago canadensis ssp. elongata,full,2,LCP,3,2013
N137,7/26/13,SOLCAN,Solidago canadensis ssp. elongata,finishing,2,CRP,4,2013
N137,6/19/14,SOLCAN,Solidago canadensis ssp. elongata,not blooming,0,LCP/KAK,1,2014
N137,7/7/14,SOLCAN,Solidago canadensis ssp. elongata,not blooming,0,LTC,2,2014
N137,7/10/14,SOLCAN,Solidago canadensis ssp. elongata,not blooming,0,LTC,3,2014
N137,7/19/14,SOLCAN,Solidago canadensis ssp. elongata,full bloom,1,LTC,4,2014
P310,6/29/13,SOLCAN,Solidago canadensis ssp. elongata,not blooming,0,LCP,1,2013
P310,7/13/13,SOLCAN,Solidago canadensis ssp. elongata,not blooming,0,BES,2,2013
P310,7/17/13,SOLCAN,Solidago canadensis ssp. elongata,beginning to bloom,2,CRP,3,2013
P310,7/31/13,SOLCAN,Solidago canadensis ssp. elongata,full,2,GH,4,2013
P310,6/12/14,SOLCAN,Solidago canadensis ssp. elongata,not blooming,0,LCP,1,2014
P310,6/24/14,SOLCAN,Solidago canadensis ssp. elongata,not blooming,0,LCP,2,2014
P310,7/1/14,SOLCAN,Solidago canadensis ssp. elongata,not blooming,0,KK,3,2014
P310,7/13/14,SOLCAN,Solidago canadensis ssp. elongata,finishing bloom,2,CV,4,2014
W04,6/30/13,SOLCAN,Solidago canadensis ssp. elongata,not blooming,0,CRP,1,2013
W04,7/14/13,SOLCAN,Solidago canadensis ssp. elongata,full,1,LCP,2,2013
W04,7/20/13,SOLCAN,Solidago canadensis ssp. elongata,full,1,GH,3,2013
W04,8/1/13,SOLCAN,Solidago canadensis ssp. elongata,full,2,GH,4,2013
W04,6/14/14,SOLCAN,Solidago canadensis ssp. elongata,not blooming,0,JPS/LTC,1,2014
W04,6/25/14,SOLCAN,Solidago canadensis ssp. elongata,not blooming,0,LCP,2,2014
W04,7/4/14,SOLCAN,Solidago canadensis ssp. elongata,not blooming,0,LCP,3,2014
W04,7/14/14,SOLCAN,Solidago canadensis ssp. elongata,full bloom,1,LTC,4,2014
N136,7/9/13,STAALB,Stachys albens,full,3,GH,1,2013
N136,7/12/13,STAALB,Stachys albens,full,3,LCP,2,2013
N136,7/24/13,STAALB,Stachys albens,full,4,CRP,3,2013
N136,7/26/13,STAALB,Stachys albens,full,3,LCP,4,2013
N136,6/17/14,STAALB,Stachys albens,not blooming,0,LTC,1,2014
N136,7/7/14,STAALB,Stachys albens,not blooming,0,LCP,2,2014
N136,7/10/14,STAALB,Stachys albens,not blooming,0,KK,3,2014
N136,7/17/14,STAALB,Stachys albens,beginning to bloom to bloom,1,LTC,4,2014
P33,6/27/13,Stephanomeria sp.,Stephanomeria sp.,not blooming,0,CRP,1,2013
P33,7/13/13,Stephanomeria sp.,Stephanomeria sp.,not blooming,0,RW,2,2013
P33,7/18/13,Stephanomeria sp.,Stephanomeria sp.,not blooming,0,GH,3,2013
P33,7/29/13,Stephanomeria sp.,Stephanomeria sp.,full,2,CRP,4,2013
P33,6/12/14,Stephanomeria sp.,Stephanomeria sp.,not blooming,0,AJR,1,2014
P33,6/22/14,Stephanomeria sp.,Stephanomeria sp.,not blooming,0,LTC,2,2014
P33,7/2/14,Stephanomeria sp.,Stephanomeria sp.,not blooming,0,LCP,3,2014
P33,7/13/14,Stephanomeria sp.,Stephanomeria sp.,not blooming,0,LMH,4,2014
L33,6/13/14,STRTOR,Streptanthus tortuosus,finishing bloom,1,AJR,1,2014
L21,6/26/13,TRADUB,Tragopogon dubius,beginning to bloom,1,LCP,1,2013
L21,7/13/13,TRADUB,Tragopogon dubius,full,1,LKM,2,2013
L21,7/17/13,TRADUB,Tragopogon dubius,full,1,LCP,3,2013
L21,7/30/13,TRADUB,Tragopogon dubius,finishing,1,LCP,4,2013
L21,6/12/14,TRADUB,Tragopogon dubius,full bloom,1,LKM,1,2014
L21,6/22/14,TRADUB,Tragopogon dubius,full bloom,1,LCP/EK,2,2014
L21,7/3/14,TRADUB,Tragopogon dubius,not blooming,0,KD,3,2014
L21,7/13/14,TRADUB,Tragopogon dubius,full bloom,1,KC,4,2014
L24,6/27/13,TRADUB,Tragopogon dubius,not blooming,0,LKM,1,2013
L24,7/13/13,TRADUB,Tragopogon dubius,full,1,SB,2,2013
L24,7/18/13,TRADUB,Tragopogon dubius,finishing,1,LCP,3,2013
L24,7/31/13,TRADUB,Tragopogon dubius,finishing,1,LCP,4,2013
L24,6/13/14,TRADUB,Tragopogon dubius,not blooming,0,LKM,1,2014
L24,6/23/14,TRADUB,Tragopogon dubius,not blooming,0,LCP/EK,2,2014
L24,7/2/14,TRADUB,Tragopogon dubius,not blooming,0,MV/KD,3,2014
L24,7/13/14,TRADUB,Tragopogon dubius,finishing bloom,2,LTC,4,2014
L24,6/13/14,TRIIXI,Triteleia ixioides ssp. anilina,beginning to bloom to bloom,2,LKM,1,2014
N136,7/9/13,VERCAL,Veratrum californicum,beginning to bloom,1,GH,1,2013
N136,7/12/13,VERCAL,Veratrum californicum,beginning to bloom,1,LCP,2,2013
N136,7/24/13,VERCAL,Veratrum californicum,full,2,CRP,3,2013
N136,7/26/13,VERCAL,Veratrum californicum,full,2,LCP,4,2013
N136,6/17/14,VERCAL,Veratrum californicum,not blooming,0,LTC,1,2014
N136,7/7/14,VERCAL,Veratrum californicum,not blooming,0,LCP,2,2014
N136,7/10/14,VERCAL,Veratrum californicum,not blooming,0,KK,3,2014
N136,7/17/14,VERCAL,Veratrum californicum,not blooming,0,LTC,4,2014
L24,6/13/14,VIOPUR,Viola purpurea,full bloom,2,LKM,1,2014
P37,6/13/14,VIOPUR,Viola purpurea,full bloom,2,JPS/LTC,1,2014
L21,6/26/13,WYEMOL,Wyethia mollis,full,3,LCP,1,2013
L21,7/13/13,WYEMOL,Wyethia mollis,finishing,3,LKM,2,2013
L21,7/17/13,WYEMOL,Wyethia mollis,finishing,2,LCP,3,2013
L21,7/30/13,WYEMOL,Wyethia mollis,finishing,1,LCP,4,2013
L21,6/12/14,WYEMOL,Wyethia mollis,full bloom,4,LKM,1,2014
