"GenusSpecies","NestLoc","Excavate","Sociality","Lecty","MeanITD","Specimen1","Specimen2","Specimen3","Specimen4","Specimen5","Neal","InKremen","PredForDist_Typical","CILow_Typical","CIHigh_Typical","PredForDist_Feeder","CILow_Feeder","CIHigh_Feeder","PredForDist_HomingMax","CILow_HomingMax","CIHigh_HomingMax","abun.net","abun.pan","num.occ.net","num.occ.pan","degree","normalised.degree","nestedrank","species.strength","interaction.push.pull","PDI","resource.range","species.specificity.index","PSI","node.specialisation.index.NSI","betweenness","weighted.betweeness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.similarity","proportional.generality","d"
"Megachile gentilis","above","rent","solitary","polylectic",2.6466668,2.4,2.5,3,2.666667,2.666667,"yes","yes","0.761390457","0.254245059","2.280144327","1.243218288","0.505344833","2.639455343","1.061630296","0.379912249","2.814013482",43,5,31,5,"9","0.0714285714285714","0.228813559322034","0.278721272707437","-0.0801420808102847","0.99304347826087","0.936","0.573980625795448","0.0317656728799501","1.1864406779661",NA,"0",NA,"0.00243510697362896","3.46793565212692","1.5116683158578","4.53428911416176","0.237727110404991","0.298835336664288","0.294025000580466"
"Megachile lippiae","below","rent","solitary","polylectic",3.095238,3.095238,NA,NA,NA,NA,"no","yes","0.949167595","0.291756641","3.087912995","1.454955527","0.546743071","3.871828826","1.334659452","0.439955258","3.808321405",10,1,6,1,"3","0.0238095238095238","0.559322033898305","0.0118344758020891","-0.32938850806597","0.996571428571429","0.984","0.732338719446132","0.00561636386542913","1.52542372881356",NA,"0",NA,"0.00103192383464475","1.45308758935639","0.801818552543337","2.22959187392042","0.172046380445002","0.146942733798337","0.219875170399438"
"Megachile montivaga","above","rent","solitary","polylectic",2.5764227776,2.585365854,2.536585366,2.926829268,2.1666667,2.6666667,"yes","yes","0.733093179","0.248304037","2.16438531","1.210075339","0.498554602","2.952423404","1.02069489","0.370454358","2.671462909",6,5,6,4,"5","0.0396825396825397","0.423728813559322","0.182443744499382","-0.163511251100124","0.984","0.968","0.46475800154489","0.030735697974856","1.26271186440678",NA,"0",NA,"0.000684729725947595","14.1163394064178","1.56071040904141","4.7622031559046","0.273529719001358","0.31385616301213","0.244748027132646"
"Megachile occidentalis","mix","rent",NA,"polylectic",NA,NA,NA,NA,NA,NA,"no","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,"1","0.00793650793650794","0.974576271186441","0.00429184549356223","-0.995708154506438","1","1","1","0.00429184549356223","1.90677966101695",NA,"0",NA,"0.000131512344865066","8196.04299273653","0","1","0.0182544656847383","0.0659056644030367","0.33022115943753"
"Megachile onobrychidis","mix","rent","solitary","polylectic",2.575609756,2.487804878,2.487804878,2.487804878,2.682926829,2.731707317,"yes","yes","0.732767483","0.24823516","2.16306257","1.209691759","0.498475475","2.786234327","1.020224077","0.370344796","2.669833934",103,16,52,15,"23","0.182539682539683","0.076271186440678","1.55152432315245","0.0239793183979325","0.98141935483871","0.824","0.405055245734796","0.0902512873474918","1.11016949152542",NA,"0.007070340826686",NA,"0.00323948093842949","9.19371517777517","2.31005965396748","10.0750256523401","0.332261852966322","0.664001259495111","0.310201488496783"
"Megachile parallela","mix","rent","solitary","polylectic",3.2892218532,3.414634146,3.12195122,3.1666667,3.2666667,3.4761905,"yes","yes","1.033980635","0.307769722","3.473752858","1.546565236","0.563715204","4.489034353","1.458685372","0.465746891","4.283046661",17,1,8,1,"4","0.0317460317460317","0.440677966101695","0.0742807705645267","-0.231429807358868","0.995636363636364","0.976","0.690519086627256","0.0117855452850134","1.52542372881356",NA,"0",NA,"0.00149938863116422","1.64909539389648","0.955447141393767","2.59983281592779","0.173456596678157","0.171343709070539","0.257868986689146"
"Megachile rotundata","above","rent","solitary","oligolectic",2.1951219512,2.292682927,2.146341463,2.097560976,2.243902439,2.195121951,"yes","yes","0.585089151","0.215695479","1.58709546","1.030242142","0.459971439","2.463721425","0.807630865","0.318818843","1.960287222",31,1,23,1,"12","0.0952380952380952","0.152542372881356","0.328048408873498","-0.0559959659272085","0.980444444444444","0.912","0.374026659113181","0.0270437958324813","1.16949152542373",NA,"0",NA,"0.0021149810694811","7.1824712950051","2.18097610196535","8.85494537128757","0.278123452047594","0.583591057947301","0.249226663040684"
"Megachile texana","below","rent",NA,"polylectic",3.3375,3.15625,3.4375,3.5,3.4375,3.15625,"no","yes","1.05541259","0.311737017","3.573190463","1.569368655","0.567861252","3.987348204","1.490089238","0.472150783","4.405371849",0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Melecta edwardsii","below",NA,"parasite",NA,3.262195122,3.56097561,3.0625,2.96875,3.21875,3.5,"yes","no","1.022038545","0.305545708","3.418679295","1.533800247","0.561380979","4.781915932","1.441197605","0.462159337","4.215293436",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Melissodes agilis","below","ex","solitary","oligolectic",2.6000002,2.619048,2.857143,2.52381,2.380952,2.619048,"yes","yes","0.742556514","0.250300301","2.202914554","1.221199327","0.500843889","3.010546164","1.034378126","0.373630685","2.718911312",443,121,44,38,"18","0.142857142857143","0.0932203389830508","2.07804513833987","0.0598913965744372","0.99399209486166","0.864","0.616002595160375","0.256133179115969","1.15254237288136",NA,"0.108714043993232",NA,"0.00395650734768486","3.76956652526681","1.41306816597151","4.10854177372468","0.246210596535261","0.270776175324956","0.47629575847993"
"Melissodes communis alopex","below","ex","solitary","polylectic",2.79375,2.6875,2.71875,2.875,2.90625,2.78125,"no","yes","0.821634201","0.266623849","2.531966897","1.312628717","0.519278553","3.129835678","1.148971577","0.399665518","3.12406349",3,16,2,2,"1","0.00793650793650794","0.805084745762712","0.0186335403726708","-0.981366459627329","1","1","1","0.0186335403726708","1.72881355932203",NA,"0",NA,"0.000373905196302505","0.525260979927648","0","1","0.0126136007521153","0.0659056644030367","0.483304220198137"
"Melissodes lupina","below","ex","solitary","oligolectic",2.2048780488,2.243902439,2.146341463,2.097560976,2.341463415,2.195121951,"yes","yes","0.588753781","0.216537914","1.600786705","1.034841753","0.46099842","2.385197118","0.812883461","0.320146655","1.977159766",332,670,108,137,"26","0.206349206349206","0.0423728813559322","3.6736103938369","0.102831168993727","0.983926605504587","0.8","0.399898485036296","0.0973227621230491","1.09322033898305",NA,"0.0127507855934252",NA,"0.0038799636037442","6.63031904677231","2.27253183538042","9.70393851311487","0.405944500921036","0.639544515033051","0.255426447376635"
"Melissodes robustior","below","ex","solitary","oligolectic",2.762812156,2.87804878,3,2.904762,2.5625,2.46875,"yes","yes","0.808852343","0.264026751","2.47793873","1.298027353","0.516378566","3.469992338","1.130419352","0.395516106","3.057548784",170,18,30,12,"9","0.0714285714285714","0.220338983050847","0.63007483385343","-0.0411027962385078","0.987393939393939","0.936","0.547577489736782","0.140559068378283","1.22033898305085",NA,"0",NA,"0.00339024233023975","2.02639500539358","1.42435193243949","4.15516414291094","0.23472173576419","0.27384885354222","0.413440009692724"
"Melissodes stearnsi","below","ex","solitary","oligolectic",2.0390243902,2.048780488,2.048780488,2.195121951,1.902439024,2,"yes","yes","0.527370199","0.202153287","1.375784338","0.956661231","0.44322008","2.079788382","0.725072135","0.297522206","1.699832594",28,555,12,78,"8","0.0634920634920635","0.254237288135593","0.246939658459789","-0.0941325426925264","0.994","0.944","0.59976185750203","0.0465211347217943","1.22881355932203",NA,"0",NA,"0.00186908825498252","3.74162175447864","1.43211758637805","4.18755732402985","0.274063213502261","0.275983747665989","0.333895457256471"
"Melissodes tepida timberlakei","below","ex","solitary","polylectic",2.2146341464,2.146341463,2.341463415,2.097560976,2.243902439,2.243902439,"yes","yes","0.592425032","0.217379899","1.614534829","1.039441456","0.462023144","2.230735812","0.818146801","0.321474099","1.99410208",25,80,20,54,"9","0.0714285714285714","0.23728813559322","0.187480769394312","-0.0902799145117431","0.985777777777778","0.936","0.436319149247429","0.0290438683559282","1.29661016949153",NA,"0",NA,"0.0018485587219213","5.04312432201323","1.88694915552284","6.59920479074676","0.284211845816358","0.434924976265868","0.285470343505744"
"Neopasites serriae","below",NA,"parasite",NA,NA,NA,NA,NA,NA,NA,"yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nomada hesperia",NA,NA,"parasite",NA,2.09375,2.09375,NA,NA,NA,NA,"no","yes","0.547407534","0.206914802","1.448204795","0.982454859","0.449163168","2.148924084","0.753695347","0.304999778","1.789104953",0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nomada sp. 1","below",NA,"parasite",NA,2.1951219512,2.390243902,2.292682927,2,2.195121951,2.097560976,"yes","no","0.585089151","0.215695479","1.58709546","1.030242142","0.459971439","2.623311931","0.807630865","0.318818843","1.960287222",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nomada sp. 2","below",NA,"parasite",NA,1.365853659,1.365853659,NA,NA,NA,NA,"yes","no","0.299985938","0.142140118","0.633118671","0.639665335","0.362329243","1.129281583","0.403640938","0.204375192","0.783604037",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nomada sp. 3","below",NA,"parasite",NA,2.0677051952,2.097560976,2.168675,2.168675,1.927711,1.975904,"yes","yes","0.537844444","0.204650622","1.413514619","0.970178868","0.446344511","2.15481789","0.740029441","0.301442631","1.746343816",4,10,3,6,"3","0.0238095238095238","0.601694915254237","0.11038803371816","-0.296537322093947","0.992","0.984","0.608276253029822","0.0277430364669232","1.49152542372881",NA,"0",NA,"0.000482343334845862","5.4525502646135","1.03972077083992","2.82842712474619","0.277029144468819","0.186409368871968","0.269722610184872"
"Nomada sp. 4","below",NA,"parasite",NA,1.672131148,1.672131148,NA,NA,NA,NA,"yes","no","0.398854908","0.169805632","0.936866674","0.78382013","0.401136725","1.531582521","0.54255162","0.247045534","1.158531204",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nomada sp. 5","below",NA,"parasite",NA,1.0760420458,1.081967213,0.852459016,1.180723,1.108434,1.156627,"yes","yes","0.214421924","0.115258527","0.398901172","0.503395586","0.321376567","0.795053795","0.284829999","0.163439482","0.494227236",0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nomada sp. 7","below",NA,"parasite",NA,1.804878049,1.804878049,NA,NA,NA,NA,"yes","no","0.444148627","0.181599871","1.086278321","0.846338321","0.416848107","1.718344262","0.606654106","0.265381859","1.342848348",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nomada sp. A","below",NA,"parasite",NA,1.58333333333333,1.625,1.46875,1.65625,NA,NA,"no","yes","0.36935892","0.161853196","0.842899709","0.742012534","0.390278297","1.467029299","0.500954774","0.234729179","1.042578508",3,1,2,1,"1","0.00793650793650794","0.813559322033898","0.000876168224299065","-0.999123831775701","1","1","1","0.000876168224299065","1.50847457627119",NA,"0",NA,"0.000372572651331017","0.525260979927648","0","1","0.268254465684738","0.0659056644030367","0.0866925386779499"
"Osmia aglaia","above","rent","solitary","polylectic",2.1951219514,2.097560976,2.195121951,2.097560976,2.292682927,2.292682927,"yes","yes","0.585089151","0.215695479","1.587095461","1.030242142","0.459971439","2.15481789","0.807630865","0.318818843","1.960287223",4,1,3,1,"3","0.0238095238095238","0.610169491525424","0.0752913752913753","-0.308236208236208","0.992","0.984","0.608276253029822","0.024504662004662","1.6864406779661",NA,"0",NA,"0.000482669085477162","5.4525502646135","1.03972077083992","2.82842712474619","0.0133187088686932","0.186409368871968","0.500589354015546"
"Osmia atrocyanea","above","rent","solitary","polylectic",2.819512195,3.024390244,2.87804878,2.780487805,2.731707317,2.682926829,"yes","yes","0.83232194","0.268783819","2.577386598","1.324787951","0.521681237","3.739126355","1.164492777","0.403118564","3.179977748",2,6,2,6,"2","0.0158730158730159","0.754237288135593","0.055883510428965","-0.472058244785518","0.992","0.992","0.70427267446636","0.0279417552144825","1.82203389830508",NA,"0",NA,"0.000255797307340675","17872.483199054","0.693147180559945","2","0.0111250391726731","0.131811328806073","0.516088089161831"
"Osmia bakeri","above","rent","solitary","oligolectic",NA,NA,NA,NA,NA,NA,"yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Osmia bridwelli",NA,"rent","solitary","polylectic",3.22,3.3,2.9,3.4,3.2,3.3,"yes","no","1.003474759","0.302069029","3.333547952","1.513872036","0.557717398","4.263994272","1.4140287","0.456554578","4.110557356",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Osmia cara",NA,"rent","solitary","polylectic",3.07317073166667,2.926829268,3.317073171,2.975609756,NA,NA,"yes","no","0.939653624","0.289927455","3.045413323","1.44453578","0.544779249","3.558952094","1.320772501","0.437014927","3.756023295",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Osmia coloradensis","above","rent","solitary","oligolectic",2.312195122,2.243902439,2.341463415,2.292682927,2.390243902,2.292682927,"yes","yes","0.62949798","0.225775429","1.755140979","1.085443461","0.472149479","2.385197118","0.871365639","0.334728618","2.167358053",1,0,1,0,"1","0.00793650793650794","0.983050847457627","0.000292056074766355","-0.999707943925234","1","1","1","0.000292056074766355","1.50847457627119",NA,"0",NA,"0.000131799957128366","8196.04299273653","0","1","0.268254465684738","0.0659056644030367","0"
"Osmia cyanella","above","rent","solitary","polylectic",2.4487804876,2.43902439,2.43902439,2.43902439,2.487804878,2.43902439,"yes","no","0.682478287","0.237457768","1.961513478","1.149860944","0.485975987","2.70436081","0.947626554","0.35322635","2.421596079",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Osmia gaudiosa","above","rent","solitary","oligolectic",1.69045413333333,1.686747,1.6923077,1.6923077,NA,NA,"no","yes","0.40502236","0.171440136","0.956853604","0.792448187","0.403341342","1.551790172","0.551264481","0.24958177","1.183191079",9,5,6,2,"7","0.0555555555555556","0.330508474576271","0.277069375982419","-0.103275803431083","0.984","0.952","0.422689799577263","0.0383612437960264","1.61016949152542",NA,"0",NA,"0.000685940987627401","14.4864655897504","1.83102048111352","6.24025146915571","0.0290661234722657","0.411267919116733","0.49980710444682"
"Osmia glauca","above","rent","solitary","oligolectic",1.6097560975,1.463414634,1.512195122,1.463414634,NA,2,"yes","yes","0.37806701","0.164225039","0.87035853","0.754451761","0.39354029","1.252941668","0.513222618","0.238398473","1.076464813",0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Osmia granulosa",NA,"rent","solitary",NA,2.0585365854,2.097560976,1.951219512,1.951219512,2.097560976,2.195121951,"yes","yes","0.534489576","0.203852739","1.401399403","0.96585749","0.445348057","2.15481789","0.735237439","0.300189732","1.731409341",2,8,2,8,"2","0.0158730158730159","0.76271186440678","0.00650323619898996","-0.496748381900505","0.992","0.992","0.70427267446636","0.00325161809949498","1.38135593220339",NA,"0",NA,"0.000255662353516904","17872.483199054","0.693147180559945","2","0.280868066436854","0.131811328806073","0.184050365961235"
"Osmia laeta","above","rent","solitary","polylectic",1.951219512,1.951219512,2,2.195121951,2.146341463,1.463414634,"yes","yes","0.49567861","0.194481081","1.263348001","0.915283047","0.433516465","1.932436534","0.679886392","0.285498252","1.561211745",4,1,2,1,"2","0.0158730158730159","0.677966101694915","0.0817099567099567","-0.459145021645022","0.997333333333333","0.992","0.788669766125214","0.0374729437229437","1.83050847457627",NA,"0",NA,"0.000472712676113712","1.59180960033126","0.562335144618808","1.75476535060332","0.00853964274522093","0.11564897630294","0.558832574277575"
"Osmia lignaria propinqua","above","rent","solitary","polylectic",2.84000008,2.766667,2.6666667,3,3.1666667,2.6,"yes","yes","0.840850077","0.270499872","2.613786278","1.334458176","0.523584238","3.269726998","1.176883183","0.405863251","3.224786246",9,0,5,0,"4","0.0317460317460317","0.474576271186441","0.115493763331636","-0.221126559167091","0.996","0.976","0.690893141761686","0.0335365741175938","1.63559322033898",NA,"0",NA,"0.00086863721235889","2.75920033713485","1.00271826451752","2.72568088924821","0.0354904418677531","0.179637809956563","0.483255402198027"
"Osmia montana","above","rent","solitary",NA,2.487804878,2.487804878,2.536585366,2.682926829,NA,2.243902439,"yes","no","0.697841341","0.240780926","2.022512934","1.168268966","0.48985556","2.786234327","0.96978364","0.358499364","2.496731813",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Osmia montana quadriceps","above","rent","solitary","oligolectic",NA,NA,NA,NA,NA,NA,"yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Osmia nemoris","mix","rent","solitary","polylectic",2.2146341464,2.195121951,2.097560976,2.097560976,2.195121951,2.487804878,"yes","yes","0.592425032","0.217379899","1.614534829","1.039441456","0.462023144","2.307532121","0.818146801","0.321474099","1.99410208",3,311,3,78,"3","0.0238095238095238","0.627118644067797","0.0340899126927461","-0.321970029102418","0.984","0.984","0.572712842531054","0.0113633042309154","1.6864406779661",NA,"0",NA,"0.000372240499111163","26534.1902247895","1.09861228866811","3","0.0326700094014416","0.19771699320911","0.391976977241938"
"Osmia nigrifrons","above","rent","solitary","oligolectic",2.4878048778,2.87804878,2.292682927,2.390243902,2.43902439,2.43902439,"yes","no","0.697841341","0.240780926","2.022512934","1.168268966","0.48985556","3.469992338","0.96978364","0.358499364","2.496731813",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Osmia pusilla","above","rent","solitary","polylectic",NA,NA,NA,NA,NA,NA,"no","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Osmia regulina","above","rent","solitary","polylectic",1.9756685248,2,1.951219512,2.048780488,1.902439024,1.9759036,"yes","yes","0.504445764","0.196621504","1.294189721","0.926803852","0.43623984","2.005657676","0.692375803","0.288849637","1.599238631",14,15,7,13,"5","0.0396825396825397","0.398305084745763","0.0681195654881344","-0.186376086902373","0.995428571428571","0.968","0.65842285892656","0.0299081027914114","1.44067796610169",NA,"0",NA,"0.0011072601581681","3.53812044724699","1.15958881430863","3.18862189082652","0.132980541864904","0.210148244244989","0.393835991726949"
"Osmia sp. FA",NA,"rent","solitary",NA,1.707317073,1.707317073,NA,NA,NA,NA,"yes","no","0.410722523","0.172942503","0.975428183","0.8003891","0.405359814","1.580380416","0.559321711","0.251914385","1.206107359",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Osmia sp. FC",NA,"rent","solitary",NA,2.195121951,2.195121951,NA,NA,NA,NA,"yes","no","0.585089151","0.215695479","1.58709546","1.030242142","0.459971439","2.307532121","0.807630865","0.318818843","1.960287222",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Osmia sp. FE",NA,"rent","solitary",NA,NA,NA,NA,NA,NA,NA,"yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Osmia texana","above","rent","solitary","oligolectic",2.80048204,2.666667,2.566667,2.6024096,3.0333333,3.1333333,"yes","yes","0.8244232","0.267188513","2.54379803","1.315806055","0.519907469","3.093365794","1.153021142","0.400568042","3.138628508",6,2,2,2,"2","0.0158730158730159","0.661016949152542","0.0654390345401581","-0.467280482729921","0.9984","0.992","0.848528137423857","0.0483596892772923","1.78813559322034",NA,"0",NA,"0.000685489762806114","1.05052243819541","0.450561208866305","1.5691925832142","0.0154340332184268","0.103418679773049","0.557075552576536"
"Osmia trevoris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
