"Site","Date","BloomStatus","FlowerNum","PlantGenus","PlantSpecies","PlantVar","PlantSubSpecies","Year","doy","Occ","logFlowerNum","PlantGenusSpecies","SiteStatus"
"P310",2014-07-01,"beginning to bloom to bloom",1,"Erigeron","brewerii","var.","brewerii","2014",182,1,1,"Erigeron brewerii var. brewerii","HIGH"
"P310",2014-07-13,"finishing bloom",2,"Erigeron","brewerii","var.","brewerii","2014",194,1,10,"Erigeron brewerii var. brewerii","HIGH"
"P33",2013-06-27,"full bloom",2,"Erigeron","brewerii","var.","brewerii","2013",178,1,10,"Erigeron brewerii var. brewerii","HIGH"
"P33",2013-07-13,"full bloom",2,"Erigeron","brewerii","var.","brewerii","2013",194,1,10,"Erigeron brewerii var. brewerii","HIGH"
"P33",2013-07-18,"full bloom",2,"Erigeron","brewerii","var.","brewerii","2013",199,1,10,"Erigeron brewerii var. brewerii","HIGH"
"P33",2013-07-29,"full bloom",4,"Erigeron","brewerii","var.","brewerii","2013",210,1,1000,"Erigeron brewerii var. brewerii","HIGH"
"P33",2014-06-12,"not blooming",0,"Erigeron","brewerii","var.","brewerii","2014",163,0,0,"Erigeron brewerii var. brewerii","HIGH"
"P33",2014-06-22,"not blooming",0,"Erigeron","brewerii","var.","brewerii","2014",173,0,0,"Erigeron brewerii var. brewerii","HIGH"
"P33",2014-07-02,"not blooming",0,"Erigeron","brewerii","var.","brewerii","2014",183,0,0,"Erigeron brewerii var. brewerii","HIGH"
"P33",2014-07-13,"finishing bloom",2,"Erigeron","brewerii","var.","brewerii","2014",194,1,10,"Erigeron brewerii var. brewerii","HIGH"
"P43",2013-06-28,"full bloom",2,"Erigeron","brewerii","var.","brewerii","2013",179,1,10,"Erigeron brewerii var. brewerii","LOW"
"P43",2013-07-13,"finishing bloom",2,"Erigeron","brewerii","var.","brewerii","2013",194,1,10,"Erigeron brewerii var. brewerii","LOW"
"P43",2013-07-17,"finishing bloom",2,"Erigeron","brewerii","var.","brewerii","2013",198,1,10,"Erigeron brewerii var. brewerii","LOW"
"P43",2013-07-30,"not blooming",0,"Erigeron","brewerii","var.","brewerii","2013",211,0,0,"Erigeron brewerii var. brewerii","LOW"
"P43",2014-06-13,"not blooming",0,"Erigeron","brewerii","var.","brewerii","2014",164,0,0,"Erigeron brewerii var. brewerii","LOW"
"P43",2014-06-24,"not blooming",0,"Erigeron","brewerii","var.","brewerii","2014",175,0,0,"Erigeron brewerii var. brewerii","LOW"
"P43",2014-07-03,"not blooming",0,"Erigeron","brewerii","var.","brewerii","2014",184,0,0,"Erigeron brewerii var. brewerii","LOW"
"P43",2014-07-13,"full bloom",1,"Erigeron","brewerii","var.","brewerii","2014",194,1,1,"Erigeron brewerii var. brewerii","LOW"
"W04",2013-06-30,"full bloom",2,"Erigeron","brewerii","var.","brewerii","2013",181,1,10,"Erigeron brewerii var. brewerii","HIGH"
"W04",2013-07-14,"full bloom",2,"Erigeron","brewerii","var.","brewerii","2013",195,1,10,"Erigeron brewerii var. brewerii","HIGH"
"W04",2013-07-20,"finishing bloom",2,"Erigeron","brewerii","var.","brewerii","2013",201,1,10,"Erigeron brewerii var. brewerii","HIGH"
"W04",2013-08-01,"finishing bloom",2,"Erigeron","brewerii","var.","brewerii","2013",213,1,10,"Erigeron brewerii var. brewerii","HIGH"
"W04",2014-06-14,"not blooming",0,"Erigeron","brewerii","var.","brewerii","2014",165,0,0,"Erigeron brewerii var. brewerii","HIGH"
"W04",2014-06-25,"not blooming",0,"Erigeron","brewerii","var.","brewerii","2014",176,0,0,"Erigeron brewerii var. brewerii","HIGH"
"W04",2014-07-04,"not blooming",0,"Erigeron","brewerii","var.","brewerii","2014",185,0,0,"Erigeron brewerii var. brewerii","HIGH"
"W04",2014-07-14,"beginning to bloom to bloom",3,"Erigeron","brewerii","var.","brewerii","2014",195,1,100,"Erigeron brewerii var. brewerii","HIGH"
"L21",2013-06-26,"beginning to bloom",1,"Eriogonum","nudum","var.","nudum","2013",177,1,1,"Eriogonum nudum var. nudum","MOD"
"L21",2013-07-13,"full bloom",5,"Eriogonum","nudum","var.","nudum","2013",194,1,10000,"Eriogonum nudum var. nudum","MOD"
"L21",2013-07-17,"full bloom",5,"Eriogonum","nudum","var.","nudum","2013",198,1,10000,"Eriogonum nudum var. nudum","MOD"
"L21",2013-07-30,"finishing bloom",5,"Eriogonum","nudum","var.","nudum","2013",211,1,10000,"Eriogonum nudum var. nudum","MOD"
"L21",2014-06-12,"not blooming",0,"Eriogonum","nudum","var.","nudum","2014",163,0,0,"Eriogonum nudum var. nudum","MOD"
"L21",2014-06-22,"beginning to bloom to bloom",2,"Eriogonum","nudum","var.","nudum","2014",173,1,10,"Eriogonum nudum var. nudum","MOD"
"L21",2014-07-03,"full bloom",4,"Eriogonum","nudum","var.","nudum","2014",184,1,1000,"Eriogonum nudum var. nudum","MOD"
"L21",2014-07-13,"full bloom",4,"Eriogonum","nudum","var.","nudum","2014",194,1,1000,"Eriogonum nudum var. nudum","MOD"
"N131",2013-06-30,"full bloom",3,"Eriogonum","nudum","var.","nudum","2013",181,1,100,"Eriogonum nudum var. nudum","LOW"
"N131",2013-07-14,"full bloom",4,"Eriogonum","nudum","var.","nudum","2013",195,1,1000,"Eriogonum nudum var. nudum","LOW"
"N131",2013-07-20,"full bloom",3,"Eriogonum","nudum","var.","nudum","2013",201,1,100,"Eriogonum nudum var. nudum","LOW"
"N131",2013-08-01,"finishing bloom",3,"Eriogonum","nudum","var.","nudum","2013",213,1,100,"Eriogonum nudum var. nudum","LOW"
"N131",2014-06-14,"not blooming",0,"Eriogonum","nudum","var.","nudum","2014",165,0,0,"Eriogonum nudum var. nudum","LOW"
"N131",2014-06-25,"full bloom",3,"Eriogonum","nudum","var.","nudum","2014",176,1,100,"Eriogonum nudum var. nudum","LOW"
"N131",2014-07-04,"full bloom",4,"Eriogonum","nudum","var.","nudum","2014",185,1,1000,"Eriogonum nudum var. nudum","LOW"
"N131",2014-07-14,"full bloom",4,"Eriogonum","nudum","var.","nudum","2014",195,1,1000,"Eriogonum nudum var. nudum","LOW"
"N132",2013-06-30,"not blooming",0,"Eriogonum","nudum","var.","nudum","2013",181,0,0,"Eriogonum nudum var. nudum","MOD"
"N132",2013-07-14,"not blooming",0,"Eriogonum","nudum","var.","nudum","2013",195,0,0,"Eriogonum nudum var. nudum","MOD"
"N132",2013-07-20,"not blooming",0,"Eriogonum","nudum","var.","nudum","2013",201,0,0,"Eriogonum nudum var. nudum","MOD"
"N132",2013-08-01,"full bloom",1,"Eriogonum","nudum","var.","nudum","2013",213,1,1,"Eriogonum nudum var. nudum","MOD"
"N132",2014-06-14,"not blooming",0,"Eriogonum","nudum","var.","nudum","2014",165,0,0,"Eriogonum nudum var. nudum","MOD"
"N132",2014-06-25,"not blooming",0,"Eriogonum","nudum","var.","nudum","2014",176,0,0,"Eriogonum nudum var. nudum","MOD"
"N132",2014-07-04,"not blooming",0,"Eriogonum","nudum","var.","nudum","2014",185,0,0,"Eriogonum nudum var. nudum","MOD"
"N132",2014-07-14,"not blooming",0,"Eriogonum","nudum","var.","nudum","2014",195,0,0,"Eriogonum nudum var. nudum","MOD"
"P24",2013-06-27,"beginning to bloom",2,"Eriogonum","nudum","var.","nudum","2013",178,1,10,"Eriogonum nudum var. nudum","LOW"
"P24",2013-07-13,"full bloom",2,"Eriogonum","nudum","var.","nudum","2013",194,1,10,"Eriogonum nudum var. nudum","LOW"
"P24",2013-07-19,"finishing bloom",2,"Eriogonum","nudum","var.","nudum","2013",200,1,10,"Eriogonum nudum var. nudum","LOW"
"P24",2013-07-29,"not blooming",0,"Eriogonum","nudum","var.","nudum","2013",210,0,0,"Eriogonum nudum var. nudum","LOW"
"P24",2014-06-12,"not blooming",0,"Eriogonum","nudum","var.","nudum","2014",163,0,0,"Eriogonum nudum var. nudum","LOW"
"P24",2014-06-23,"beginning to bloom to bloom",1,"Eriogonum","nudum","var.","nudum","2014",174,1,1,"Eriogonum nudum var. nudum","LOW"
"P24",2014-07-02,"not blooming",0,"Eriogonum","nudum","var.","nudum","2014",183,0,0,"Eriogonum nudum var. nudum","LOW"
"P24",2014-07-13,"full bloom",3,"Eriogonum","nudum","var.","nudum","2014",194,1,100,"Eriogonum nudum var. nudum","LOW"
"P33",2013-06-27,"full bloom",1,"Eriogonum","nudum","var.","nudum","2013",178,1,1,"Eriogonum nudum var. nudum","HIGH"
"P33",2013-07-13,"full bloom",1,"Eriogonum","nudum","var.","nudum","2013",194,1,1,"Eriogonum nudum var. nudum","HIGH"
"P33",2013-07-18,"full bloom",1,"Eriogonum","nudum","var.","nudum","2013",199,1,1,"Eriogonum nudum var. nudum","HIGH"
"P33",2013-07-29,"full bloom",3,"Eriogonum","nudum","var.","nudum","2013",210,1,100,"Eriogonum nudum var. nudum","HIGH"
"P33",2014-06-12,"not blooming",0,"Eriogonum","nudum","var.","nudum","2014",163,0,0,"Eriogonum nudum var. nudum","HIGH"
"P33",2014-06-22,"beginning to bloom to bloom",2,"Eriogonum","nudum","var.","nudum","2014",173,1,10,"Eriogonum nudum var. nudum","HIGH"
"P33",2014-07-02,"full bloom",1,"Eriogonum","nudum","var.","nudum","2014",183,1,1,"Eriogonum nudum var. nudum","HIGH"
"P33",2014-07-13,"finishing bloom",1,"Eriogonum","nudum","var.","nudum","2014",194,1,1,"Eriogonum nudum var. nudum","HIGH"
"P43",2014-07-03,"full bloom",1,"Eriogonum","nudum","var.","nudum","2014",184,1,1,"Eriogonum nudum var. nudum","LOW"
"P43",2014-07-13,"full bloom",1,"Eriogonum","nudum","var.","nudum","2014",194,1,1,"Eriogonum nudum var. nudum","LOW"
"N132",2013-06-30,"beginning to bloom",1,"Eriogonum","spergulinum","var.","reddingianum","2013",181,1,1,"Eriogonum spergulinum var. reddingianum","MOD"
"N132",2013-07-14,"beginning to bloom",1,"Eriogonum","spergulinum","var.","reddingianum","2013",195,1,1,"Eriogonum spergulinum var. reddingianum","MOD"
"N132",2013-07-20,"full bloom",3,"Eriogonum","spergulinum","var.","reddingianum","2013",201,1,100,"Eriogonum spergulinum var. reddingianum","MOD"
"N132",2013-08-01,"not blooming",0,"Eriogonum","spergulinum","var.","reddingianum","2013",213,0,0,"Eriogonum spergulinum var. reddingianum","MOD"
"N132",2014-06-14,"not blooming",0,"Eriogonum","spergulinum","var.","reddingianum","2014",165,0,0,"Eriogonum spergulinum var. reddingianum","MOD"
"N132",2014-06-25,"full bloom",1,"Eriogonum","spergulinum","var.","reddingianum","2014",176,1,1,"Eriogonum spergulinum var. reddingianum","MOD"
"N132",2014-07-04,"full bloom",2,"Eriogonum","spergulinum","var.","reddingianum","2014",185,1,10,"Eriogonum spergulinum var. reddingianum","MOD"
"N132",2014-07-14,"full bloom",2,"Eriogonum","spergulinum","var.","reddingianum","2014",195,1,10,"Eriogonum spergulinum var. reddingianum","MOD"
"L33",2013-06-29,"not blooming",0,"Eriogonum","umbellatum","","","2013",180,0,0,"Eriogonum umbellatum","LOW"
"L33",2013-07-13,"beginning to bloom",3,"Eriogonum","umbellatum","","","2013",194,1,100,"Eriogonum umbellatum","LOW"
"L33",2013-07-19,"full bloom",3,"Eriogonum","umbellatum","","","2013",200,1,100,"Eriogonum umbellatum","LOW"
"L33",2013-07-31,"finishing bloom",2,"Eriogonum","umbellatum","","","2013",212,1,10,"Eriogonum umbellatum","LOW"
"L33",2014-06-13,"not blooming",0,"Eriogonum","umbellatum","","","2014",164,0,0,"Eriogonum umbellatum","LOW"
"L33",2014-06-23,"not blooming",0,"Eriogonum","umbellatum","","","2014",174,0,0,"Eriogonum umbellatum","LOW"
"L33",2014-07-03,"beginning to bloom to bloom",4,"Eriogonum","umbellatum","","","2014",184,1,1000,"Eriogonum umbellatum","LOW"
"L33",2014-07-13,"full bloom",4,"Eriogonum","umbellatum","","","2014",194,1,1000,"Eriogonum umbellatum","LOW"
"N132",2013-06-30,"not blooming",0,"Eriogonum","umbellatum","","","2013",181,0,0,"Eriogonum umbellatum","MOD"
"N132",2013-07-14,"beginning to bloom",2,"Eriogonum","umbellatum","","","2013",195,1,10,"Eriogonum umbellatum","MOD"
"N132",2013-07-20,"beginning to bloom",2,"Eriogonum","umbellatum","","","2013",201,1,10,"Eriogonum umbellatum","MOD"
"N132",2013-08-01,"finishing bloom",1,"Eriogonum","umbellatum","","","2013",213,1,1,"Eriogonum umbellatum","MOD"
"N132",2014-06-14,"not blooming",0,"Eriogonum","umbellatum","","","2014",165,0,0,"Eriogonum umbellatum","MOD"
"N132",2014-06-25,"not blooming",0,"Eriogonum","umbellatum","","","2014",176,0,0,"Eriogonum umbellatum","MOD"
"N132",2014-07-04,"beginning to bloom to bloom",2,"Eriogonum","umbellatum","","","2014",185,1,10,"Eriogonum umbellatum","MOD"
"N132",2014-07-14,"beginning to bloom to bloom",1,"Eriogonum","umbellatum","","","2014",195,1,1,"Eriogonum umbellatum","MOD"
"N133",2013-07-08,"not blooming",0,"Eriogonum","umbellatum","","","2013",189,0,0,"Eriogonum umbellatum","HIGH"
"N133",2013-07-11,"not blooming",0,"Eriogonum","umbellatum","","","2013",192,0,0,"Eriogonum umbellatum","HIGH"
"N133",2013-07-23,"beginning to bloom",1,"Eriogonum","umbellatum","","","2013",204,1,1,"Eriogonum umbellatum","HIGH"
"N133",2013-07-25,"beginning to bloom",2,"Eriogonum","umbellatum","","","2013",206,1,10,"Eriogonum umbellatum","HIGH"
"N133",2014-06-18,"not blooming",0,"Eriogonum","umbellatum","","","2014",169,0,0,"Eriogonum umbellatum","HIGH"
"N133",2014-07-07,"beginning to bloom to bloom",1,"Eriogonum","umbellatum","","","2014",188,1,1,"Eriogonum umbellatum","HIGH"
"N133",2014-07-10,"beginning to bloom to bloom",1,"Eriogonum","umbellatum","","","2014",191,1,1,"Eriogonum umbellatum","HIGH"
"N133",2014-07-18,"not blooming",0,"Eriogonum","umbellatum","","","2014",199,0,0,"Eriogonum umbellatum","HIGH"
"N135",2013-07-08,"beginning to bloom",1,"Eriogonum","umbellatum","","","2013",189,1,1,"Eriogonum umbellatum","MOD"
"N135",2013-07-11,"full bloom",2,"Eriogonum","umbellatum","","","2013",192,1,10,"Eriogonum umbellatum","MOD"
"N135",2013-07-22,"full bloom",3,"Eriogonum","umbellatum","","","2013",203,1,100,"Eriogonum umbellatum","MOD"
"N135",2013-07-25,"finishing bloom",2,"Eriogonum","umbellatum","","","2013",206,1,10,"Eriogonum umbellatum","MOD"
"N135",2014-06-18,"beginning to bloom to bloom",1,"Eriogonum","umbellatum","","","2014",169,1,1,"Eriogonum umbellatum","MOD"
"N135",2014-07-06,"full bloom",5,"Eriogonum","umbellatum","","","2014",187,1,10000,"Eriogonum umbellatum","MOD"
"N135",2014-07-09,"full bloom",3,"Eriogonum","umbellatum","","","2014",190,1,100,"Eriogonum umbellatum","MOD"
"N135",2014-07-19,"full bloom",2,"Eriogonum","umbellatum","","","2014",200,1,10,"Eriogonum umbellatum","MOD"
"N139",2013-07-09,"beginning to bloom",1,"Eriogonum","umbellatum","","","2013",190,1,1,"Eriogonum umbellatum","LOW"
"N139",2013-07-12,"beginning to bloom",3,"Eriogonum","umbellatum","","","2013",193,1,100,"Eriogonum umbellatum","LOW"
"N139",2013-07-24,"full bloom",3,"Eriogonum","umbellatum","","","2013",205,1,100,"Eriogonum umbellatum","LOW"
"N139",2013-07-26,"full bloom",3,"Eriogonum","umbellatum","","","2013",207,1,100,"Eriogonum umbellatum","LOW"
"N139",2014-06-18,"not blooming",0,"Eriogonum","umbellatum","","","2014",169,0,0,"Eriogonum umbellatum","LOW"
"N139",2014-07-06,"beginning to bloom to bloom",2,"Eriogonum","umbellatum","","","2014",187,1,10,"Eriogonum umbellatum","LOW"
"N139",2014-07-09,"full bloom",3,"Eriogonum","umbellatum","","","2014",190,1,100,"Eriogonum umbellatum","LOW"
"N139",2014-07-18,"full bloom",2,"Eriogonum","umbellatum","","","2014",199,1,10,"Eriogonum umbellatum","LOW"
"P310",2013-06-29,"not blooming",0,"Eriogonum","umbellatum","","","2013",180,0,0,"Eriogonum umbellatum","HIGH"
"P310",2013-07-13,"full bloom",3,"Eriogonum","umbellatum","","","2013",194,1,100,"Eriogonum umbellatum","HIGH"
"P310",2013-07-17,"full bloom",2,"Eriogonum","umbellatum","","","2013",198,1,10,"Eriogonum umbellatum","HIGH"
"P310",2013-07-31,"full bloom",2,"Eriogonum","umbellatum","","","2013",212,1,10,"Eriogonum umbellatum","HIGH"
"P310",2014-06-12,"not blooming",0,"Eriogonum","umbellatum","","","2014",163,0,0,"Eriogonum umbellatum","HIGH"
"P310",2014-06-24,"not blooming",0,"Eriogonum","umbellatum","","","2014",175,0,0,"Eriogonum umbellatum","HIGH"
"P310",2014-07-01,"not blooming",0,"Eriogonum","umbellatum","","","2014",182,0,0,"Eriogonum umbellatum","HIGH"
"P310",2014-07-13,"not blooming",0,"Eriogonum","umbellatum","","","2014",194,0,0,"Eriogonum umbellatum","HIGH"
"P33",2013-06-27,"not blooming",0,"Eriogonum","umbellatum","","","2013",178,0,0,"Eriogonum umbellatum","HIGH"
"P33",2013-07-13,"not blooming",0,"Eriogonum","umbellatum","","","2013",194,0,0,"Eriogonum umbellatum","HIGH"
"P33",2013-07-18,"beginning to bloom",2,"Eriogonum","umbellatum","","","2013",199,1,10,"Eriogonum umbellatum","HIGH"
"P33",2013-07-29,"full bloom",3,"Eriogonum","umbellatum","","","2013",210,1,100,"Eriogonum umbellatum","HIGH"
"P33",2014-06-12,"not blooming",0,"Eriogonum","umbellatum","","","2014",163,0,0,"Eriogonum umbellatum","HIGH"
"P33",2014-06-22,"not blooming",0,"Eriogonum","umbellatum","","","2014",173,0,0,"Eriogonum umbellatum","HIGH"
"P33",2014-07-02,"not blooming",0,"Eriogonum","umbellatum","","","2014",183,0,0,"Eriogonum umbellatum","HIGH"
"P33",2014-07-13,"full bloom",1,"Eriogonum","umbellatum","","","2014",194,1,1,"Eriogonum umbellatum","HIGH"
"P43",2013-06-28,"not blooming",0,"Eriogonum","umbellatum","","","2013",179,0,0,"Eriogonum umbellatum","LOW"
"P43",2013-07-13,"beginning to bloom",2,"Eriogonum","umbellatum","","","2013",194,1,10,"Eriogonum umbellatum","LOW"
"P43",2013-07-17,"beginning to bloom",2,"Eriogonum","umbellatum","","","2013",198,1,10,"Eriogonum umbellatum","LOW"
"P43",2013-07-30,"finishing bloom",2,"Eriogonum","umbellatum","","","2013",211,1,10,"Eriogonum umbellatum","LOW"
"P43",2014-06-13,"not blooming",0,"Eriogonum","umbellatum","","","2014",164,0,0,"Eriogonum umbellatum","LOW"
"P43",2014-06-24,"not blooming",0,"Eriogonum","umbellatum","","","2014",175,0,0,"Eriogonum umbellatum","LOW"
"P43",2014-07-03,"not blooming",0,"Eriogonum","umbellatum","","","2014",184,0,0,"Eriogonum umbellatum","LOW"
"P43",2014-07-13,"not blooming",0,"Eriogonum","umbellatum","","","2014",194,0,0,"Eriogonum umbellatum","LOW"
"N135",2013-07-08,"not blooming",0,"Eriogonum","wrightti","var.","subscaposum","2013",189,0,0,"Eriogonum wrightti var. subscaposum","MOD"
"N135",2013-07-11,"not blooming",0,"Eriogonum","wrightti","var.","subscaposum","2013",192,0,0,"Eriogonum wrightti var. subscaposum","MOD"
"N135",2013-07-22,"not blooming",0,"Eriogonum","wrightti","var.","subscaposum","2013",203,0,0,"Eriogonum wrightti var. subscaposum","MOD"
"N135",2013-07-25,"beginning to bloom",3,"Eriogonum","wrightti","var.","subscaposum","2013",206,1,100,"Eriogonum wrightti var. subscaposum","MOD"
"N135",2014-06-18,"not blooming",0,"Eriogonum","wrightti","var.","subscaposum","2014",169,0,0,"Eriogonum wrightti var. subscaposum","MOD"
"N135",2014-07-06,"not blooming",0,"Eriogonum","wrightti","var.","subscaposum","2014",187,0,0,"Eriogonum wrightti var. subscaposum","MOD"
"N135",2014-07-09,"beginning to bloom to bloom",2,"Eriogonum","wrightti","var.","subscaposum","2014",190,1,10,"Eriogonum wrightti var. subscaposum","MOD"
"N135",2014-07-19,"full bloom",3,"Eriogonum","wrightti","var.","subscaposum","2014",200,1,100,"Eriogonum wrightti var. subscaposum","MOD"
"L33",2014-06-13,"full bloom",1,"Eriophyllum","lanatum","var.","integrifolium","2014",164,1,1,"Eriophyllum lanatum var. integrifolium","LOW"
"L33",2014-06-23,"not blooming",0,"Eriophyllum","lanatum","var.","integrifolium","2014",174,0,0,"Eriophyllum lanatum var. integrifolium","LOW"
"L33",2014-07-03,"not blooming",0,"Eriophyllum","lanatum","var.","integrifolium","2014",184,0,0,"Eriophyllum lanatum var. integrifolium","LOW"
"L33",2014-07-13,"not blooming",0,"Eriophyllum","lanatum","var.","integrifolium","2014",194,0,0,"Eriophyllum lanatum var. integrifolium","LOW"
"L21",2014-06-12,"not blooming",0,"Erysimum","capitatum","ssp.perenne","","2014",163,0,0,"Erysimum capitatum ssp.perenne","MOD"
"L21",2014-06-22,"not blooming",0,"Erysimum","capitatum","ssp.perenne","","2014",173,0,0,"Erysimum capitatum ssp.perenne","MOD"
"L21",2014-07-03,"finishing bloom",1,"Erysimum","capitatum","ssp.perenne","","2014",184,1,1,"Erysimum capitatum ssp.perenne","MOD"
"L21",2014-07-13,"not blooming",0,"Erysimum","capitatum","ssp.perenne","","2014",194,0,0,"Erysimum capitatum ssp.perenne","MOD"
"N131",2014-06-14,"not blooming",0,"Erysimum","capitatum","ssp.perenne","","2014",165,0,0,"Erysimum capitatum ssp.perenne","LOW"
"N131",2014-06-25,"full bloom",2,"Erysimum","capitatum","ssp.perenne","","2014",176,1,10,"Erysimum capitatum ssp.perenne","LOW"
"N131",2014-07-04,"full bloom",1,"Erysimum","capitatum","ssp.perenne","","2014",185,1,1,"Erysimum capitatum ssp.perenne","LOW"
