"Site","Date","BloomStatus","FlowerNum","PlantGenus","PlantSpecies","PlantVar","PlantSubSpecies","Year","doy","Occ","logFlowerNum","PlantGenusSpecies","SiteStatus"
"N137",2013-07-24,"full bloom",5,"Gayophytum","eriospermum","","","2013",205,1,10000,"Gayophytum eriospermum","HIGH"
"N137",2013-07-26,"full bloom",5,"Gayophytum","eriospermum","","","2013",207,1,10000,"Gayophytum eriospermum","HIGH"
"N137",2014-06-19,"not blooming",0,"Gayophytum","eriospermum","","","2014",170,0,0,"Gayophytum eriospermum","HIGH"
"N137",2014-07-07,"full bloom",2,"Gayophytum","eriospermum","","","2014",188,1,10,"Gayophytum eriospermum","HIGH"
"N137",2014-07-10,"full bloom",2,"Gayophytum","eriospermum","","","2014",191,1,10,"Gayophytum eriospermum","HIGH"
"N137",2014-07-19,"full bloom",2,"Gayophytum","eriospermum","","","2014",200,1,10,"Gayophytum eriospermum","HIGH"
"N139",2013-07-09,"full bloom",3,"Gayophytum","eriospermum","","","2013",190,1,100,"Gayophytum eriospermum","LOW"
"N139",2013-07-12,"full bloom",3,"Gayophytum","eriospermum","","","2013",193,1,100,"Gayophytum eriospermum","LOW"
"N139",2013-07-24,"full bloom",3,"Gayophytum","eriospermum","","","2013",205,1,100,"Gayophytum eriospermum","LOW"
"N139",2013-07-26,"full bloom",3,"Gayophytum","eriospermum","","","2013",207,1,100,"Gayophytum eriospermum","LOW"
"N139",2014-06-18,"full bloom",3,"Gayophytum","eriospermum","","","2014",169,1,100,"Gayophytum eriospermum","LOW"
"N139",2014-07-06,"full bloom",4,"Gayophytum","eriospermum","","","2014",187,1,1000,"Gayophytum eriospermum","LOW"
"N139",2014-07-09,"full bloom",3,"Gayophytum","eriospermum","","","2014",190,1,100,"Gayophytum eriospermum","LOW"
"N139",2014-07-18,"full bloom",2,"Gayophytum","eriospermum","","","2014",199,1,10,"Gayophytum eriospermum","LOW"
"P310",2013-06-29,"full bloom",3,"Gayophytum","eriospermum","","","2013",180,1,100,"Gayophytum eriospermum","HIGH"
"P310",2013-07-13,"full bloom",3,"Gayophytum","eriospermum","","","2013",194,1,100,"Gayophytum eriospermum","HIGH"
"P310",2013-07-17,"full bloom",3,"Gayophytum","eriospermum","","","2013",198,1,100,"Gayophytum eriospermum","HIGH"
"P310",2013-07-31,"full bloom",3,"Gayophytum","eriospermum","","","2013",212,1,100,"Gayophytum eriospermum","HIGH"
"P310",2014-06-12,"not blooming",0,"Gayophytum","eriospermum","","","2014",163,0,0,"Gayophytum eriospermum","HIGH"
"P310",2014-06-24,"not blooming",0,"Gayophytum","eriospermum","","","2014",175,0,0,"Gayophytum eriospermum","HIGH"
"P310",2014-07-01,"beginning to bloom to bloom",2,"Gayophytum","eriospermum","","","2014",182,1,10,"Gayophytum eriospermum","HIGH"
"P310",2014-07-13,"finishing bloom",2,"Gayophytum","eriospermum","","","2014",194,1,10,"Gayophytum eriospermum","HIGH"
"P33",2013-06-27,"full bloom",2,"Gayophytum","eriospermum","","","2013",178,1,10,"Gayophytum eriospermum","HIGH"
"P33",2013-07-13,"full bloom",2,"Gayophytum","eriospermum","","","2013",194,1,10,"Gayophytum eriospermum","HIGH"
"P33",2013-07-18,"full bloom",2,"Gayophytum","eriospermum","","","2013",199,1,10,"Gayophytum eriospermum","HIGH"
"P33",2013-07-29,"full bloom",3,"Gayophytum","eriospermum","","","2013",210,1,100,"Gayophytum eriospermum","HIGH"
"P33",2014-06-12,"not blooming",0,"Gayophytum","eriospermum","","","2014",163,0,0,"Gayophytum eriospermum","HIGH"
"P33",2014-06-22,"not blooming",0,"Gayophytum","eriospermum","","","2014",173,0,0,"Gayophytum eriospermum","HIGH"
"P33",2014-07-02,"full bloom",1,"Gayophytum","eriospermum","","","2014",183,1,1,"Gayophytum eriospermum","HIGH"
"P33",2014-07-13,"full bloom",2,"Gayophytum","eriospermum","","","2014",194,1,10,"Gayophytum eriospermum","HIGH"
"P37",2014-06-13,"not blooming",0,"Gayophytum","eriospermum","","","2014",164,0,0,"Gayophytum eriospermum","LOW"
"P37",2014-06-24,"not blooming",0,"Gayophytum","eriospermum","","","2014",175,0,0,"Gayophytum eriospermum","LOW"
"P37",2014-07-01,"beginning to bloom to bloom",1,"Gayophytum","eriospermum","","","2014",182,1,1,"Gayophytum eriospermum","LOW"
"P37",2014-07-13,"not blooming",0,"Gayophytum","eriospermum","","","2014",194,0,0,"Gayophytum eriospermum","LOW"
"W04",2013-06-30,"full bloom",1,"Gayophytum","eriospermum","","","2013",181,1,1,"Gayophytum eriospermum","HIGH"
"W04",2013-07-14,"full bloom",1,"Gayophytum","eriospermum","","","2013",195,1,1,"Gayophytum eriospermum","HIGH"
"W04",2013-07-20,"full bloom",1,"Gayophytum","eriospermum","","","2013",201,1,1,"Gayophytum eriospermum","HIGH"
"W04",2013-08-01,"full bloom",3,"Gayophytum","eriospermum","","","2013",213,1,100,"Gayophytum eriospermum","HIGH"
"W04",2014-06-14,"not blooming",0,"Gayophytum","eriospermum","","","2014",165,0,0,"Gayophytum eriospermum","HIGH"
"W04",2014-06-25,"not blooming",0,"Gayophytum","eriospermum","","","2014",176,0,0,"Gayophytum eriospermum","HIGH"
"W04",2014-07-04,"full bloom",1,"Gayophytum","eriospermum","","","2014",185,1,1,"Gayophytum eriospermum","HIGH"
"W04",2014-07-14,"full bloom",3,"Gayophytum","eriospermum","","","2014",195,1,100,"Gayophytum eriospermum","HIGH"
"L35",2014-06-12,"full bloom",1,"Geranium","richardsonii","","","2014",163,1,1,"Geranium richardsonii","MOD"
"L35",2014-06-22,"full bloom",1,"Geranium","richardsonii","","","2014",173,1,1,"Geranium richardsonii","MOD"
"L35",2014-07-03,"full bloom",1,"Geranium","richardsonii","","","2014",184,1,1,"Geranium richardsonii","MOD"
"L35",2014-07-13,"not blooming",0,"Geranium","richardsonii","","","2014",194,0,0,"Geranium richardsonii","MOD"
"N136",2013-07-09,"full bloom",3,"Geranium","richardsonii","","","2013",190,1,100,"Geranium richardsonii","LOW"
"N136",2013-07-12,"full bloom",3,"Geranium","richardsonii","","","2013",193,1,100,"Geranium richardsonii","LOW"
"N136",2013-07-24,"full bloom",3,"Geranium","richardsonii","","","2013",205,1,100,"Geranium richardsonii","LOW"
"N136",2013-07-26,"finishing bloom",2,"Geranium","richardsonii","","","2013",207,1,10,"Geranium richardsonii","LOW"
"N136",2014-06-17,"full bloom",3,"Geranium","richardsonii","","","2014",168,1,100,"Geranium richardsonii","LOW"
"N136",2014-07-07,"full bloom",3,"Geranium","richardsonii","","","2014",188,1,100,"Geranium richardsonii","LOW"
"N136",2014-07-10,"full bloom",4,"Geranium","richardsonii","","","2014",191,1,1000,"Geranium richardsonii","LOW"
"N136",2014-07-17,"full bloom",4,"Geranium","richardsonii","","","2014",198,1,1000,"Geranium richardsonii","LOW"
"N137",2013-07-09,"full bloom",2,"Hackelia","micrantha","","","2013",190,1,10,"Hackelia micrantha","HIGH"
"N137",2013-07-12,"full bloom",2,"Hackelia","micrantha","","","2013",193,1,10,"Hackelia micrantha","HIGH"
"N137",2013-07-24,"finishing bloom",1,"Hackelia","micrantha","","","2013",205,1,1,"Hackelia micrantha","HIGH"
"N137",2013-07-26,"finishing bloom",1,"Hackelia","micrantha","","","2013",207,1,1,"Hackelia micrantha","HIGH"
"N137",2014-06-19,"full bloom",2,"Hackelia","micrantha","","","2014",170,1,10,"Hackelia micrantha","HIGH"
"N137",2014-07-07,"not blooming",0,"Hackelia","micrantha","","","2014",188,0,0,"Hackelia micrantha","HIGH"
"N137",2014-07-10,"not blooming",0,"Hackelia","micrantha","","","2014",191,0,0,"Hackelia micrantha","HIGH"
"N137",2014-07-19,"not blooming",0,"Hackelia","micrantha","","","2014",200,0,0,"Hackelia micrantha","HIGH"
"P310",2014-06-12,"not blooming",0,"Hackelia","micrantha","","","2014",163,0,0,"Hackelia micrantha","HIGH"
"P310",2014-06-24,"not blooming",0,"Hackelia","micrantha","","","2014",175,0,0,"Hackelia micrantha","HIGH"
"P310",2014-07-01,"not blooming",0,"Hackelia","micrantha","","","2014",182,0,0,"Hackelia micrantha","HIGH"
"P310",2014-07-13,"not blooming",0,"Hackelia","micrantha","","","2014",194,0,0,"Hackelia micrantha","HIGH"
"P33",2013-06-27,"full bloom",2,"Hackelia","micrantha","","","2013",178,1,10,"Hackelia micrantha","HIGH"
"P33",2013-07-13,"finishing bloom",1,"Hackelia","micrantha","","","2013",194,1,1,"Hackelia micrantha","HIGH"
"P33",2013-07-18,"finishing bloom",1,"Hackelia","micrantha","","","2013",199,1,1,"Hackelia micrantha","HIGH"
"P33",2013-07-29,"finishing bloom",1,"Hackelia","micrantha","","","2013",210,1,1,"Hackelia micrantha","HIGH"
"P33",2014-06-12,"",1,"Hackelia","micrantha","","","2014",163,1,1,"Hackelia micrantha","HIGH"
"P33",2014-06-22,"full bloom",2,"Hackelia","micrantha","","","2014",173,1,10,"Hackelia micrantha","HIGH"
"P33",2014-07-02,"finishing bloom",2,"Hackelia","micrantha","","","2014",183,1,10,"Hackelia micrantha","HIGH"
"P33",2014-07-13,"not blooming",0,"Hackelia","micrantha","","","2014",194,0,0,"Hackelia micrantha","HIGH"
"P310",2014-06-12,"full bloom",2,"Hackelia","mundula","","","2014",163,1,10,"Hackelia mundula","HIGH"
"P310",2014-06-24,"not blooming",0,"Hackelia","mundula","","","2014",175,0,0,"Hackelia mundula","HIGH"
"P310",2014-07-01,"not blooming",0,"Hackelia","mundula","","","2014",182,0,0,"Hackelia mundula","HIGH"
"P310",2014-07-13,"not blooming",0,"Hackelia","mundula","","","2014",194,0,0,"Hackelia mundula","HIGH"
"N136",2013-07-09,"full bloom",2,"Heracleum","lanatum","","","2013",190,1,10,"Heracleum lanatum","LOW"
"N136",2013-07-12,"full bloom",2,"Heracleum","lanatum","","","2013",193,1,10,"Heracleum lanatum","LOW"
"N136",2013-07-24,"finishing bloom",2,"Heracleum","lanatum","","","2013",205,1,10,"Heracleum lanatum","LOW"
"N136",2013-07-26,"finishing bloom",1,"Heracleum","lanatum","","","2013",207,1,1,"Heracleum lanatum","LOW"
"N136",2014-06-17,"not blooming",0,"Heracleum","lanatum","","","2014",168,0,0,"Heracleum lanatum","LOW"
"N136",2014-07-07,"beginning to bloom to bloom",1,"Heracleum","lanatum","","","2014",188,1,1,"Heracleum lanatum","LOW"
"N136",2014-07-10,"not blooming",0,"Heracleum","lanatum","","","2014",191,0,0,"Heracleum lanatum","LOW"
"N136",2014-07-17,"beginning to bloom to bloom",1,"Heracleum","lanatum","","","2014",198,1,1,"Heracleum lanatum","LOW"
"L21",2013-06-26,"not blooming",0,"Hieracium","albiflorum","","","2013",177,0,0,"Hieracium albiflorum","MOD"
"L21",2013-07-13,"not blooming",0,"Hieracium","albiflorum","","","2013",194,0,0,"Hieracium albiflorum","MOD"
"L21",2013-07-17,"not blooming",0,"Hieracium","albiflorum","","","2013",198,0,0,"Hieracium albiflorum","MOD"
"L21",2013-07-30,"not blooming",0,"Hieracium","albiflorum","","","2013",211,0,0,"Hieracium albiflorum","MOD"
"L21",2014-06-12,"not blooming",0,"Hieracium","albiflorum","","","2014",163,0,0,"Hieracium albiflorum","MOD"
"L21",2014-06-22,"not blooming",0,"Hieracium","albiflorum","","","2014",173,0,0,"Hieracium albiflorum","MOD"
"L21",2014-07-03,"not blooming",0,"Hieracium","albiflorum","","","2014",184,0,0,"Hieracium albiflorum","MOD"
"L21",2014-07-13,"not blooming",0,"Hieracium","albiflorum","","","2014",194,0,0,"Hieracium albiflorum","MOD"
"L24",2013-06-27,"full bloom",1,"Hieracium","albiflorum","","","2013",178,1,1,"Hieracium albiflorum","HIGH"
"L24",2013-07-13,"full bloom",1,"Hieracium","albiflorum","","","2013",194,1,1,"Hieracium albiflorum","HIGH"
"L24",2013-07-18,"full bloom",1,"Hieracium","albiflorum","","","2013",199,1,1,"Hieracium albiflorum","HIGH"
"L24",2013-07-31,"finishing bloom",1,"Hieracium","albiflorum","","","2013",212,1,1,"Hieracium albiflorum","HIGH"
"L24",2014-06-13,"not blooming",0,"Hieracium","albiflorum","","","2014",164,0,0,"Hieracium albiflorum","HIGH"
"L24",2014-06-23,"not blooming",0,"Hieracium","albiflorum","","","2014",174,0,0,"Hieracium albiflorum","HIGH"
"L24",2014-07-02,"not blooming",0,"Hieracium","albiflorum","","","2014",183,0,0,"Hieracium albiflorum","HIGH"
"L24",2014-07-13,"not blooming",0,"Hieracium","albiflorum","","","2014",194,0,0,"Hieracium albiflorum","HIGH"
"N134",2013-07-08,"full bloom",2,"Hieracium","albiflorum","","","2013",189,1,10,"Hieracium albiflorum","MOD"
"N134",2013-07-11,"full bloom",2,"Hieracium","albiflorum","","","2013",192,1,10,"Hieracium albiflorum","MOD"
"N134",2013-07-22,"finishing bloom",2,"Hieracium","albiflorum","","","2013",203,1,10,"Hieracium albiflorum","MOD"
"N134",2013-07-25,"finishing bloom",2,"Hieracium","albiflorum","","","2013",206,1,10,"Hieracium albiflorum","MOD"
"N134",2014-06-17,"not blooming",3,"Hieracium","albiflorum","","","2014",168,1,100,"Hieracium albiflorum","MOD"
"N134",2014-07-06,"beginning to bloom to bloom",1,"Hieracium","albiflorum","","","2014",187,1,1,"Hieracium albiflorum","MOD"
"N134",2014-07-09,"finishing bloom",2,"Hieracium","albiflorum","","","2014",190,1,10,"Hieracium albiflorum","MOD"
"N134",2014-07-17,"full bloom",2,"Hieracium","albiflorum","","","2014",198,1,10,"Hieracium albiflorum","MOD"
"N136",2013-07-09,"full bloom",2,"Hieracium","albiflorum","","","2013",190,1,10,"Hieracium albiflorum","LOW"
"N136",2013-07-12,"full bloom",2,"Hieracium","albiflorum","","","2013",193,1,10,"Hieracium albiflorum","LOW"
"N136",2013-07-24,"finishing bloom",2,"Hieracium","albiflorum","","","2013",205,1,10,"Hieracium albiflorum","LOW"
"N136",2013-07-26,"finishing bloom",2,"Hieracium","albiflorum","","","2013",207,1,10,"Hieracium albiflorum","LOW"
"N136",2014-06-17,"not blooming",0,"Hieracium","albiflorum","","","2014",168,0,0,"Hieracium albiflorum","LOW"
"N136",2014-07-07,"beginning to bloom to bloom",1,"Hieracium","albiflorum","","","2014",188,1,1,"Hieracium albiflorum","LOW"
"N136",2014-07-10,"full bloom",2,"Hieracium","albiflorum","","","2014",191,1,10,"Hieracium albiflorum","LOW"
"N136",2014-07-17,"full bloom",1,"Hieracium","albiflorum","","","2014",198,1,1,"Hieracium albiflorum","LOW"
"P24",2014-06-12,"not blooming",0,"Hieracium","albiflorum","","","2014",163,0,0,"Hieracium albiflorum","LOW"
"P24",2014-06-23,"not blooming",0,"Hieracium","albiflorum","","","2014",174,0,0,"Hieracium albiflorum","LOW"
"P24",2014-07-02,"not blooming",0,"Hieracium","albiflorum","","","2014",183,0,0,"Hieracium albiflorum","LOW"
"P24",2014-07-13,"finishing bloom",2,"Hieracium","albiflorum","","","2014",194,1,10,"Hieracium albiflorum","LOW"
"P37",2013-06-28,"not blooming",0,"Hieracium","albiflorum","","","2013",179,0,0,"Hieracium albiflorum","LOW"
"P37",2013-07-13,"not blooming",0,"Hieracium","albiflorum","","","2013",194,0,0,"Hieracium albiflorum","LOW"
"P37",2013-07-19,"not blooming",0,"Hieracium","albiflorum","","","2013",200,0,0,"Hieracium albiflorum","LOW"
"P37",2013-07-30,"not blooming",0,"Hieracium","albiflorum","","","2013",211,0,0,"Hieracium albiflorum","LOW"
"P37",2014-06-13,"not blooming",0,"Hieracium","albiflorum","","","2014",164,0,0,"Hieracium albiflorum","LOW"
"P37",2014-06-24,"not blooming",0,"Hieracium","albiflorum","","","2014",175,0,0,"Hieracium albiflorum","LOW"
"P37",2014-07-01,"not blooming",0,"Hieracium","albiflorum","","","2014",182,0,0,"Hieracium albiflorum","LOW"
"P37",2014-07-13,"not blooming",0,"Hieracium","albiflorum","","","2014",194,0,0,"Hieracium albiflorum","LOW"
"P43",2013-06-28,"not blooming",0,"Hieracium","albiflorum","","","2013",179,0,0,"Hieracium albiflorum","LOW"
"P43",2013-07-13,"not blooming",0,"Hieracium","albiflorum","","","2013",194,0,0,"Hieracium albiflorum","LOW"
"P43",2013-07-17,"not blooming",0,"Hieracium","albiflorum","","","2013",198,0,0,"Hieracium albiflorum","LOW"
"P43",2013-07-30,"not blooming",0,"Hieracium","albiflorum","","","2013",211,0,0,"Hieracium albiflorum","LOW"
"P43",2014-06-13,"not blooming",0,"Hieracium","albiflorum","","","2014",164,0,0,"Hieracium albiflorum","LOW"
"P43",2014-06-24,"not blooming",0,"Hieracium","albiflorum","","","2014",175,0,0,"Hieracium albiflorum","LOW"
"P43",2014-07-03,"not blooming",0,"Hieracium","albiflorum","","","2014",184,0,0,"Hieracium albiflorum","LOW"
"P43",2014-07-13,"not blooming",0,"Hieracium","albiflorum","","","2014",194,0,0,"Hieracium albiflorum","LOW"
"W04",2013-06-30,"not blooming",0,"Hieracium","albiflorum","","","2013",181,0,0,"Hieracium albiflorum","HIGH"
"W04",2013-07-14,"not blooming",0,"Hieracium","albiflorum","","","2013",195,0,0,"Hieracium albiflorum","HIGH"
"W04",2013-07-20,"not blooming",0,"Hieracium","albiflorum","","","2013",201,0,0,"Hieracium albiflorum","HIGH"
"W04",2013-08-01,"not blooming",0,"Hieracium","albiflorum","","","2013",213,0,0,"Hieracium albiflorum","HIGH"
"W04",2014-06-14,"not blooming",0,"Hieracium","albiflorum","","","2014",165,0,0,"Hieracium albiflorum","HIGH"
"W04",2014-06-25,"not blooming",0,"Hieracium","albiflorum","","","2014",176,0,0,"Hieracium albiflorum","HIGH"
"W04",2014-07-04,"not blooming",0,"Hieracium","albiflorum","","","2014",185,0,0,"Hieracium albiflorum","HIGH"
"W04",2014-07-14,"not blooming",0,"Hieracium","albiflorum","","","2014",195,0,0,"Hieracium albiflorum","HIGH"
"L24",2014-06-13,"full bloom",2,"Horkelia","fusca","","","2014",164,1,10,"Horkelia fusca","HIGH"
"L24",2014-06-23,"full bloom",2,"Horkelia","fusca","","","2014",174,1,10,"Horkelia fusca","HIGH"
"L24",2014-07-02,"not blooming",0,"Horkelia","fusca","","","2014",183,0,0,"Horkelia fusca","HIGH"
"L24",2014-07-13,"not blooming",0,"Horkelia","fusca","","","2014",194,0,0,"Horkelia fusca","HIGH"
"L35",2013-06-27,"full bloom",2,"Horkelia","fusca","","","2013",178,1,10,"Horkelia fusca","MOD"
"L35",2013-07-13,"full bloom",2,"Horkelia","fusca","","","2013",194,1,10,"Horkelia fusca","MOD"
"L35",2013-07-18,"full bloom",2,"Horkelia","fusca","","","2013",199,1,10,"Horkelia fusca","MOD"
"L35",2013-07-29,"finishing bloom",1,"Horkelia","fusca","","","2013",210,1,1,"Horkelia fusca","MOD"
"L35",2014-06-12,"not blooming",0,"Horkelia","fusca","","","2014",163,0,0,"Horkelia fusca","MOD"
"L35",2014-06-22,"not blooming",0,"Horkelia","fusca","","","2014",173,0,0,"Horkelia fusca","MOD"
"L35",2014-07-03,"not blooming",0,"Horkelia","fusca","","","2014",184,0,0,"Horkelia fusca","MOD"
"L35",2014-07-13,"full bloom",2,"Horkelia","fusca","","","2014",194,1,10,"Horkelia fusca","MOD"
"P37",2013-06-28,"full bloom",5,"Horkelia","fusca","","","2013",179,1,10000,"Horkelia fusca","LOW"
"P37",2013-07-13,"finishing bloom",4,"Horkelia","fusca","","","2013",194,1,1000,"Horkelia fusca","LOW"
"P37",2013-07-19,"finishing bloom",3,"Horkelia","fusca","","","2013",200,1,100,"Horkelia fusca","LOW"
"P37",2013-07-30,"finishing bloom",3,"Horkelia","fusca","","","2013",211,1,100,"Horkelia fusca","LOW"
"P37",2014-06-13,"full bloom",3,"Horkelia","fusca","","","2014",164,1,100,"Horkelia fusca","LOW"
"P37",2014-06-24,"full bloom",3,"Horkelia","fusca","","","2014",175,1,100,"Horkelia fusca","LOW"
"P37",2014-07-01,"full bloom",4,"Horkelia","fusca","","","2014",182,1,1000,"Horkelia fusca","LOW"
"P37",2014-07-13,"full bloom",4,"Horkelia","fusca","","","2014",194,1,1000,"Horkelia fusca","LOW"
"L21",2013-06-26,"full bloom",1,"Hypochaeris","radicata","","","2013",177,1,1,"Hypochaeris radicata","MOD"
"L21",2013-07-13,"full bloom",1,"Hypochaeris","radicata","","","2013",194,1,1,"Hypochaeris radicata","MOD"
"L21",2013-07-17,"full bloom",1,"Hypochaeris","radicata","","","2013",198,1,1,"Hypochaeris radicata","MOD"
"L21",2013-07-30,"finishing bloom",1,"Hypochaeris","radicata","","","2013",211,1,1,"Hypochaeris radicata","MOD"
"L21",2014-06-12,"not blooming",0,"Hypochaeris","radicata","","","2014",163,0,0,"Hypochaeris radicata","MOD"
"L21",2014-06-22,"not blooming",0,"Hypochaeris","radicata","","","2014",173,0,0,"Hypochaeris radicata","MOD"
"L21",2014-07-03,"not blooming",0,"Hypochaeris","radicata","","","2014",184,0,0,"Hypochaeris radicata","MOD"
"L21",2014-07-13,"not blooming",0,"Hypochaeris","radicata","","","2014",194,0,0,"Hypochaeris radicata","MOD"
"L24",2013-06-27,"not blooming",0,"Hypochaeris","radicata","","","2013",178,0,0,"Hypochaeris radicata","HIGH"
"L24",2013-07-13,"full bloom",1,"Hypochaeris","radicata","","","2013",194,1,1,"Hypochaeris radicata","HIGH"
"L24",2013-07-18,"full bloom",1,"Hypochaeris","radicata","","","2013",199,1,1,"Hypochaeris radicata","HIGH"
"L24",2013-07-31,"not blooming",0,"Hypochaeris","radicata","","","2013",212,0,0,"Hypochaeris radicata","HIGH"
"L24",2014-06-13,"not blooming",0,"Hypochaeris","radicata","","","2014",164,0,0,"Hypochaeris radicata","HIGH"
"L24",2014-06-23,"full bloom",1,"Hypochaeris","radicata","","","2014",174,1,1,"Hypochaeris radicata","HIGH"
"L24",2014-07-02,"not blooming",0,"Hypochaeris","radicata","","","2014",183,0,0,"Hypochaeris radicata","HIGH"
"L24",2014-07-13,"not blooming",0,"Hypochaeris","radicata","","","2014",194,0,0,"Hypochaeris radicata","HIGH"
"N135",2013-07-08,"full bloom",2,"Ipomopsis","aggregata","ssp.","formosissima","2013",189,1,10,"Ipomopsis aggregata ssp. formosissima","MOD"
"N135",2013-07-11,"full bloom",2,"Ipomopsis","aggregata","ssp.","formosissima","2013",192,1,10,"Ipomopsis aggregata ssp. formosissima","MOD"
"N135",2013-07-22,"full bloom",2,"Ipomopsis","aggregata","ssp.","formosissima","2013",203,1,10,"Ipomopsis aggregata ssp. formosissima","MOD"
"N135",2013-07-25,"finishing bloom",2,"Ipomopsis","aggregata","ssp.","formosissima","2013",206,1,10,"Ipomopsis aggregata ssp. formosissima","MOD"
"N135",2014-06-18,"not blooming",0,"Ipomopsis","aggregata","ssp.","formosissima","2014",169,0,0,"Ipomopsis aggregata ssp. formosissima","MOD"
"N135",2014-07-06,"beginning to bloom to bloom",1,"Ipomopsis","aggregata","ssp.","formosissima","2014",187,1,1,"Ipomopsis aggregata ssp. formosissima","MOD"
"N135",2014-07-09,"finishing bloom",1,"Ipomopsis","aggregata","ssp.","formosissima","2014",190,1,1,"Ipomopsis aggregata ssp. formosissima","MOD"
"N135",2014-07-19,"finishing bloom",1,"Ipomopsis","aggregata","ssp.","formosissima","2014",200,1,1,"Ipomopsis aggregata ssp. formosissima","MOD"
"P310",2013-06-29,"full bloom",1,"Kelloggia","galioides","","","2013",180,1,1,"Kelloggia galioides","HIGH"
"P310",2013-07-13,"full bloom",1,"Kelloggia","galioides","","","2013",194,1,1,"Kelloggia galioides","HIGH"
"P310",2013-07-17,"finishing bloom",1,"Kelloggia","galioides","","","2013",198,1,1,"Kelloggia galioides","HIGH"
"P310",2013-07-31,"finishing bloom",1,"Kelloggia","galioides","","","2013",212,1,1,"Kelloggia galioides","HIGH"
"P310",2014-06-12,"not blooming",0,"Kelloggia","galioides","","","2014",163,0,0,"Kelloggia galioides","HIGH"
"P310",2014-06-24,"full bloom",2,"Kelloggia","galioides","","","2014",175,1,10,"Kelloggia galioides","HIGH"
"P310",2014-07-01,"beginning to bloom to bloom",2,"Kelloggia","galioides","","","2014",182,1,10,"Kelloggia galioides","HIGH"
"P310",2014-07-13,"not blooming",0,"Kelloggia","galioides","","","2014",194,0,0,"Kelloggia galioides","HIGH"
"P33",2014-06-12,"not blooming",0,"Kelloggia","galioides","","","2014",163,0,0,"Kelloggia galioides","HIGH"
"P33",2014-06-22,"not blooming",0,"Kelloggia","galioides","","","2014",173,0,0,"Kelloggia galioides","HIGH"
"P33",2014-07-02,"full bloom",2,"Kelloggia","galioides","","","2014",183,1,10,"Kelloggia galioides","HIGH"
"P33",2014-07-13,"full bloom",1,"Kelloggia","galioides","","","2014",194,1,1,"Kelloggia galioides","HIGH"
"P37",2014-06-13,"not blooming",0,"Kelloggia","galioides","","","2014",164,0,0,"Kelloggia galioides","LOW"
"P37",2014-06-24,"not blooming",0,"Kelloggia","galioides","","","2014",175,0,0,"Kelloggia galioides","LOW"
"P37",2014-07-01,"full bloom",2,"Kelloggia","galioides","","","2014",182,1,10,"Kelloggia galioides","LOW"
"P37",2014-07-13,"full bloom",2,"Kelloggia","galioides","","","2014",194,1,10,"Kelloggia galioides","LOW"
"P43",2014-06-13,"not blooming",0,"Kelloggia","galioides","","","2014",164,0,0,"Kelloggia galioides","LOW"
"P43",2014-06-24,"not blooming",0,"Kelloggia","galioides","","","2014",175,0,0,"Kelloggia galioides","LOW"
"P43",2014-07-03,"full bloom",2,"Kelloggia","galioides","","","2014",184,1,10,"Kelloggia galioides","LOW"
"P43",2014-07-13,"not blooming",0,"Kelloggia","galioides","","","2014",194,0,0,"Kelloggia galioides","LOW"
"W04",2013-06-30,"not blooming",0,"Kelloggia","galioides","","","2013",181,0,0,"Kelloggia galioides","HIGH"
"W04",2013-07-14,"full bloom",2,"Kelloggia","galioides","","","2013",195,1,10,"Kelloggia galioides","HIGH"
"W04",2013-07-20,"full bloom",2,"Kelloggia","galioides","","","2013",201,1,10,"Kelloggia galioides","HIGH"
"W04",2013-08-01,"not blooming",0,"Kelloggia","galioides","","","2013",213,0,0,"Kelloggia galioides","HIGH"
"W04",2014-06-14,"not blooming",0,"Kelloggia","galioides","","","2014",165,0,0,"Kelloggia galioides","HIGH"
"W04",2014-06-25,"full bloom",2,"Kelloggia","galioides","","","2014",176,1,10,"Kelloggia galioides","HIGH"
"W04",2014-07-04,"full bloom",3,"Kelloggia","galioides","","","2014",185,1,100,"Kelloggia galioides","HIGH"
"W04",2014-07-14,"full bloom",2,"Kelloggia","galioides","","","2014",195,1,10,"Kelloggia galioides","HIGH"
"N136",2013-07-09,"full bloom",2,"Lilium","pardalinum","ssp.","pardalinum","2013",190,1,10,"Lilium pardalinum ssp. pardalinum","LOW"
"N136",2013-07-12,"full bloom",2,"Lilium","pardalinum","ssp.","pardalinum","2013",193,1,10,"Lilium pardalinum ssp. pardalinum","LOW"
"N136",2013-07-24,"not blooming",0,"Lilium","pardalinum","ssp.","pardalinum","2013",205,0,0,"Lilium pardalinum ssp. pardalinum","LOW"
"N136",2013-07-26,"not blooming",0,"Lilium","pardalinum","ssp.","pardalinum","2013",207,0,0,"Lilium pardalinum ssp. pardalinum","LOW"
"N136",2014-06-17,"not blooming",0,"Lilium","pardalinum","ssp.","pardalinum","2014",168,0,0,"Lilium pardalinum ssp. pardalinum","LOW"
"N136",2014-07-07,"full bloom",2,"Lilium","pardalinum","ssp.","pardalinum","2014",188,1,10,"Lilium pardalinum ssp. pardalinum","LOW"
"N136",2014-07-10,"full bloom",3,"Lilium","pardalinum","ssp.","pardalinum","2014",191,1,100,"Lilium pardalinum ssp. pardalinum","LOW"
"N136",2014-07-17,"full bloom",2,"Lilium","pardalinum","ssp.","pardalinum","2014",198,1,10,"Lilium pardalinum ssp. pardalinum","LOW"
