"Site","Date","BloomStatus","FlowerNum","PlantFK"
"N136","7/7/14","full bloom",2,42
"N136","7/10/14","full bloom",3,42
"N136","7/17/14","full bloom",2,42
"L33","6/13/14","finishing bloom",1,NA
"L33","6/23/14","not blooming",0,NA
"L33","7/3/14","not blooming",0,NA
"L33","7/13/14","not blooming",0,NA
"L24","6/27/13","not blooming",0,NA
"L24","7/13/13","not blooming",0,NA
"L24","7/18/13","finishing bloom",1,NA
"L24","7/31/13","finishing bloom",1,NA
"L24","6/13/14","not blooming",0,NA
"L33","6/29/13","full bloom",2,43
"L33","7/13/13","finishing bloom",2,43
"L33","7/19/13","finishing bloom",1,43
"L33","7/31/13","not blooming",0,43
"L33","6/13/14","beginning to bloom to bloom",2,43
"L33","6/23/14","not blooming",3,43
"L33","7/3/14","finishing bloom",2,43
"L33","7/13/14","finishing bloom",1,43
"N132","6/30/13","full bloom",4,43
"N132","7/14/13","finishing bloom",3,43
"N132","7/20/13","finishing bloom",3,43
"N132","8/1/13","not blooming",0,43
"N132","6/14/14","full bloom",3,43
"N132","6/25/14","full bloom",4,43
"N132","7/4/14","full bloom",4,43
"N132","7/14/14","full bloom",4,43
"N133","7/8/13","full bloom",4,43
"N133","7/11/13","full bloom",4,43
"N133","7/23/13","finishing bloom",2,43
"N133","7/25/13","not blooming",0,43
"N133","6/18/14","beginning to bloom to bloom",1,43
"N133","7/7/14","full bloom",3,43
"N133","7/10/14","full bloom",2,43
"N133","7/18/14","full bloom",3,43
"N134","7/8/13","finishing bloom",2,43
"N134","7/11/13","finishing bloom",2,43
"N134","7/22/13","not blooming",0,43
"N134","7/25/13","not blooming",0,43
"N134","6/17/14","not blooming",3,43
"N134","7/6/14","not blooming",0,43
"N134","7/9/14","finishing bloom",3,43
"N134","7/17/14","not blooming",0,43
"N135","7/8/13","finishing bloom",2,43
"N135","7/11/13","finishing bloom",2,43
"N135","7/22/13","finishing bloom",1,43
"N135","7/25/13","finishing bloom",1,43
"N135","6/18/14","full bloom",3,43
"N135","7/6/14","finishing bloom",2,43
"N135","7/9/14","full bloom",2,43
"N135","7/19/14","not blooming",0,43
"N137","7/9/13","full bloom",4,43
"N137","7/12/13","full bloom",4,43
"N137","7/24/13","finishing bloom",2,43
"N137","7/26/13","finishing bloom",2,43
"N137","6/19/14","not blooming",0,43
"N137","7/7/14","full bloom",3,43
"N137","7/10/14","full bloom",3,43
"N137","7/19/14","finishing bloom",2,43
"N139","7/9/13","not blooming",0,43
"N139","7/12/13","not blooming",0,43
"N139","7/24/13","not blooming",0,43
"N139","7/26/13","not blooming",0,43
"N139","6/18/14","not blooming",4,43
"N139","7/6/14","not blooming",0,43
"N139","7/9/14","not blooming",3,43
"N139","7/18/14","not blooming",0,43
"P24","6/27/13","full bloom",1,43
"P24","7/13/13","finishing bloom",2,43
"P24","7/19/13","finishing bloom",1,43
"P24","7/29/13","finishing bloom",1,43
"P24","6/12/14","not blooming",0,43
"P24","6/23/14","not blooming",0,43
"P24","7/2/14","finishing bloom",2,43
"P24","7/13/14","finishing bloom",2,43
"P310","6/29/13","full bloom",4,43
"P310","7/13/13","full bloom",4,43
"P310","7/17/13","full bloom",4,43
"P310","7/31/13","finishing bloom",2,43
"P310","6/12/14","beginning to bloom to bloom",2,43
"P310","6/24/14","full bloom",3,43
"P310","7/1/14","full bloom",3,43
"P310","7/13/14","finishing bloom",3,43
"P37","6/28/13","full bloom",3,43
"P37","7/13/13","finishing bloom",2,43
"P37","7/19/13","not blooming",0,43
"P37","7/30/13","not blooming",0,43
"P37","6/13/14","full bloom",4,43
"P37","6/24/14","full bloom",3,43
"P37","7/1/14","full bloom",2,43
"P37","7/13/14","finishing bloom",1,43
"W04","6/30/13","full bloom",2,43
"W04","7/14/13","full bloom",2,43
"W04","7/20/13","finishing bloom",2,43
"W04","8/1/13","finishing bloom",2,43
"W04","6/14/14","not blooming",0,43
"W04","6/25/14","full bloom",2,43
"W04","7/4/14","full bloom",2,43
"W04","7/14/14","full bloom",4,43
"L21","6/26/13","full bloom",2,44
"L21","7/13/13","full bloom",2,44
"L21","7/17/13","finishing bloom",2,44
"L21","7/30/13","finishing bloom",1,44
"L21","6/12/14","full bloom",2,44
"L21","6/22/14","full bloom",1,44
"L21","7/3/14","full bloom",2,44
"L21","7/13/14","finishing bloom",2,44
"N137","7/9/13","full bloom",3,44
"N137","7/12/13","full bloom",3,44
"N137","7/24/13","finishing bloom",2,44
"N137","7/26/13","finishing bloom",2,44
"N137","6/19/14","not blooming",0,44
"N137","7/7/14","full bloom",1,44
"N137","7/10/14","full bloom",1,44
"N137","7/19/14","full bloom",2,44
"L21","6/26/13","full bloom",1,45
"L21","7/13/13","finishing bloom",1,45
"L21","7/17/13","finishing bloom",1,45
"L21","7/30/13","finishing bloom",1,45
"L21","6/12/14","not blooming",0,45
"L21","6/22/14","beginning to bloom to bloom",1,45
"L21","7/3/14","full bloom",3,45
"L21","7/13/14","full bloom",1,45
"L24","6/27/13","full bloom",2,45
"L24","7/13/13","full bloom",2,45
"L24","7/18/13","finishing bloom",2,45
"L24","7/31/13","finishing bloom",2,45
"L24","6/13/14","not blooming",0,45
"L24","6/23/14","not blooming",0,45
"L24","7/2/14","finishing bloom",2,45
"L24","7/13/14","full bloom",2,45
"L35","6/27/13","beginning to bloom",1,45
"L35","7/13/13","beginning to bloom",3,45
"L35","7/18/13","full bloom",4,45
"L35","7/29/13","finishing bloom",4,45
"L35","6/12/14","full bloom",3,45
"L35","6/22/14","full bloom",2,45
"L35","7/3/14","finishing bloom",3,45
"L35","7/13/14","finishing bloom",2,45
"N134","7/8/13","full bloom",4,45
"N134","7/11/13","full bloom",4,45
"N134","7/22/13","finishing bloom",4,45
"N134","7/25/13","finishing bloom",4,45
"N134","6/17/14","not blooming",5,45
"N134","7/6/14","full bloom",4,45
"N134","7/9/14","full bloom",5,45
"N134","7/17/14","full bloom",4,45
"N136","7/9/13","full bloom",2,45
"N136","7/12/13","full bloom",2,45
"N136","7/24/13","finishing bloom",2,45
"N136","7/26/13","finishing bloom",2,45
"N136","6/17/14","full bloom",1,45
"N136","7/7/14","full bloom",1,45
"N136","7/10/14","full bloom",3,45
"N136","7/17/14","full bloom",2,45
"L21","6/26/13","beginning to bloom",2,46
"L21","7/13/13","full bloom",4,46
"L21","7/17/13","full bloom",4,46
"L21","7/30/13","finishing bloom",4,46
"L21","6/12/14","not blooming",0,46
"L21","6/22/14","not blooming",0,46
"L21","7/3/14","finishing bloom",2,46
"L21","7/13/14","full bloom",2,46
"N135","7/8/13","full bloom",2,47
"N135","7/11/13","full bloom",2,47
"N135","7/22/13","finishing bloom",1,47
"N135","7/25/13","finishing bloom",1,47
"N135","6/18/14","not blooming",0,47
"N135","7/6/14","not blooming",0,47
"N135","7/9/14","beginning to bloom to bloom",1,47
"N135","7/19/14","beginning to bloom to bloom",1,47
"N137","7/9/13","full bloom",2,47
"N137","7/12/13","full bloom",2,47
"N137","7/24/13","finishing bloom",2,47
"N137","7/26/13","finishing bloom",2,47
"N137","6/19/14","not blooming",0,47
"N137","7/7/14","not blooming",0,47
"N137","7/10/14","not blooming",0,47
"N137","7/19/14","full bloom",1,47
"W04","6/14/14","not blooming",0,47
"W04","6/25/14","not blooming",0,47
"W04","7/4/14","not blooming",0,47
"W04","7/14/14","full bloom",2,47
"N136","7/9/13","full bloom",2,48
"N136","7/12/13","full bloom",2,48
"N136","7/24/13","full bloom",2,48
"N136","7/26/13","full bloom",2,48
"N136","6/17/14","full bloom",3,48
"N136","7/7/14","beginning to bloom to bloom",1,48
"N136","7/10/14","full bloom",3,48
"N136","7/17/14","full bloom",2,48
"L33","6/13/14","full bloom",2,49
"L33","6/23/14","not blooming",0,49
"L33","7/3/14","not blooming",0,49
"L33","7/13/14","not blooming",0,49
"N139","7/9/13","finishing bloom",1,49
"N139","7/12/13","finishing bloom",1,49
"N139","7/24/13","not blooming",0,49
"N139","7/26/13","not blooming",0,49
"N139","6/18/14","full bloom",3,49
"N139","7/6/14","not blooming",0,49
"N139","7/9/14","full bloom",1,49
"N139","7/18/14","finishing bloom",1,49
"L21","6/26/13","beginning to bloom",1,50
"L21","7/13/13","beginning to bloom",2,50
"L21","7/17/13","full bloom",2,50
"L21","7/30/13","finishing bloom",2,50
"L21","6/12/14","full bloom",2,50
"L21","6/22/14","not blooming",0,50
"L21","7/3/14","finishing bloom",1,50
"L21","7/13/14","full bloom",2,50
"L24","6/13/14","full bloom",3,50
"L24","6/23/14","not blooming",0,50
"L24","7/2/14","not blooming",0,50
"L24","7/13/14","not blooming",0,50
"L33","6/29/13","full bloom",2,50
"L33","7/13/13","full bloom",2,50
"L33","7/19/13","finishing bloom",2,50
"L33","7/31/13","not blooming",0,50
"L33","6/13/14","not blooming",0,50
"L33","6/23/14","full bloom",1,50
"L33","7/3/14","finishing bloom",2,50
"L33","7/13/14","full bloom",2,50
"N131","6/30/13","full bloom",3,50
"N131","7/14/13","finishing bloom",3,50
"N131","7/20/13","finishing bloom",2,50
"N131","8/1/13","finishing bloom",2,50
"N131","6/14/14","beginning to bloom to bloom",1,50
"N131","6/25/14","full bloom",3,50
"N131","7/4/14","beginning to bloom to bloom",4,50
"N131","7/14/14","finishing bloom",3,50
"N135","7/8/13","finishing bloom",2,50
"N135","7/11/13","finishing bloom",2,50
"N135","7/22/13","not blooming",0,50
"N135","7/25/13","not blooming",0,50
"N135","6/18/14","beginning to bloom to bloom",2,50
"N135","7/6/14","full bloom",5,50
"N135","7/9/14","full bloom",2,50
"N135","7/19/14","finishing bloom",1,50
"N137","7/9/13","full bloom",2,50
"N137","7/12/13","full bloom",2,50
"N137","7/24/13","full bloom",2,50
"N137","7/26/13","finishing bloom",2,50
"N137","6/19/14","not blooming",0,50
"N137","7/7/14","not blooming",0,50
"N137","7/10/14","finishing bloom",1,50
"N137","7/19/14","not blooming",0,50
"N139","7/9/13","finishing bloom",2,50
"N139","7/12/13","finishing bloom",2,50
"N139","7/24/13","finishing bloom",2,50
"N139","7/26/13","finishing bloom",2,50
"N139","6/18/14","not blooming",3,50
"N139","7/6/14","full bloom",1,50
"N139","7/9/14","finishing bloom",1,50
"N139","7/18/14","finishing bloom",1,50
"P310","6/29/13","beginning to bloom",1,50
"P310","7/13/13","finishing bloom",3,50
"P310","7/17/13","finishing bloom",3,50
"P310","7/31/13","finishing bloom",3,50
"P310","6/12/14","not blooming",0,50
"P310","6/24/14","beginning to bloom to bloom",1,50
"P310","7/1/14","finishing bloom",2,50
"P310","7/13/14","finishing bloom",2,50
"P33","6/27/13","not blooming",0,50
"P33","7/13/13","finishing bloom",2,50
"P33","7/18/13","finishing bloom",2,50
"P33","7/29/13","finishing bloom",2,50
"P33","6/12/14","not blooming",0,50
"P33","6/22/14","not blooming",0,50
"P33","7/2/14","beginning to bloom to bloom",1,50
"P33","7/13/14","full bloom",2,50
"P43","6/28/13","full bloom",1,50
"P43","7/13/13","finishing bloom",1,50
"P43","7/17/13","finishing bloom",1,50
"P43","7/30/13","not blooming",0,50
"P43","6/13/14","not blooming",0,50
"P43","6/24/14","not blooming",0,50
"P43","7/3/14","full bloom",1,50
"P43","7/13/14","not blooming",0,50
"L24","7/18/13","not blooming",0,NA
"L24","7/31/13","not blooming",0,NA
"L24","6/27/13","not blooming",0,51
"L24","7/13/13","full bloom",3,51
"L24","7/18/13","full bloom",3,51
"L24","7/31/13","finishing bloom",2,51
"L24","6/13/14","not blooming",0,51
"L24","6/23/14","not blooming",0,51
"L24","7/2/14","not blooming",0,51
"L24","7/13/14","not blooming",0,51
"N136","7/9/13","not blooming",0,51
"N136","7/12/13","not blooming",0,51
"N136","7/24/13","full bloom",3,51
"N136","7/26/13","full bloom",2,51
"N136","6/17/14","full bloom",2,51
"N136","7/7/14","not blooming",0,51
"N136","7/10/14","full bloom",2,51
"N136","7/17/14","not blooming",0,51
"P24","6/27/13","finishing bloom",1,52
"P24","7/13/13","not blooming",0,52
"P24","7/19/13","not blooming",0,52
"P24","7/29/13","not blooming",0,52
"P24","6/12/14","not blooming",0,52
"P24","6/23/14","beginning to bloom to bloom",2,52
"P24","7/2/14","beginning to bloom to bloom",0,52
"P24","7/13/14","not blooming",0,52
"N135","7/8/13","not blooming",0,53
"N135","7/11/13","not blooming",0,53
"N135","7/22/13","not blooming",0,53
"N135","7/25/13","not blooming",0,53
"N135","6/18/14","full bloom",3,53
"N135","7/6/14","finishing bloom",1,53
"N135","7/9/14","not blooming",0,53
"N135","7/19/14","not blooming",0,53
"P37","6/13/14","not blooming",0,53
"P37","6/24/14","not blooming",0,53
"P37","7/1/14","finishing bloom",1,53
"P37","7/13/14","not blooming",0,53
"L21","6/26/13","full bloom",2,54
"L21","7/13/13","finishing bloom",1,54
"L21","7/17/13","finishing bloom",1,54
"L21","7/30/13","not blooming",0,54
"L21","6/12/14","not blooming",0,54
"L21","6/22/14","full bloom",2,54
"L21","7/3/14","finishing bloom",4,54
"L21","7/13/14","finishing bloom",1,54
"L24","6/27/13","full bloom",3,54
"L24","7/13/13","finishing bloom",2,54
"L24","7/18/13","finishing bloom",2,54
"L24","7/31/13","finishing bloom",2,54
"L24","6/13/14","not blooming",0,54
"L24","6/23/14","full bloom",2,54
"L24","7/2/14","finishing bloom",3,54
"L24","7/13/14","finishing bloom",2,54
"L33","6/29/13","finishing bloom",2,54
"L33","7/13/13","finishing bloom",1,54
"L33","7/19/13","not blooming",0,54
"L33","7/31/13","not blooming",0,54
"L33","6/13/14","not blooming",0,54
"L33","6/23/14","not blooming",0,54
"L33","7/3/14","finishing bloom",2,54
"L33","7/13/14","finishing bloom",1,54
"L35","6/27/13","full bloom",2,54
"L35","7/13/13","finishing bloom",2,54
"L35","7/18/13","finishing bloom",2,54
"L35","7/29/13","not blooming",0,54
"L35","6/12/14","not blooming",0,54
"L35","6/22/14","full bloom",2,54
"L35","7/3/14","finishing bloom",1,54
"L35","7/13/14","finishing bloom",2,54
"N131","6/30/13","full bloom",2,54
"N131","7/14/13","finishing bloom",2,54
"N131","7/20/13","not blooming",0,54
"N131","8/1/13","not blooming",0,54
"N131","6/14/14","beginning to bloom to bloom",1,54
"N131","6/25/14","finishing bloom",2,54
"N131","7/4/14","finishing bloom",2,54
"N131","7/14/14","finishing bloom",2,54
"N133","7/8/13","full bloom",3,54
"N133","7/11/13","full bloom",3,54
"N133","7/23/13","finishing bloom",1,54
"N133","7/25/13","not blooming",0,54
"N133","6/18/14","beginning to bloom to bloom",2,54
"N133","7/7/14","finishing bloom",3,54
"N133","7/10/14","full bloom",2,54
"N133","7/18/14","not blooming",0,54
"N134","7/8/13","finishing bloom",3,54
"N134","7/11/13","finishing bloom",3,54
"N134","7/22/13","finishing bloom",2,54
"N134","7/25/13","finishing bloom",2,54
"N134","6/17/14","full bloom",4,54
"N134","7/6/14","full bloom",3,54
"N134","7/9/14","full bloom",5,54
"N134","7/17/14","finishing bloom",1,54
"N136","7/9/13","finishing bloom",1,54
"N136","7/12/13","finishing bloom",1,54
"N136","7/24/13","finishing bloom",1,54
"N136","7/26/13","not blooming",0,54
"N136","6/17/14","not blooming",0,54
"N136","7/7/14","full bloom",1,54
"N136","7/10/14","finishing bloom",2,54
"N136","7/17/14","not blooming",0,54
"N137","7/9/13","finishing bloom",4,54
"N137","7/12/13","finishing bloom",4,54
"N137","7/24/13","finishing bloom",3,54
"N137","7/26/13","finishing bloom",3,54
"N137","6/19/14","full bloom",2,54
"N137","7/7/14","full bloom",3,54
"N137","7/10/14","finishing bloom",3,54
"N137","7/19/14","finishing bloom",3,54
"N139","6/18/14","full bloom",1,54
"N139","7/6/14","not blooming",0,54
"N139","7/9/14","not blooming",0,54
"N139","7/18/14","not blooming",0,54
"P24","6/27/13","full bloom",2,54
"P24","7/13/13","finishing bloom",2,54
"P24","7/19/13","finishing bloom",2,54
"P24","7/29/13","not blooming",0,54
"P24","6/12/14","full bloom",2,54
"P24","6/23/14","beginning to bloom to bloom",2,54
"P24","7/2/14","finishing bloom",2,54
"P24","7/13/14","not blooming",0,54
"P33","6/27/13","full bloom",2,54
"P33","7/13/13","finishing bloom",2,54
"P33","7/18/13","finishing bloom",2,54
"P33","7/29/13","finishing bloom",2,54
"P33","6/12/14","beginning to bloom to bloom",2,54
"P33","6/22/14","not blooming",0,54
"P33","7/2/14","full bloom",2,54
"P33","7/13/14","full bloom",3,54
"P37","6/28/13","full bloom",2,54
"P37","7/13/13","finishing bloom",1,54
"P37","7/19/13","not blooming",0,54
"P37","7/30/13","not blooming",0,54
"P37","6/13/14","not blooming",0,54
"P37","6/24/14","not blooming",0,54
"P37","7/1/14","not blooming",0,54
"P37","7/13/14","not blooming",0,54
"W04","6/30/13","full bloom",2,54
"W04","7/14/13","full bloom",2,54
"W04","7/20/13","finishing bloom",2,54
"W04","8/1/13","finishing bloom",2,54
"W04","6/14/14","full bloom",4,54
"W04","6/25/14","not blooming",0,54
"W04","7/4/14","full bloom",1,54
"W04","7/14/14","not blooming",0,54
"P37","6/13/14","finishing bloom",2,NA
"N136","7/9/13","full bloom",3,55
"N136","7/12/13","full bloom",3,55
"N136","7/24/13","finishing bloom",2,55
"N136","7/26/13","finishing bloom",2,55
"N136","6/17/14","full bloom",3,55
"N136","7/7/14","full bloom",3,55
"N136","7/10/14","full bloom",2,55
"N136","7/17/14","full bloom",2,55
"L24","6/27/13","full bloom",3,56
"L24","7/13/13","full bloom",3,56
"L24","7/18/13","finishing bloom",2,56
"L24","7/31/13","finishing bloom",2,56
"L24","6/13/14","not blooming",0,56
"L24","6/23/14","not blooming",0,56
"L24","7/2/14","not blooming",0,56
"L24","7/13/14","not blooming",0,56
"L24","6/27/13","full bloom",1,57
"L24","7/13/13","full bloom",1,57
"L24","7/18/13","finishing bloom",1,57
"L24","7/31/13","finishing bloom",1,57
"L24","6/13/14","full bloom",4,57
"L24","6/23/14","full bloom",2,57
"L24","7/2/14","full bloom",2,57
"L24","7/13/14","full bloom",1,57
"P37","6/28/13","full bloom",2,57
"P37","7/13/13","finishing bloom",1,57
"P37","7/19/13","not blooming",0,57
"P37","7/30/13","not blooming",0,57
"P37","6/13/14","full bloom",3,57
"P37","6/24/14","not blooming",0,57
"P37","7/1/14","finishing bloom",2,57
"P37","7/13/14","not blooming",0,57
"L21","6/12/14","not blooming",0,58
"L21","6/22/14","not blooming",0,58
"L21","7/3/14","full bloom",1,58
"L21","7/13/14","full bloom",1,58
"L24","6/13/14","full bloom",4,58
"L24","6/23/14","full bloom",3,58
"L24","7/2/14","full bloom",3,58
"L24","7/13/14","full bloom",3,58
"N136","6/17/14","full bloom",2,59
"N136","7/7/14","not blooming",0,59
"N136","7/10/14","not blooming",0,59
"N136","7/17/14","not blooming",0,59
"L24","6/27/13","not blooming",0,60
"L24","7/13/13","full bloom",2,60
"L24","7/18/13","full bloom",2,60
"L24","7/31/13","full bloom",2,60
"L24","6/13/14","not blooming",0,60
"L24","6/23/14","not blooming",0,60
"L24","7/2/14","not blooming",0,60
"L24","7/13/14","full bloom",1,60
"N133","7/8/13","not blooming",0,60
"N133","7/11/13","beginning to bloom",2,60
"N133","7/23/13","beginning to bloom",2,60
"N133","7/25/13","beginning to bloom",2,60
"N133","6/18/14","not blooming",0,60
"N133","7/7/14","not blooming",0,60
"N133","7/10/14","not blooming",0,60
"N133","7/18/14","not blooming",0,60
"N134","7/8/13","beginning to bloom",2,60
"N134","7/11/13","full bloom",2,60
"N134","7/22/13","full bloom",2,60
"N134","7/25/13","full bloom",2,60
"N134","6/17/14","not blooming",4,60
"N134","7/6/14","full bloom",2,60
"N134","7/9/14","full bloom",2,60
"N134","7/17/14","full bloom",2,60
"L21","6/26/13","full bloom",2,61
"L21","7/13/13","full bloom",2,61
"L21","7/17/13","full bloom",2,61
"L21","7/30/13","finishing bloom",2,61
"L21","6/12/14","finishing bloom",3,61
"L21","6/22/14","full bloom",2,61
"L21","7/3/14","full bloom",2,61
"L21","7/13/14","full bloom",2,61
"L35","6/12/14","full bloom",2,62
"L35","6/22/14","not blooming",0,62
"L35","7/3/14","not blooming",0,62
"L35","7/13/14","not blooming",0,62
"P310","6/12/14","finishing bloom",2,62
"P310","6/24/14","not blooming",0,62
"P310","7/1/14","not blooming",0,62
"P310","7/13/14","not blooming",0,62
"P33","6/12/14","finishing bloom",2,62
"P33","6/22/14","not blooming",0,62
"P33","7/2/14","not blooming",0,62
"P33","7/13/14","not blooming",0,62
"L21","6/12/14","full bloom",2,63
"L21","6/22/14","finishing bloom",1,63
"L21","7/3/14","not blooming",0,63
"L21","7/13/14","not blooming",0,63
"L33","6/13/14","not blooming",0,63
"L33","6/23/14","full bloom",2,63
"L33","7/3/14","not blooming",0,63
"L33","7/13/14","not blooming",0,63
"N131","6/14/14","full bloom",3,63
"N131","6/25/14","full bloom",3,63
"N131","7/4/14","not blooming",0,63
"N131","7/14/14","not blooming",0,63
"N133","6/18/14","not blooming",0,63
"N133","7/7/14","finishing bloom",1,63
"N133","7/10/14","not blooming",0,63
"N133","7/18/14","not blooming",0,63
"N134","6/17/14","full bloom",3,63
"N134","7/6/14","not blooming",0,63
"N134","7/9/14","not blooming",0,63
"N134","7/17/14","not blooming",0,63
"N139","6/18/14","full bloom",3,63
"N139","7/6/14","not blooming",0,63
"N139","7/9/14","not blooming",0,63
"N139","7/18/14","not blooming",0,63
"P310","6/12/14","full bloom",2,63
"P310","6/24/14","finishing bloom",2,63
"P310","7/1/14","not blooming",0,63
"P310","7/13/14","not blooming",0,63
"P33","6/12/14","not blooming",0,63
"P33","6/22/14","not blooming",0,63
"P33","7/2/14","finishing bloom",1,63
"P33","7/13/14","not blooming",0,63
"P37","6/13/14","not blooming",0,63
"P37","6/24/14","not blooming",0,63
"P37","7/1/14","finishing bloom",1,63
"P37","7/13/14","not blooming",0,63
"P43","6/13/14","full bloom",2,63
"P43","6/24/14","not blooming",0,63
"P43","7/3/14","not blooming",0,63
"P43","7/13/14","not blooming",0,63
"W04","6/14/14","beginning to bloom to bloom",2,63
"W04","6/25/14","finishing bloom",2,63
"W04","7/4/14","not blooming",0,63
"W04","7/14/14","not blooming",0,63
"L33","6/13/14","beginning to bloom to bloom",2,64
"L33","6/23/14","full bloom",2,64
"L33","7/3/14","not blooming",0,64
"L33","7/13/14","not blooming",0,64
"N135","6/18/14","finishing bloom",3,64
"N135","7/6/14","not blooming",0,64
"N135","7/9/14","not blooming",0,64
"N135","7/19/14","not blooming",0,64
"P33","6/12/14","full bloom",2,64
"P33","6/22/14","full bloom",2,64
"P33","7/2/14","not blooming",0,64
"P33","7/13/14","not blooming",0,64
"P37","6/13/14","full bloom",3,64
"P37","6/24/14","not blooming",0,64
"P37","7/1/14","not blooming",0,64
"P37","7/13/14","not blooming",0,64
"P43","6/13/14","not blooming",0,64
"P43","6/24/14","finishing bloom",2,64
"P43","7/3/14","not blooming",0,64
"P43","7/13/14","not blooming",0,64
"N136","7/9/13","finishing bloom",1,65
"N136","7/12/13","finishing bloom",1,65
"N136","7/24/13","not blooming",0,65
"N136","7/26/13","not blooming",0,65
"N136","6/17/14","beginning to bloom to bloom",2,65
"N136","7/7/14","full bloom",2,65
"N136","7/10/14","finishing bloom",3,65
"N136","7/17/14","finishing bloom",1,65
"P24","6/12/14","full bloom",2,65
"P24","6/23/14","not blooming",0,65
"P24","7/2/14","not blooming",0,65
"P24","7/13/14","not blooming",0,65
"P43","6/28/13","blooming",1,NA
"L24","6/27/13","not blooming",0,66
"L24","7/13/13","beginning to bloom",3,66
"L24","7/18/13","beginning to bloom",3,66
"L24","7/31/13","finishing bloom",4,66
"L24","6/13/14","not blooming",0,66
"L24","6/23/14","not blooming",0,66
"L24","7/2/14","beginning to bloom to bloom",4,66
"L24","7/13/14","full bloom",4,66
"L35","6/27/13","beginning to bloom",1,66
"L35","7/13/13","beginning to bloom",4,66
"L35","7/18/13","beginning to bloom",4,66
"L35","7/29/13","full bloom",4,66
"L35","6/12/14","not blooming",0,66
"L35","6/22/14","not blooming",0,66
"L35","7/3/14","beginning to bloom to bloom",2,66
"L35","7/13/14","beginning to bloom to bloom",3,66
"N134","7/8/13","not blooming",0,66
"N134","7/11/13","not blooming",0,66
"N134","7/22/13","full bloom",2,66
"N134","7/25/13","full bloom",2,66
"N134","6/17/14","not blooming",2,66
"N134","7/6/14","full bloom",1,66
"N134","7/9/14","full bloom",2,66
"N134","7/17/14","full bloom",1,66
"N136","7/9/13","not blooming",0,66
"N136","7/12/13","not blooming",0,66
"N136","7/24/13","full bloom",2,66
"N136","7/26/13","full bloom",2,66
"N136","6/17/14","not blooming",0,66
"N136","7/7/14","not blooming",0,66
"N136","7/10/14","finishing bloom",2,66
"N136","7/17/14","not blooming",0,66
"N137","7/9/13","full bloom",2,66
"N137","7/12/13","full bloom",2,66
"N137","7/24/13","full bloom",2,66
"N137","7/26/13","finishing bloom",2,66
"N137","6/19/14","not blooming",0,66
"N137","7/7/14","not blooming",0,66
"N137","7/10/14","not blooming",0,66
"N137","7/19/14","full bloom",1,66
"P310","6/29/13","not blooming",0,66
"P310","7/13/13","not blooming",0,66
"P310","7/17/13","beginning to bloom",2,66
"P310","7/31/13","full bloom",2,66
"P310","6/12/14","not blooming",0,66
"P310","6/24/14","not blooming",0,66
"P310","7/1/14","not blooming",0,66
"P310","7/13/14","finishing bloom",2,66
"W04","6/30/13","not blooming",0,66
"W04","7/14/13","full bloom",1,66
"W04","7/20/13","full bloom",1,66
"W04","8/1/13","full bloom",2,66
"W04","6/14/14","not blooming",0,66
"W04","6/25/14","not blooming",0,66
"W04","7/4/14","not blooming",0,66
"W04","7/14/14","full bloom",1,66
"N136","7/9/13","full bloom",3,67
"N136","7/12/13","full bloom",3,67
"N136","7/24/13","full bloom",4,67
"N136","7/26/13","full bloom",3,67
"N136","6/17/14","not blooming",0,67
"N136","7/7/14","not blooming",0,67
"N136","7/10/14","not blooming",0,67
"N136","7/17/14","beginning to bloom to bloom",1,67
"P33","6/27/13","not blooming",0,68
"P33","7/13/13","not blooming",0,68
"P33","7/18/13","not blooming",0,68
"P33","7/29/13","full bloom",2,68
"P33","6/12/14","not blooming",0,68
"P33","6/22/14","not blooming",0,68
"P33","7/2/14","not blooming",0,68
"P33","7/13/14","not blooming",0,68
"L21","6/26/13","beginning to bloom",1,69
"L21","7/13/13","full bloom",1,69
"L21","7/17/13","full bloom",1,69
"L21","7/30/13","finishing bloom",1,69
"L21","6/12/14","full bloom",1,69
"L21","6/22/14","full bloom",1,69
"L21","7/3/14","not blooming",0,69
"L21","7/13/14","full bloom",1,69
"L24","6/27/13","not blooming",0,69
"L24","7/13/13","full bloom",1,69
"L24","7/18/13","finishing bloom",1,69
"L24","7/31/13","finishing bloom",1,69
"L24","6/13/14","not blooming",0,69
"L24","6/23/14","not blooming",0,69
"L24","7/2/14","not blooming",0,69
"L24","7/13/14","finishing bloom",2,69
"L24","6/13/14","beginning to bloom to bloom",2,70
"L24","6/23/14","not blooming",0,70
"L24","7/2/14","not blooming",0,70
"L24","7/13/14","not blooming",0,70
"N136","7/9/13","beginning to bloom",1,71
"N136","7/12/13","beginning to bloom",1,71
"N136","7/24/13","full bloom",2,71
"N136","7/26/13","full bloom",2,71
"N136","6/17/14","not blooming",0,71
"N136","7/7/14","not blooming",0,71
"N136","7/10/14","not blooming",0,71
"N136","7/17/14","not blooming",0,71
"L24","6/13/14","full bloom",2,NA
"P37","6/13/14","full bloom",2,NA
"L21","6/26/13","full bloom",3,72
"L21","7/13/13","finishing bloom",3,72
"L21","7/17/13","finishing bloom",2,72
"L21","7/30/13","finishing bloom",1,72
"L21","6/12/14","full bloom",4,72
"L21","6/22/14","full bloom",3,72
"L21","7/3/14","finishing bloom",3,72
"L21","7/13/14","finishing bloom",1,72
"L24","6/13/14","beginning to bloom to bloom",1,72
