Males,Females,Family,Genus,Species,PlantGenusSpecies
0,1,Halictidae,Halictus,tripartitus,Erysimum capitatum var.capitatum
0,3,Halictidae,Halictus,tripartitus,Gilia capitata 
0,1,Halictidae,Halictus,tripartitus,Gilia tricolor 
0,1,Halictidae,Halictus,tripartitus,Gilia tricolor ssp.tricolor
0,15,Halictidae,Halictus,tripartitus,Grindelia camporum var.camporum
0,1,Halictidae,Halictus,tripartitus,Horkelia fusca ssp.parviflora 
0,1,Halictidae,Halictus,tripartitus,Horkelia tridentata 
0,1,Halictidae,Halictus,tripartitus,Lathyrus sulphureus 
0,10,Halictidae,Halictus,tripartitus,Lessingia leptoclada 
0,1,Halictidae,Halictus,tripartitus,Lewisia congdonii 
0,2,Halictidae,Halictus,tripartitus,Limnanthes montana 
0,3,Halictidae,Halictus,tripartitus,Linanthus harknessii 
0,1,Halictidae,Halictus,tripartitus,Linanthus sp. 
0,2,Halictidae,Halictus,tripartitus,Lotus argophyllus var.fremontii 
0,2,Halictidae,Halictus,tripartitus,Lotus crassifolius var.crassifolius
0,1,Halictidae,Halictus,tripartitus,Lupinus bicolor 
0,3,Halictidae,Halictus,tripartitus,Lupinus grayi 
0,2,Halictidae,Halictus,tripartitus,Lupinus lepidus var.lobbii 
0,1,Halictidae,Halictus,tripartitus,Lupinus nanus 
0,5,Halictidae,Halictus,tripartitus,Lupinus sp. 
0,3,Halictidae,Halictus,tripartitus,Madia elegans 
0,1,Halictidae,Halictus,tripartitus,Mimulus laciniatus 
0,1,Halictidae,Halictus,tripartitus,Mimulus pulchellus 
0,1,Halictidae,Halictus,tripartitus,Mimulus sp. 
0,1,Halictidae,Halictus,tripartitus,Nemophila menziesii 
0,1,Halictidae,Halictus,tripartitus,Nemophila menziesii var.menziesii
0,1,Halictidae,Halictus,tripartitus,Nemophila pedunculata 
19,4740,Halictidae,Halictus,tripartitus,NA
0,1,Halictidae,Halictus,tripartitus,Opuntia sp. (yellow) 
0,1,Halictidae,Halictus,tripartitus,Parvisedum pumilum 
0,1,Halictidae,Halictus,tripartitus,Penstemon newberryi 
0,1,Halictidae,Halictus,tripartitus,Phacelia imbricata 
0,1,Halictidae,Halictus,tripartitus,Phacelia mutabilis 
0,1,Halictidae,Halictus,tripartitus,Phacelia platyloba 
0,1,Halictidae,Halictus,tripartitus,Phacelia quickii 
0,1,Halictidae,Halictus,tripartitus,Plagiobothrys torreyi var.torreyi
0,1,Halictidae,Halictus,tripartitus,Polygonum bistortoides 
0,1,Halictidae,Halictus,tripartitus,Potentilla sp. 
0,1,Halictidae,Halictus,tripartitus,Ranunculus sp. 
0,1,Halictidae,Halictus,tripartitus,Rhamnus tomentella 
0,1,Halictidae,Halictus,tripartitus,Rubus leucodermis 
0,1,Halictidae,Halictus,tripartitus,Sedum lanceolatum 
0,1,Halictidae,Halictus,tripartitus,Sedum sp. 
0,2,Halictidae,Halictus,tripartitus,Senecio aronicoides 
0,1,Halictidae,Halictus,tripartitus,Senecio scorzonella ?
0,1,Halictidae,Halictus,tripartitus,Senecio serra var.serra
0,2,Halictidae,Halictus,tripartitus,Sisymbrium altissimum 
0,1,Halictidae,Halictus,tripartitus,Sisymbrium officinale 
0,4,Halictidae,Halictus,tripartitus,Solidago canadensis 
0,4,Halictidae,Halictus,tripartitus,Solidago canadensis ssp.elongata 
0,6,Halictidae,Halictus,tripartitus,Stephanomeria virgata ssp.pleurocarpa 
0,1,Halictidae,Halictus,tripartitus,Streptanthus sp. 
0,2,Halictidae,Halictus,tripartitus,Streptanthus tortuosus 
0,6,Halictidae,Halictus,tripartitus,Streptanthus tortuosus var.orbiculatus 
0,3,Halictidae,Halictus,tripartitus,Streptanthus tortuosus var.tortuosus
0,1,Halictidae,Halictus,tripartitus,Trifolium sp. 
0,1,Halictidae,Halictus,tripartitus,Trifolium willdenovii 
0,4,Halictidae,Halictus,tripartitus,Triteleia montana 
0,4,Halictidae,Halictus,tripartitus,Verbascum thapsus 
0,1,Halictidae,Halictus,tripartitus,Viola pinetorum 
0,1,Halictidae,Lasioglossum,albohirtum,Arctostaphylos patula 
0,13,Halictidae,Lasioglossum,albohirtum,NA
0,1,Halictidae,Lasioglossum,albuquerquense,Asclepias sp. 
0,1,Halictidae,Lasioglossum,albuquerquense,Clarkia williamsonii 
0,1,Halictidae,Lasioglossum,albuquerquense,Mimulus floribundus 
0,4,Halictidae,Lasioglossum,albuquerquense,NA
0,1,Halictidae,Lasioglossum,allonotum,Madia elegans 
0,14,Halictidae,Lasioglossum,allonotum,NA
0,1,Halictidae,Lasioglossum,allonotum,Pholistoma auritum 
0,4,Halictidae,Lasioglossum,allonotum,Rhamnus ilicifolia 
0,1,Halictidae,Lasioglossum,allonotum,Rhamnus tomentella 
0,1,Halictidae,Lasioglossum,allonotum,Taraxacum officinale 
0,1,Halictidae,Lasioglossum,anhypops,Arabis holboellii var.retrofracta 
0,1,Halictidae,Lasioglossum,anhypops,Arabis sparsiflora var.arcuata 
0,1,Halictidae,Lasioglossum,anhypops,Arctostaphylos patula 
0,1,Halictidae,Lasioglossum,anhypops,Arctostaphylos viscida 
1,0,Halictidae,Lasioglossum,anhypops,Aster integrifolius 
0,1,Halictidae,Lasioglossum,anhypops,Aster occidentalis var.yosemitanus 
0,2,Halictidae,Lasioglossum,anhypops,Calochortus sp. 
0,1,Halictidae,Lasioglossum,anhypops,Calyptridium monospermum 
0,1,Halictidae,Lasioglossum,anhypops,Calyptridium sp. 
0,1,Halictidae,Lasioglossum,anhypops,Ceanothus integerrimus 
0,1,Halictidae,Lasioglossum,anhypops,Chamaebatia foliolosa 
0,1,Halictidae,Lasioglossum,anhypops,Eriogonum marifolium 
0,5,Halictidae,Lasioglossum,anhypops,Eriogonum nudum var.nudum
0,1,Halictidae,Lasioglossum,anhypops,Erysimum capitatum ssp.perenne 
0,1,Halictidae,Lasioglossum,anhypops,Erysimum capitatum var.capitatum
0,1,Halictidae,Lasioglossum,anhypops,Gilia leptalea 
0,1,Halictidae,Lasioglossum,anhypops,Lewisia sp. 
0,1,Halictidae,Lasioglossum,anhypops,Lotus crassifolius var.crassifolius
0,2,Halictidae,Lasioglossum,anhypops,Lotus nevadensis 
0,1,Halictidae,Lasioglossum,anhypops,Lupinus lepidus var.lobbii 
0,1,Halictidae,Lasioglossum,anhypops,Lupinus lepidus var.sellulus 
0,3,Halictidae,Lasioglossum,anhypops,Microseris nutans 
0,1,Halictidae,Lasioglossum,anhypops,Mimulus tilingii 
0,1,Halictidae,Lasioglossum,anhypops,Nemophila heterophylla 
4,971,Halictidae,Lasioglossum,anhypops,NA
0,1,Halictidae,Lasioglossum,anhypops,Penstemon heterodoxus var.heterodoxus
0,2,Halictidae,Lasioglossum,anhypops,Penstemon sp.
0,1,Halictidae,Lasioglossum,anhypops,Phacelia sp. 
0,3,Halictidae,Lasioglossum,anhypops,Potentilla glandulosa 
0,1,Halictidae,Lasioglossum,anhypops,Potentilla glandulosa ssp.nevadensis 
0,2,Halictidae,Lasioglossum,anhypops,Senecio aronicoides 
0,1,Halictidae,Lasioglossum,anhypops,Senecio integerrimus var.exaltatus 
0,1,Halictidae,Lasioglossum,anhypops,Senecio integerrimus var.major 
0,3,Halictidae,Lasioglossum,anhypops,Senecio scorzonella 
1,0,Halictidae,Lasioglossum,anhypops,Solidago canadensis ssp.elongata 
0,1,Halictidae,Lasioglossum,anhypops,Streptanthus sp. 
0,4,Halictidae,Lasioglossum,anhypops,Streptanthus tortuosus 
0,4,Halictidae,Lasioglossum,anhypops,Streptanthus tortuosus var.orbiculatus 
0,4,Halictidae,Lasioglossum,anhypops,Streptanthus tortuosus var.tortuosus
0,4,Halictidae,Lasioglossum,anhypops,Triteleia ixioides ssp.anilina 
0,1,Halictidae,Lasioglossum,anhypops,Wyethia mollis 
0,1,Halictidae,Lasioglossum,brunneiventre,Chaenactis glabriuscula 
0,1,Halictidae,Lasioglossum,brunneiventre,Eremocarpus setigerus 
0,1,Halictidae,Lasioglossum,brunneiventre,Lessingia leptoclada 
1,0,Halictidae,Lasioglossum,brunneiventre,Linanthus filipes 
23,123,Halictidae,Lasioglossum,brunneiventre,NA
0,1,Halictidae,Lasioglossum,cyaneonotum,Agoseris aurantiaca 
0,1,Halictidae,Lasioglossum,cyaneonotum,Calochortus venustus 
3,0,Halictidae,Lasioglossum,cyaneonotum,Limnanthes alba 
0,1,Halictidae,Lasioglossum,cyaneonotum,Limnanthes alba ssp.versicolor 
0,1,Halictidae,Lasioglossum,cyaneonotum,Linanthus ciliatus 
0,1,Halictidae,Lasioglossum,cyaneonotum,Lupinus lepidus var.confertus 
0,1,Halictidae,Lasioglossum,cyaneonotum,Mimulus primuloides 
0,2,Halictidae,Lasioglossum,cyaneonotum,Mimulus sp. 
33,103,Halictidae,Lasioglossum,cyaneonotum,NA
0,1,Halictidae,Lasioglossum,cyaneonotum,Senecio sp. 
0,1,Halictidae,Lasioglossum,egregium,Achillea millefolium 
1,0,Halictidae,Lasioglossum,egregium,Arctostaphylos patula 
0,1,Halictidae,Lasioglossum,egregium,Arctostaphylos viscida 
0,1,Halictidae,Lasioglossum,egregium,Aster sp. 
1,2,Halictidae,Lasioglossum,egregium,Calochortus sp. 
0,1,Halictidae,Lasioglossum,egregium,Cirsium andersonii 
0,1,Halictidae,Lasioglossum,egregium,Eriodictyon californicum 
0,1,Halictidae,Lasioglossum,egregium,Gilia leptalea ssp.bicolor 
1,0,Halictidae,Lasioglossum,egregium,Hackelia velutina 
0,1,Halictidae,Lasioglossum,egregium,Keckiella breviflora 
1,22,Halictidae,Lasioglossum,egregium,NA
0,1,Halictidae,Lasioglossum,egregium,Phacelia ramosissima 
0,1,Halictidae,Lasioglossum,egregium,Pholistoma auritum var.auritum
0,1,Halictidae,Lasioglossum,egregium,Potentilla glandulosa 
0,1,Halictidae,Lasioglossum,egregium,Rhus trilobata 
0,1,Halictidae,Lasioglossum,egregium,Streptanthus tortuosus var.orbiculatus 
0,2,Halictidae,Lasioglossum,egregium,Streptanthus tortuosus var.tortuosus
0,1,Halictidae,Lasioglossum,giffardi,Clarkia williamsonii 
0,32,Halictidae,Lasioglossum,glabriventre,NA
0,2,Halictidae,Lasioglossum,hyalinum,NA
6,59,Halictidae,Lasioglossum,incompletum,NA
0,3,Halictidae,Lasioglossum,inconditus,Allium validum 
0,1,Halictidae,Lasioglossum,inconditus,Arenaria aculeata 
0,2,Halictidae,Lasioglossum,inconditus,Ceanothus cordulatus 
9,156,Halictidae,Lasioglossum,inconditus,NA
0,3,Halictidae,Lasioglossum,inconditus,Penstemon heterodoxus var.heterodoxus
0,2,Halictidae,Lasioglossum,inconditus,Phyllodoce breweri 
0,2,Halictidae,Lasioglossum,inconditus,Potentilla glandulosa ssp.nevadensis 
0,1,Halictidae,Lasioglossum,inconditus,Senecio integerrimus var.exaltatus 
0,3,Halictidae,Lasioglossum,inconditus,Senecio scorzonella 
0,1,Halictidae,Lasioglossum,inconditus,Senecio sp. 
0,1,Halictidae,Lasioglossum,inconditus,Taraxacum officinale 
0,1,Halictidae,Lasioglossum,knereri,Aesculus californica 
0,5,Halictidae,Lasioglossum,knereri,Erysimum capitatum var.capitatum
0,2,Halictidae,Lasioglossum,knereri,Eschscholzia caespitosa 
0,1,Halictidae,Lasioglossum,knereri,Fragaria virginiana 
0,1,Halictidae,Lasioglossum,knereri,Limnanthes alba 
0,141,Halictidae,Lasioglossum,knereri,NA
0,1,Halictidae,Lasioglossum,knereri,Potentilla glandulosa 
0,2,Halictidae,Lasioglossum,knereri,Potentilla glandulosa ssp.nevadensis 
0,1,Halictidae,Lasioglossum,knereri,Potentilla gracilis var.fastigiata 
0,1,Halictidae,Lasioglossum,mellipes,Amelanchier utahensis 
0,5,Halictidae,Lasioglossum,mellipes,Arctostaphylos viscida 
0,1,Halictidae,Lasioglossum,mellipes,Asclepias fascicularis 
0,1,Halictidae,Lasioglossum,mellipes,Calochortus minimus 
0,1,Halictidae,Lasioglossum,mellipes,Cryptantha sp. 
0,1,Halictidae,Lasioglossum,mellipes,Dichelostemma multiflorum 
0,1,Halictidae,Lasioglossum,mellipes,Dodecatheon jeffreyi 
0,1,Halictidae,Lasioglossum,mellipes,Epilobium angustifolium ssp.circumvagum 
0,2,Halictidae,Lasioglossum,mellipes,Eriodictyon californicum 
0,1,Halictidae,Lasioglossum,mellipes,Gilia tricolor 
0,2,Halictidae,Lasioglossum,mellipes,Keckiella breviflora 
0,1,Halictidae,Lasioglossum,mellipes,Lupinus microcarpus var.densiflorus 
0,1,Halictidae,Lasioglossum,mellipes,Microseris nutans 
0,1,Halictidae,Lasioglossum,mellipes,Mimulus guttatus 
0,124,Halictidae,Lasioglossum,mellipes,NA
0,1,Halictidae,Lasioglossum,mellipes,Penstemon laetus 
0,2,Halictidae,Lasioglossum,mellipes,Penstemon newberryi 
0,1,Halictidae,Lasioglossum,mellipes,Penstemon rydbergii var.oreocharis 
0,2,Halictidae,Lasioglossum,mellipes,Pholistoma auritum 
0,2,Halictidae,Lasioglossum,mellipes,Potentilla glandulosa 
0,1,Halictidae,Lasioglossum,mellipes,Ribes sp. 
0,1,Halictidae,Lasioglossum,mellipes,Solidago canadensis ssp.elongata 
0,2,Halictidae,Lasioglossum,mellipes,Streptanthus tortuosus var.tortuosus
0,3,Halictidae,Lasioglossum,nevadense,Aesculus californica 
0,1,Halictidae,Lasioglossum,nevadense,Allophyllum gilioides 
0,1,Halictidae,Lasioglossum,nevadense,Amelanchier utahensis 
0,1,Halictidae,Lasioglossum,nevadense,Clarkia williamsonii 
1,0,Halictidae,Lasioglossum,nevadense,Cryptantha flaccida 
1,0,Halictidae,Lasioglossum,nevadense,Eriogonum nudum var.nudum
0,1,Halictidae,Lasioglossum,nevadense,Erysimum capitatum 
0,1,Halictidae,Lasioglossum,nevadense,Fragaria vesca 
0,1,Halictidae,Lasioglossum,nevadense,Gilia leptalea ssp.bicolor 
0,1,Halictidae,Lasioglossum,nevadense,Grindelia camporum var.camporum
0,1,Halictidae,Lasioglossum,nevadense,Lotus nevadensis var.nevadensis
0,1,Halictidae,Lasioglossum,nevadense,Lupinus lepidus var.sellulus 
0,1,Halictidae,Lasioglossum,nevadense,Mimulus primuloides 
2,443,Halictidae,Lasioglossum,nevadense,NA
0,1,Halictidae,Lasioglossum,nevadense,Penstemon sp.
1,0,Halictidae,Lasioglossum,nevadense,Rudbeckia hirta 
0,3,Halictidae,Lasioglossum,nigrescens,NA
0,1,Halictidae,Lasioglossum,obscurior,Aster occidentalis 
0,52,Halictidae,Lasioglossum,obscurior,NA
0,2,Halictidae,Lasioglossum,olympiae,Amelanchier utahensis 
0,4,Halictidae,Lasioglossum,olympiae,Arctostaphylos patula 
0,1,Halictidae,Lasioglossum,olympiae,Arctostaphylos viscida 
0,1,Halictidae,Lasioglossum,olympiae,Athysanus pusillus 
0,1,Halictidae,Lasioglossum,olympiae,Calyptridium umbellatum 
0,1,Halictidae,Lasioglossum,olympiae,Ceanothus cordulatus 
0,2,Halictidae,Lasioglossum,olympiae,Ceanothus integerrimus 
0,1,Halictidae,Lasioglossum,olympiae,Ceanothus sp. 
0,1,Halictidae,Lasioglossum,olympiae,Chamaebatia foliolosa 
0,1,Halictidae,Lasioglossum,olympiae,Collinsia torreyi var.torreyi
0,2,Halictidae,Lasioglossum,olympiae,Cornus sericea ssp.occidentalis 
0,2,Halictidae,Lasioglossum,olympiae,Dodecatheon jeffreyi 
0,10,Halictidae,Lasioglossum,olympiae,Eriodictyon californicum 
0,8,Halictidae,Lasioglossum,olympiae,Gilia capitata 
0,3,Halictidae,Lasioglossum,olympiae,Horkelia tridentata 
0,25,Halictidae,Lasioglossum,olympiae,Limnanthes alba 
0,9,Halictidae,Lasioglossum,olympiae,Limnanthes alba ssp.versicolor 
0,3,Halictidae,Lasioglossum,olympiae,Limnanthes montana 
0,1,Halictidae,Lasioglossum,olympiae,Linanthus ciliatus 
0,1,Halictidae,Lasioglossum,olympiae,Lupinus sp. 
0,7,Halictidae,Lasioglossum,olympiae,Madia elegans 
0,1,Halictidae,Lasioglossum,olympiae,Mimulus guttatus 
0,1,Halictidae,Lasioglossum,olympiae,Mimulus tilingii 
1,186,Halictidae,Lasioglossum,olympiae,NA
0,1,Halictidae,Lasioglossum,olympiae,Penstemon laetus 
0,1,Halictidae,Lasioglossum,olympiae,Potentilla glandulosa 
0,1,Halictidae,Lasioglossum,olympiae,Potentilla gracilis var.fastigiata 
0,1,Halictidae,Lasioglossum,olympiae,Rhamnus ilicifolia 
0,1,Halictidae,Lasioglossum,olympiae,Rhamnus rubra 
0,2,Halictidae,Lasioglossum,olympiae,Salix lutea 
0,1,Halictidae,Lasioglossum,olympiae,Sanicula graveolens 
0,2,Halictidae,Lasioglossum,olympiae,Sanicula sp. 
0,1,Halictidae,Lasioglossum,olympiae,Senecio sp. 
0,1,Halictidae,Lasioglossum,ovaliceps,Arabis sparsiflora var.arcuata 
0,2,Halictidae,Lasioglossum,ovaliceps,Castilleja sp. 
0,1,Halictidae,Lasioglossum,ovaliceps,Lithophragma affine 
0,2,Halictidae,Lasioglossum,ovaliceps,Nemophila heterophylla 
1,11,Halictidae,Lasioglossum,ovaliceps,NA
0,1,Halictidae,Lasioglossum,ovaliceps,Phacelia cicutaria var.cicutaria
0,2,Halictidae,Lasioglossum,ovaliceps,Salix sp. 
0,3,Halictidae,Lasioglossum,ovaliceps,Thysanocarpus curvipes 
0,5,Halictidae,Lasioglossum,petrellum,NA
0,1,Halictidae,Lasioglossum,pilosum,Madia gracilis 
0,29,Halictidae,Lasioglossum,pilosum,NA
0,1,Halictidae,Lasioglossum,pilosum,Sanicula graveolens 
0,1,Halictidae,Lasioglossum,punctatoventre,Achillea millefolium 
0,1,Halictidae,Lasioglossum,punctatoventre,Aesculus californica 
0,1,Halictidae,Lasioglossum,punctatoventre,Collinsia torreyi var.torreyi
0,1,Halictidae,Lasioglossum,punctatoventre,Cryptantha flaccida 
1,0,Halictidae,Lasioglossum,punctatoventre,Helianthella californica 
0,1,Halictidae,Lasioglossum,punctatoventre,Lotus argophyllus var.fremontii 
0,1,Halictidae,Lasioglossum,punctatoventre,Lotus oblongifolius var.oblongifolius
0,1,Halictidae,Lasioglossum,punctatoventre,Mimulus primuloides 
4,593,Halictidae,Lasioglossum,punctatoventre,NA
0,1,Halictidae,Lasioglossum,punctatoventre,Penstemon heterodoxus var.heterodoxus
0,1,Halictidae,Lasioglossum,punctatoventre,Potentilla glandulosa 
0,2,Halictidae,Lasioglossum,punctatoventre,Quercus sp. 
0,1,Halictidae,Lasioglossum,ruidosense,Erysimum capitatum var.capitatum
0,4,Halictidae,Lasioglossum,ruidosense,NA
0,2,Halictidae,Lasioglossum,ruidosense,Rubus parviflorus 
0,1,Halictidae,Lasioglossum,semicaeruleum,NA
0,1,Halictidae,Lasioglossum,sequoiae,NA
1,21,Halictidae,Lasioglossum,sisymbrii,NA
1,0,Halictidae,Lasioglossum,tegulare,Asclepias sp. 
0,1,Halictidae,Lasioglossum,tegulare,Eschscholzia caespitosa 
10,3,Halictidae,Lasioglossum,tegulare,NA
0,2,Halictidae,Lasioglossum,timberlakei,Arctostaphylos viscida 
0,1,Halictidae,Lasioglossum,timberlakei,Athysanus pusillus 
0,1,Halictidae,Lasioglossum,timberlakei,Collinsia sp. 
0,1,Halictidae,Lasioglossum,timberlakei,Eriodictyon californicum 
0,14,Halictidae,Lasioglossum,timberlakei,NA
0,1,Halictidae,Lasioglossum,timberlakei,Plagiobothrys hispidus 
0,1,Halictidae,Lasioglossum,timberlakei,Rhamnus rubra 
0,1,Halictidae,Lasioglossum,timberlakei,Ribes sp. 
0,1,Halictidae,Lasioglossum,timberlakei,Salix lutea 
0,3,Halictidae,Lasioglossum,titusi,NA
0,1,Halictidae,Lasioglossum,trizonatum,Gilia capitata 
0,1,Halictidae,Lasioglossum,trizonatum,NA
0,1,Halictidae,Lasioglossum,tuolumnense,Arenaria aculeata 
0,1,Halictidae,Lasioglossum,tuolumnense,Eriodictyon californicum 
3,66,Halictidae,Lasioglossum,tuolumnense,NA
1,1,Halictidae,Lasioglossum,tuolumnense,Streptanthus sp. 
0,1,Halictidae,Lasioglossum,tuolumnense,Streptanthus tortuosus 
0,1,Halictidae,Lasioglossum,veganum,Allium sp. 
0,1,Halictidae,Lasioglossum,veganum,Erysimum capitatum 
0,1,Halictidae,Lasioglossum,veganum,Fragaria virginiana 
0,48,Halictidae,Lasioglossum,veganum,NA
1,0,Halictidae,Micralictoides,grossus,Gayophytum racemosum 
1,0,Halictidae,Micralictoides,grossus,Gilia capitata 
3,0,Halictidae,Micralictoides,grossus,NA
1,1,Megachilidae,Anthidiellum,ehrhorni,Brassica nigra 
1,0,Megachilidae,Anthidiellum,ehrhorni,Eriophyllum lanatum var.integrifolium 
1,2,Megachilidae,Anthidiellum,ehrhorni,Grindelia camporum var.camporum
1,0,Megachilidae,Anthidiellum,ehrhorni,NA
0,1,Megachilidae,Anthidiellum,notatum,Eriogonum nudum var.nudum
0,2,Megachilidae,Anthidiellum,robertsoni,Chamaebatia foliolosa 
1,0,Megachilidae,Anthidiellum,robertsoni,Clarkia sp. 
0,1,Megachilidae,Anthidiellum,robertsoni,Clarkia williamsonii 
0,0,Megachilidae,Anthidiellum,robertsoni,Collinsia tinctoria 
1,0,Megachilidae,Anthidiellum,robertsoni,Cordylanthus rigidus 
5,0,Megachilidae,Anthidiellum,robertsoni,Epilobium densiflorum 
1,0,Megachilidae,Anthidiellum,robertsoni,Epilobium hornemannii 
0,1,Megachilidae,Anthidiellum,robertsoni,Eremocarpus setigerus 
6,4,Megachilidae,Anthidiellum,robertsoni,Eriogonum nudum 
7,2,Megachilidae,Anthidiellum,robertsoni,Eriogonum nudum var.nudum
10,1,Megachilidae,Anthidiellum,robertsoni,Eriogonum roseum 
1,0,Megachilidae,Anthidiellum,robertsoni,Grindelia camporum var.camporum
1,0,Megachilidae,Anthidiellum,robertsoni,Helianthus bolanderi 
0,2,Megachilidae,Anthidiellum,robertsoni,Lessingia leptoclada 
3,0,Megachilidae,Anthidiellum,robertsoni,Lotus argophyllus var.fremontii 
3,0,Megachilidae,Anthidiellum,robertsoni,Lotus micranthus 
11,6,Megachilidae,Anthidiellum,robertsoni,Lotus nevadensis 
8,4,Megachilidae,Anthidiellum,robertsoni,Lotus nevadensis var.nevadensis
3,0,Megachilidae,Anthidiellum,robertsoni,Lotus oblongifolius var.oblongifolius
5,11,Megachilidae,Anthidiellum,robertsoni,Lotus purshianus 
0,1,Megachilidae,Anthidiellum,robertsoni,Lupinus lepidus var.confertus 
0,1,Megachilidae,Anthidiellum,robertsoni,Lupinus nanus 
1,0,Megachilidae,Anthidiellum,robertsoni,Mimulus sp. 
0,0,Megachilidae,Anthidiellum,robertsoni,Monardella lanceolata 
64,36,Megachilidae,Anthidiellum,robertsoni,NA
1,1,Megachilidae,Anthidiellum,robertsoni,Potentilla gracilis var.fastigiata 
0,1,Megachilidae,Anthidiellum,robertsoni,Senecio aronicoides 
1,2,Megachilidae,Anthidiellum,robertsoni,Sisymbrium altissimum 
0,1,Megachilidae,Anthidiellum,robertsoni,Solidago canadensis 
1,0,Megachilidae,Anthidiellum,robertsoni,Solidago canadensis ssp.elongata 
1,1,Megachilidae,Anthidiellum,robertsoni,Torilis arvensis 
0,1,Megachilidae,Anthidiellum,robertsoni,Trichostema lanceolatum 
0,2,Megachilidae,Anthidium,atrifrons,NA
0,1,Megachilidae,Anthidium,banningense,NA
0,1,Megachilidae,Anthidium,clypeodentatum,Lotus nevadensis var.nevadensis
1,0,Megachilidae,Anthidium,clypeodentatum,Trifolium pratense 
0,2,Megachilidae,Anthidium,collectum,Phacelia cicutaria var.cicutaria
0,1,Megachilidae,Anthidium,illustre,Antennaria sp. 
2,4,Megachilidae,Anthidium,illustre,NA
1,0,Megachilidae,Anthidium,illustre,Phacelia heterophylla ssp.virgata 
1,0,Megachilidae,Anthidium,illustre,Phacelia sp. 
3,4,Megachilidae,Anthidium,maculosum,NA
5,0,Megachilidae,Anthidium,maculosum,Stachys albens 
2,1,Megachilidae,Anthidium,mormonum,Aster occidentalis 
2,0,Megachilidae,Anthidium,mormonum,Aster occidentalis var.yosemitanus 
2,0,Megachilidae,Anthidium,mormonum,Calyptridium umbellatum 
0,1,Megachilidae,Anthidium,mormonum,Chaenactis douglasii var.douglasii
0,1,Megachilidae,Anthidium,mormonum,Chamaebatia foliolosa 
0,1,Megachilidae,Anthidium,mormonum,Collinsia heterophylla 
1,0,Megachilidae,Anthidium,mormonum,Ericameria bloomeri 
0,1,Megachilidae,Anthidium,mormonum,Eriogonum umbellatum var.nevadense 
0,1,Megachilidae,Anthidium,mormonum,Horkelia fusca ssp.parviflora 
0,1,Megachilidae,Anthidium,mormonum,Horkelia sp. 
7,3,Megachilidae,Anthidium,mormonum,Horkelia tridentata 
0,1,Megachilidae,Anthidium,mormonum,Keckiella breviflora 
1,2,Megachilidae,Anthidium,mormonum,Limnanthes alba ssp.versicolor 
1,2,Megachilidae,Anthidium,mormonum,Lotus argophyllus var.fremontii 
37,28,Megachilidae,Anthidium,mormonum,Lotus nevadensis 
8,0,Megachilidae,Anthidium,mormonum,Lotus nevadensis var.nevadensis
3,7,Megachilidae,Anthidium,mormonum,Lotus oblongifolius var.oblongifolius
0,1,Megachilidae,Anthidium,mormonum,Lotus purshianus 
0,1,Megachilidae,Anthidium,mormonum,Lupinus bicolor 
0,1,Megachilidae,Anthidium,mormonum,Lupinus breweri var.breweri
3,0,Megachilidae,Anthidium,mormonum,Lupinus lepidus var.confertus 
0,2,Megachilidae,Anthidium,mormonum,Lupinus lepidus var.lobbii 
2,2,Megachilidae,Anthidium,mormonum,Lupinus sp. 
0,1,Megachilidae,Anthidium,mormonum,Mimulus sp. 
102,51,Megachilidae,Anthidium,mormonum,NA
1,0,Megachilidae,Anthidium,mormonum,Penstemon sp.
1,1,Megachilidae,Anthidium,mormonum,Phacelia heterophylla ssp.virgata 
0,1,Megachilidae,Anthidium,mormonum,Phacelia mutabilis 
2,1,Megachilidae,Anthidium,mormonum,Phacelia sp. 
1,0,Megachilidae,Anthidium,mormonum,Rubus leucodermis 
0,1,Megachilidae,Anthidium,mormonum,Rudbeckia hirta var.pulcherrima 
1,0,Megachilidae,Anthidium,mormonum,Sedum obtusatum 
0,1,Megachilidae,Anthidium,mormonum,Stachys albens 
1,0,Megachilidae,Anthidium,mormonum,Stellaria borealis 
1,0,Megachilidae,Anthidium,mormonum,Streptanthus tortuosus 
2,0,Megachilidae,Anthidium,mormonum,Streptanthus tortuosus var.orbiculatus 
2,0,Megachilidae,Anthidium,mormonum,Streptanthus tortuosus var.tortuosus
3,0,Megachilidae,Anthidium,mormonum,Trifolium sp. 
1,0,Megachilidae,Anthidium,mormonum,Triteleia montana 
0,1,Megachilidae,Anthidium,placitum,Eriogonum nudum 
1,0,Megachilidae,Anthidium,placitum,Gilia leptalea ssp.bicolor 
5,16,Megachilidae,Anthidium,placitum,NA
0,1,Megachilidae,Anthidium,tenuiflorae,Aster occidentalis 
1,0,Megachilidae,Anthidium,tenuiflorae,Aster occidentalis var.yosemitanus 
0,1,Megachilidae,Anthidium,tenuiflorae,Ivesia santolinoides 
0,2,Megachilidae,Anthidium,tenuiflorae,Lotus nevadensis 
0,1,Megachilidae,Anthidium,tenuiflorae,Lupinus breweri 
0,1,Megachilidae,Anthidium,tenuiflorae,Lupinus lepidus var.lobbii 
6,4,Megachilidae,Anthidium,tenuiflorae,NA
1,1,Megachilidae,Anthidium,utahense,Chamaebatia foliolosa 
1,1,Megachilidae,Anthidium,utahense,Clarkia sp. 
0,1,Megachilidae,Anthidium,utahense,Hypochaeris radicata 
